"","match_nb","Acinonyx_jubatus","Acinonyx_jubatus2","Acryllium_vulturinum","Aepyceros_melampus","Aepyceros_melampus2","Agalychnis_callidryas","Ailuropoda_melanoleuca","Ailurops_ursinus","Ailurus_fulgens","Alligator_mississippiensis","Amblyrhynchus_cristatus","Aonyx_cinereus","Aonyx_cinereus2","Aquila_chrysaetos","Ara_ararauna","Ara_chloropterus","Arctocephalus forsteri","Arctocephalus_forsteri2","Artibeus_planirostris","Asio_flammeus","Ateles_hybridus","Ateles_paniscus","Athene_noctua","Athene_noctua2","Athene_noctua3","Balaeniceps_rex","Bison_bonasus","Bison_bonasus2","Boa_constrictor","Bubo_bubo","Bubo_bubo2","Bubo_scandiacus","Bufonidae","Buprestidae","Buteo_galapagoensis","Cairina_moschata","Calliphora_vomitoria","Callithrix_argentata","Callithrix_penicillata","Calloselasma rhodostoma","Canis_lupus","Canis_lupus_familiaris","Canis_lupus_familiaris2","Carlito_syrichta","Centurio_senex","Cerdocyon_thous","Chelonoidis_porteri","Choloepus_didactylus","Choloepus_didactylus2","Choloepus_didactylus3","Chroicocephalus_scopulinus","Columba_livia","Conolophus_pallidus","Corvus","Corvus2","Crocodylus_porosus","Crocuta_crocuta","Crotalus_atrox","Crotalus2","Cryptoprocto _ferox","Cynictis_penicillata","Dasypus_novemcinctus","Daubentonia_madagascariensis","Dendroaspis_angusticeps","Desmodus_rotondus","Didelphis_virginiana","Equus_caballus","Eudyptes chrysolophus","Eudyptes_chrysocome","Eulemur _coronatus","Eulemur _coronatus2","Euphractus _sexcinctus","Evarcha_arcuata","Felis_catus","Felis_silvestris","Geronticus_eremita","Giraffa_camelopardalis_reticulata","Gorilla_Gorilla_Beringei","Gorilla_gorilla_gorilla","Gulo_gulo","Gulo_gulo2","Gymnogyps_californianus","Gypaetus_barbatus","Gypaetus_barbatus2","Gyps_rueppelli","Haematopus_ater","Harpia_Harpyja","Helarctos_malayanus","Hemicentetes_semispinosus","Heterocephalus_glaber","Hippopotamus_amphibius","Hyaena_hyaena","Hyles_euphorbiae","Hylobates_agilis","Hypsignathus_monstrosus","Iguana_iguana","Iguana_iguana2","Incilius_alvarius","Incilius_alvarius2","Intellagama_lesueurii","Laticauda_laticaudata","Laticauda_saintgironsi","Lemur_catta","Lemur_catta2","Leopardus_wiedii","Leptailurus_serval","Leptoptilos_crumenifer","Libellula_quadrimaculata","Litoria_infrafrenata","Loris_tardigradus","Loxodonta_africana","Lycaon_pictus","Lycaon_pictus2","Lynx_rufus","Lynx_rufus2","Macaca_fuscata","Macaca_silenus","Macronectes_halli","Macropus_rufogriseus","Malayopython_reticulatus","Malpolon_monspessulanus","Mandrillus_sphinx","Mandrillus_sphinx2","Miopithecus_ogouensis","Morelia_spilota","Mungos_mungo","Muscardinus_avellanarius","Mygale","Myocastor_coypus","Naja_naja","Nasua_narica","Nasua_nasua","Necrosyrtes_monachus","Neofelis_nebulosa","Nestor_meridionalis","Notechis_scutatus","Numida_meleagris","Nyctereutes_procyonoides","Odonata","Odonata2","Oryctolagus_cuniculus","Oryctolagus_cuniculus2","Otocolobus_manul","Pamphagidae","Pan_paniscus","Pan_paniscus2","Pan_paniscus3","Pan_paniscus4","Pan_troglodytes","Pan_troglodytes2","Panthera_leo","Panthera_leo2","Panthera_leo3","Panthera_onca","Panthera_onca_2","Panthera_onca3","Panthera_pardus","Panthera_pardus_3","Panthera_pardus2","Panthera_tigris2","Panthera_uncia","Papillon","Papio_hamadryas","Pardofelis_temminckii","Petroica_macrocephala","Phacochoerus_africanus","Phascolarctos_cinereus","Phascolarctos_cinereus2","Pholcus_phalangioides","Pithecia pithecia","Pithecia pithecia2","Plathyrrhinus_fusciventris","Podarcis_muralis","Pogona_vitticeps","Porphyrio_hochstetteri","Procyon_lotor","Propithecus_coquereli","Propithecus_verreauxi","Psittacus_erithacus","Pteropus_conspicillatus","Puma_concolor","Python_bivittatus","Python_regius","Rattus_norvegicus","Rhinopithecus_roxellana","Rhyticeros_cassidix","Romalea_microptera","Saiga_tatarica","Sarcophilus_harrisii","Spalax","Spheniscus_humboldti","Stephanoaetus_coronatus","Strophurus","Struthio_camelus","Sula_nebouxii","Sula_sula","Suricata_suricatta","Sus_scrofa","Tapirus_indicus","Taricha_torosa","Tauraco_leucotis","Testudo_hermanni","Thalassarche_cauta","Theropithecus_gelada","Thomisus_onustus","Tockus_flavirostris","Trichosurus_vulpecula","Ursus_arctos_horribilis","Ursus_maritimus","Ursus_thibetanus","Varecia_rubra","Varecia_variegata","Vespula_germanica","Vicugna_pacos","Vicugna_pacos2","Vicugna_vicugna","Vipera_ammodytes","Vipera_aspis","Vulpes_zerda","Zamenis_longissimus","Zoropsis_spinimana"
"106",208800,1643.3,1634.1,1587,1336.7,1259,1410.7,1314.6,1341.6,1183.5,1936.1,1717.2,1196.8,1240.6,1489.7,1202.4,1227.1,1552.2,1360.7,1531,1290.9,1568.1,1274.4,1328.5,1340,1294.6,1552.2,1781.6,1708.6,1749.7,1296.8,1280.5,1298.3,1499,1703.9,1493.7,1571.1,1590.6,1371,1399,1939.3,1526.8,1528.6,1259.1,1405.8,1774.6,1329.8,1324.1,1307.2,1300.7,1211.4,1361.3,1262.2,1656.1,1421.7,1377.8,1984.1,1811.2,1881.7,1841.4,1470.4,1438.8,1366.4,1598.8,1736.4,1533.6,1434.1,1163,1234.8,1281.7,1343.8,1310.6,1383,1670,1451.8,1147.9,1618,1322.6,1616.6,1639.3,1479,1579.3,1652.4,1482.6,1472.7,1579.7,1253,1412,1638.5,1577.3,1667.4,1823.1,1762.1,1539,1336,1605.1,1599.1,1538.4,1490.1,1441.4,1552,1814.3,1791.9,1250.5,1256.8,1464.1,1496.1,1539.7,1533.1,1217.6,1276.2,1549.4,1709.6,1701.9,1649.2,1548.3,1502.8,1489.3,1485.9,1339.8,1848.7,1840,1752.4,1617.8,1364.9,1831.5,1476.3,1166.7,1819,1304,1892.1,1420.2,1387.5,1544.3,1588.7,1375.2,1827.1,1537.5,1341.1,1492.3,1514.1,1040,972.2,1479,1483.3,1419.6,1484.7,1456.9,1404.7,1514.7,1326.9,1753.6,1682.7,1721.9,1739.1,1711.6,1708.7,1703.3,1738.2,1744.8,1716.5,1694.8,1543.8,1584,1494.4,1013,1764.5,980.8,1099.3,1815.9,1545.2,1590.6,1435,1626.2,1480.6,1515.9,1245.7,1228.7,1362.3,1261.5,1452.4,1656.3,1815.8,1771.1,1373.5,1326.4,1452.6,1472.5,1443.1,1599.9,1520.5,1167.7,1520.3,1456.5,1600.2,1510.1,1464.7,1308.2,1581.4,1369.2,1428,1075.2,1166.2,1504.4,1673.7,1735.6,1513.5,1424.3,1706.1,1749.5,1625.4,1433.8,1345.9,1769.8,1324.8,1332,1254,1917,1901.9,1268.1,1756.4,1786
"107",210800,1657.1,1650.9,1578.4,1262,1191.9,1386.2,1308.3,1370.1,1234,1918.9,1638.3,1162.8,1209.9,1439.8,1222.6,1226.8,1466.4,1311,1520.5,1241.1,1526.7,1219.4,1224.3,1282.8,1302.5,1561.5,1781.3,1696,1798.2,1296.8,1328.3,1245.9,1489.8,1773,1480.4,1475.3,1550.3,1364.8,1354.3,1900.7,1533.8,1532,1293.6,1453.4,1702.6,1356.4,1245.1,1283.3,1261.8,1293.8,1414,1234.2,1666.5,1467.4,1386.2,1986.4,1793.4,1843.8,1877.5,1468.8,1424.3,1302.1,1580.9,1778.9,1572.6,1422.3,1247.3,1228.3,1316.1,1352.8,1365.7,1387.9,1689.5,1477.9,1099.3,1558.1,1219.6,1640.9,1688.4,1548.3,1609.7,1718.4,1460,1452.5,1500.8,1320,1409.8,1712.3,1506,1635.9,1750.2,1757.9,1487.7,1252.2,1627.1,1626,1590.8,1471,1500,1605.2,1801.8,1870.1,1289.1,1285.1,1471,1421.3,1622.4,1565.1,1279.5,1271.8,1473.1,1687.3,1673.7,1622,1535.8,1516.8,1469.5,1616.8,1337.9,1885,1728.2,1705.1,1588,1442.3,1835.7,1489.9,1178.8,1853.9,1349.3,1906.6,1411.5,1388.3,1531.3,1602.6,1337.2,1839.5,1493.4,1375.9,1501.2,1506.8,1029.1,912.1,1510.2,1489.4,1384,1507.6,1351.4,1398,1579.3,1336.8,1719.7,1726.4,1751.8,1754.3,1710.2,1737.9,1777.3,1722.9,1678.8,1765,1734.7,1500.6,1616.3,1589.8,949,1743.3,1046.8,1030.2,1825.8,1515.4,1555.9,1578.8,1674.3,1481.2,1430,1341.2,1219.4,1295.6,1273.2,1371.8,1709.1,1854.6,1819.5,1298.1,1362.4,1443,1521.6,1522.1,1624.1,1623.9,1219.8,1497.9,1478.5,1545.6,1491.9,1491.8,1335.4,1559.5,1403.4,1418.8,1147.7,1174.9,1458.6,1703.9,1733.4,1548,1437.7,1720.6,1754.3,1731.3,1374.9,1341.7,1683.1,1389.6,1326.9,1185.3,1867.4,1895.3,1313.3,1759.5,1717.5
"108",212800,1652,1658.8,1608.3,1297.7,1230.4,1436.5,1393.1,1307.8,1227.6,1955.4,1642.9,1216.3,1191.5,1464.4,1219.9,1270.4,1496.1,1328.1,1493.9,1317.7,1551.2,1273.9,1231.8,1243,1339.4,1542,1776,1689.3,1846.8,1226.7,1287.3,1234.8,1436.2,1623.4,1520.7,1467.3,1592.9,1294.6,1300.1,1896.8,1537.6,1575.8,1262.8,1440.8,1706,1373.3,1254.6,1332.3,1267.2,1231.2,1350.4,1203.2,1685.9,1464.3,1385,1959,1713.7,1930.3,1870.7,1532.5,1432.5,1332.8,1586.8,1802.9,1649.4,1417.7,1247.2,1249.8,1272.8,1359.6,1294.2,1390.6,1682.2,1432.5,1179.9,1574.8,1232.2,1633.9,1619.5,1514.9,1539,1672.4,1460.3,1552.4,1599.9,1316.9,1479,1703.7,1502,1692.5,1767,1720.3,1500.6,1322.7,1608.6,1610.1,1611.1,1422,1480.1,1568.7,1844.1,1881.8,1238.9,1322.4,1425.5,1448.3,1546.5,1546.9,1359.7,1208.3,1544.8,1647.1,1617,1677.4,1583.1,1555.5,1525.5,1550.2,1383.5,1887.4,1817.9,1645.5,1625.2,1416.5,1844.7,1441.9,1182.5,1841,1336.6,1836.2,1405.1,1345.3,1526,1632.5,1303.5,1823.7,1447.8,1311.4,1571.2,1483.4,994.7,887.9,1476.3,1375.5,1435.5,1410.7,1437.8,1413.3,1501.3,1303,1732.7,1695.1,1746.7,1772.5,1697.5,1710.2,1789.1,1752.2,1727.5,1736,1705.7,1519.9,1567.7,1580.5,1008.9,1728.2,1026.7,1101.1,1856.4,1610.4,1564.6,1448,1620.7,1506.5,1465.6,1334,1261.5,1237.4,1309,1476.5,1802.1,1837.4,1829,1373.9,1300.4,1414.9,1443.1,1443.7,1566.6,1623.2,1262.6,1463.1,1471.4,1578.3,1507.5,1545.1,1302.2,1622.4,1337.3,1484.3,1146.9,1195.8,1424.2,1737.5,1730.2,1486.6,1429.5,1762.7,1705.5,1696.3,1431.1,1362.5,1746.4,1276.5,1371.8,1211,1955.1,1839.2,1291.6,1704.9,1734.5
"109",214800,1657.9,1697.9,1568.1,1300.6,1241.9,1402.7,1324.7,1356.9,1230,1889.8,1636.6,1197.1,1235.6,1449.7,1226.5,1214.3,1484.6,1353.1,1576.2,1279.9,1494.8,1283.5,1234.2,1281.2,1296.4,1572.9,1809.9,1701.4,1785.4,1353.5,1323.4,1230.7,1548.5,1658,1513.9,1432,1575.6,1363.3,1324.3,1828.7,1627,1547.1,1282.3,1439.4,1690.6,1353.9,1291.9,1367.1,1161.2,1272.7,1341.2,1279.9,1709,1489.8,1360.6,2003.4,1785.7,1818.7,1856.7,1447.7,1451.6,1358.9,1596.6,1852.5,1560.8,1404.4,1222.1,1277.7,1332.1,1355.4,1356.4,1431.2,1772.3,1450.8,1164.9,1467.2,1250,1576.6,1697.2,1495.6,1602.4,1668.4,1481.3,1486.4,1555,1361.3,1428.6,1699.5,1494.8,1697.8,1797.1,1798.8,1611.8,1330.5,1640.7,1647.9,1530.8,1478.3,1477.9,1546.6,1790.2,1826,1251.6,1248.9,1408.4,1353,1539.5,1546,1275.7,1160.7,1508.6,1660.7,1667.3,1645.7,1557,1477,1423.8,1542.7,1298.3,1859.3,1749.2,1644.9,1623.3,1371.5,1748.4,1423.5,1133.6,1807.3,1271.8,1949.1,1426.1,1376.2,1535.7,1623.5,1349.6,1880.7,1489.2,1314.3,1529.4,1508.1,994.9,934.9,1487.9,1429.2,1449.6,1467.6,1387.2,1406.9,1507,1384.2,1769.9,1738.7,1753.3,1809.3,1685.5,1791.7,1844.2,1796.5,1747.3,1752.3,1656.6,1464.5,1693.7,1596.7,959.2,1761.2,1070.9,1060,1823.9,1489.8,1555.8,1490.7,1666.9,1469.2,1440.2,1295.8,1266.5,1284.1,1222.6,1419.9,1699.2,1844.3,1826.9,1353.2,1325.7,1431.5,1515.6,1442,1500.3,1563.7,1219.1,1541.8,1524.7,1599.5,1418.1,1488.1,1297.5,1585.3,1408.8,1431.8,1149.1,1181.5,1493.3,1675,1756.1,1508.6,1463.4,1759.1,1748,1735.6,1438.8,1286.2,1748.4,1387.2,1282.8,1214.9,1879.9,1872,1279.3,1746.9,1782.9
"110",216800,1628,1723.8,1577.6,1333.8,1213.5,1443,1320.9,1402,1186.9,1962.7,1640.4,1236.2,1286.2,1451.1,1225.9,1247.6,1535.7,1323.9,1562.8,1169.3,1508.2,1299.3,1267,1257.8,1328.5,1502.1,1799.3,1663.1,1835,1291.9,1319.7,1266.9,1497.8,1644.7,1507.1,1512.3,1592.2,1328.9,1372.2,1858.7,1518,1634.4,1262.6,1381.7,1653.5,1324.7,1268.8,1312.5,1231,1226.9,1355,1229.5,1766.2,1426.2,1360,1993.1,1720.1,1830.6,1885.6,1502.3,1463.1,1365,1609.3,1742.1,1589.5,1445,1251.2,1252,1268,1399.1,1318.2,1467.6,1778.6,1364.6,1138.6,1515,1205.9,1673.3,1667.9,1570.4,1572.9,1618.3,1493.9,1467.5,1577.5,1286.4,1470.3,1675.2,1449.5,1675.5,1756.6,1734.2,1524.5,1302.9,1635.4,1629,1653.6,1533.1,1440.3,1539.2,1805.4,1842.3,1250.9,1290,1384.5,1414.2,1534,1569.3,1263.4,1218.9,1544.4,1683.7,1703.5,1620.4,1513.7,1505.8,1490.1,1499.1,1320.7,1801.5,1795.9,1611.8,1632.5,1435.3,1853.3,1438.2,1134.6,1853,1347.3,1872.4,1419.3,1450.7,1559.4,1573.7,1361,1834,1531.3,1346,1534.1,1534.9,1031.5,918.2,1492.4,1440.7,1452.1,1432.8,1449.5,1421.1,1577.6,1376.8,1733.9,1684.8,1735.9,1776.7,1704.4,1716.3,1777.5,1740.5,1711,1765.9,1696,1550.7,1661.7,1535.9,1020.2,1747.5,1019.3,1121.6,1840.5,1538.3,1550.1,1492.2,1578.7,1480.2,1425.7,1266.9,1237.1,1248.6,1265.4,1466.1,1730.6,1862.5,1796.5,1369.9,1355.4,1418.9,1408.5,1427.1,1604.4,1534.1,1147.5,1544.3,1501.5,1556.9,1415.2,1485.2,1300.5,1608.3,1376.4,1402.8,1166.5,1193.5,1496.6,1755,1722.4,1584.4,1464.5,1776.2,1769.7,1745,1401.5,1301.8,1669.1,1350.3,1306.6,1167.9,1865.2,1855.4,1295.1,1783.6,1799.5
"111",218800,1642.4,1717.4,1617.2,1348.1,1186.8,1397.3,1345.8,1356.7,1238,1879.7,1573,1231.4,1240.4,1459.4,1220.5,1201.5,1540.9,1309.4,1563.9,1188.4,1477.2,1269.7,1255.9,1284.3,1345.5,1546.1,1769.8,1707,1749.3,1288.4,1331,1200.4,1547.4,1669.6,1503.6,1470,1579.7,1335.4,1330.3,1827.6,1525.4,1550.3,1336,1335.8,1728.8,1333.1,1268.5,1290.7,1174.4,1256,1364.9,1258.8,1774.6,1470.1,1375.6,1992.6,1759,1829.8,1857.9,1498.5,1473.9,1369.4,1585.5,1810.1,1623.7,1361,1172.8,1377.7,1309.1,1448.5,1347.1,1372.1,1720.5,1396.5,1081,1565.2,1287.8,1637.1,1744.4,1452.3,1641.4,1693.2,1473.3,1467.4,1552.8,1319.3,1498.9,1647.7,1476.5,1694.6,1746.3,1730.1,1509.5,1291.9,1579.5,1631.4,1598.1,1389.2,1518.3,1594.4,1796.6,1881.9,1224.4,1337.4,1421.8,1384.3,1534.1,1544.8,1264.8,1231.2,1447.9,1737.4,1631.2,1703.2,1562.7,1493.2,1462.6,1583.8,1382.5,1873.3,1749.2,1634.5,1559,1424.5,1828.2,1460.1,1173.1,1822.1,1373.4,1944,1468.6,1384.9,1550.8,1592.5,1339,1800.5,1528,1398.5,1508.1,1583.7,1020.4,972,1448.4,1444.1,1355.2,1418.5,1422.5,1420.1,1493.5,1332.9,1750.3,1685.5,1695.8,1770.5,1704.2,1803.5,1761.7,1771.5,1690.4,1783.9,1776.8,1502.9,1634.4,1575.5,990.2,1795.9,1025.8,1060.7,1867.7,1521.8,1581.1,1538,1631.1,1519.1,1498,1299.5,1235.5,1295.9,1310.6,1444.6,1704.7,1833.1,1801.3,1402.1,1249.9,1466.6,1405.8,1443.1,1599.5,1598.1,1168.1,1541.9,1517,1613.8,1442.2,1529.5,1304.7,1602.2,1399.6,1453.3,1090.7,1060.7,1466.2,1680.1,1747.8,1538.7,1463.8,1752.4,1739.8,1674.4,1410.6,1299.4,1708.6,1292.6,1395.2,1141.1,1914.1,1860.5,1325.4,1720.6,1752.3
"112",220800,1676.5,1689.1,1560,1293.4,1203.5,1389.6,1285.9,1366,1160.7,1870.9,1655.5,1168.1,1221.8,1390.7,1225.3,1244.2,1503,1252,1540.8,1318.3,1512.5,1300.2,1304.6,1232.8,1302.5,1547.4,1790.1,1721.2,1854.2,1287.4,1266.3,1231.1,1540.3,1661.2,1476.2,1444.5,1569.9,1385.9,1374.7,1903.5,1501.2,1621.6,1268.5,1414.4,1734.9,1385.7,1232,1295.8,1208.5,1209.4,1376.8,1257.9,1750.5,1477.4,1293.2,1985.2,1703.2,1783.3,1847.9,1522.1,1414.7,1406.5,1569.9,1872.5,1606.3,1391.3,1204.1,1251,1380.6,1367.9,1316.3,1430.5,1723.1,1442.1,1114.4,1601.8,1299.1,1672.4,1683.9,1514.3,1588.1,1649.9,1456.2,1525,1547.4,1209.7,1466.5,1711.4,1448.7,1715.1,1755,1650.6,1585.9,1334.7,1594.2,1648.3,1586.2,1474.1,1446.4,1581.3,1772,1854.8,1285.2,1318.6,1482,1509,1587.9,1458.8,1312.3,1238.5,1509.7,1699.3,1674.2,1668.3,1575.8,1521,1525.5,1492.3,1390.8,1891.7,1770.1,1622.1,1581.6,1379,1864.1,1468.3,1154.3,1802.3,1340.1,1930.2,1433.7,1315.4,1550.7,1573.8,1334.6,1838.5,1509.1,1358.9,1584.5,1560.8,1052.5,959.7,1465.4,1529.7,1446.2,1473.2,1379.7,1422.6,1521.6,1379.7,1743.8,1664.1,1726.6,1755.8,1684.7,1802.1,1775.3,1801.5,1684.8,1818.6,1697.3,1513.4,1642.1,1575.5,985.9,1785.3,1071.2,1070.1,1813.1,1472.9,1559.9,1520.3,1559.7,1483.9,1447.3,1323.2,1284.9,1237.6,1264.5,1456.6,1661.5,1832.8,1839,1360.9,1296.2,1436.3,1485.9,1484.2,1642.6,1580.8,1174.3,1475.1,1536.9,1619.7,1491.4,1444.8,1276.8,1638.3,1339.1,1512.8,1141.8,1195.8,1359.7,1624.4,1715.3,1491.3,1407.4,1718.4,1724.1,1660.7,1366.7,1296.7,1660.2,1338.2,1374.3,1211.2,1961.2,1847,1312.2,1796.1,1747.1
"113",222800,1660.2,1657.9,1596.2,1317.1,1205.8,1378.7,1339.9,1354,1206.5,1952.1,1676.1,1221.9,1243.9,1498.7,1189.9,1232,1481.6,1334.6,1582.9,1223.1,1535.6,1271.3,1219.5,1314.4,1344.5,1576.8,1741.1,1701,1797.3,1227.5,1329.6,1315.4,1483.1,1694.4,1533.5,1527.4,1536.1,1391.4,1373.5,1929.9,1511.7,1584.7,1342,1417.5,1747.8,1351.1,1291.7,1316.3,1214.2,1283.8,1345.9,1173.2,1709.3,1493.9,1387.4,1944.1,1779.6,1840.9,1917.8,1540.1,1462.4,1372.1,1610.9,1800.3,1586.6,1372.5,1207.5,1276.5,1327.1,1422.3,1293.9,1413.9,1766.3,1446.9,1162.3,1596,1223.5,1611.3,1688.8,1476,1608.8,1665.8,1463.8,1433.4,1545,1315.5,1443.6,1650.1,1483.1,1716,1702.4,1792.8,1579.6,1332.3,1634.5,1628.2,1631.2,1450.4,1528.2,1563.5,1821.4,1836.5,1203.2,1286.5,1371.5,1421.4,1613,1593.2,1337.4,1147.8,1554.6,1667.3,1677.6,1643.5,1491.8,1473.1,1500.8,1512.2,1314.1,1835.2,1729.4,1579,1593.5,1342.1,1839.4,1379.6,1174.7,1873.5,1322.4,1901.7,1376.9,1447.3,1466.2,1624.1,1320.9,1859.6,1498.6,1385.8,1554.4,1470,1043.2,906.2,1500.4,1461.9,1371.9,1451.2,1477.9,1340.9,1545.1,1342.5,1728.1,1704.4,1681.8,1747.4,1655.3,1725.1,1772.2,1798.9,1717.9,1740,1697.7,1546,1575.9,1587.7,979.7,1736.9,1020.5,1062.8,1851.1,1515.7,1535.6,1527.2,1700.3,1495.2,1497.8,1365.1,1242.4,1247.2,1257.3,1463.8,1722.7,1814.3,1793.1,1327.8,1343.7,1417.8,1479.9,1396.6,1572.4,1563.7,1275.6,1490.8,1458.4,1572.5,1481.6,1472.8,1330.2,1592.2,1415.8,1400.1,1196,1144,1472,1697.4,1673.7,1567.7,1403.2,1757.2,1747.6,1675.6,1393.6,1285.8,1664.1,1344.7,1363.8,1204.2,1946.5,1896.7,1291,1766.8,1752.3
"114",224800,1718,1681.1,1587.5,1305,1226.3,1384.5,1374.6,1353.7,1154.5,1937.4,1714.9,1244,1204.2,1404.4,1197.8,1174.9,1479.2,1366,1508.7,1248.9,1509.3,1308.8,1322.4,1284.2,1282.9,1579.3,1756.8,1617.1,1824.3,1270.3,1258.6,1274.4,1524.4,1647.6,1530,1530.5,1520.1,1339.9,1377,1896.9,1566.8,1530,1280.8,1401.1,1711.6,1396.5,1282.8,1308,1218.3,1208,1313,1292.2,1726.1,1509,1382.2,1948.5,1753.1,1871.5,1878.5,1493.1,1401.8,1381.2,1568.5,1785.2,1525.8,1406.4,1225.6,1235,1297.6,1371.1,1294,1467.3,1729.7,1424.7,1121.2,1565.1,1254.7,1587.1,1637.1,1543.6,1589.6,1606.4,1442,1504.3,1594.2,1327.9,1518.7,1629.6,1498.9,1651,1774.1,1718.5,1545.4,1337.2,1619.4,1602.1,1588.1,1440.8,1475.6,1586.9,1839.3,1842.5,1219.6,1379.8,1424,1421.4,1476.3,1576.7,1295.9,1139.6,1586.7,1696.5,1636.6,1691.5,1559.6,1502,1457.5,1537.7,1321.6,1805.9,1775.1,1635.7,1630.9,1435.3,1836.9,1440.3,1177.7,1888.8,1323.4,1910.2,1416.8,1344.2,1543.1,1599.7,1383,1839,1582.2,1373.9,1504.2,1490.3,1047.8,954.4,1452.7,1436.1,1391.8,1474.3,1418.2,1416.1,1480.7,1342.1,1685.1,1737.3,1730.7,1759.5,1742.1,1783.2,1785.7,1772.2,1747.6,1786,1742.4,1488.8,1594.2,1502.2,1039.8,1767.1,1054.7,1120.2,1825.8,1492.3,1523.1,1515.1,1652.7,1475.7,1427.2,1381.2,1260.6,1290.8,1302.1,1450.2,1632,1794.9,1802.1,1354.1,1315.6,1397,1469.4,1459.1,1608.9,1554.8,1173.6,1507.7,1572.3,1510.9,1440.8,1470.3,1322.4,1625.6,1369.1,1519.2,1196.8,1203.6,1538.7,1703.6,1739.6,1528.3,1468.4,1742.3,1701.9,1635.2,1418.3,1293.5,1719.8,1288.7,1334.1,1199.1,1896.5,1891.9,1296.2,1756,1791.6
"115",226800,1609.6,1694.1,1606.6,1278.6,1252.8,1418,1288.1,1316.9,1141.6,1896.2,1710.1,1196,1161.3,1488.3,1235.4,1216.7,1518.9,1303.6,1521.6,1207.7,1543.1,1292.5,1261.9,1253.7,1285.6,1599.1,1755.3,1657.8,1862.3,1293.5,1291.5,1300.6,1475.2,1642.4,1484.9,1528.3,1570,1415.7,1403.6,1892.7,1532.5,1566.7,1311,1351.6,1738.4,1410.1,1275.3,1283.3,1275.7,1214.4,1388.1,1191.9,1678.4,1491.5,1363.8,1938.6,1743.9,1828.2,1969.3,1554,1448.4,1361.8,1561.6,1751.7,1586.2,1381,1234.3,1249.4,1251.1,1409.4,1319.8,1463.8,1681.7,1419.5,1182.8,1599.3,1161.2,1668.1,1729.9,1457.3,1550.6,1593,1458,1587,1529.7,1298.6,1424,1693.6,1504.2,1674.7,1800.8,1744.3,1487.2,1325.3,1633.5,1629.7,1565.8,1487.3,1466.7,1543.1,1829,1895.2,1246.9,1353.7,1439.2,1416.6,1578.3,1534.7,1245.3,1276.9,1503.9,1643.4,1659,1601.3,1464.1,1518.7,1534.2,1540,1343.4,1862,1768,1676.7,1623.6,1426,1885.9,1495.8,1174.6,1794.9,1295.4,1929.2,1457.6,1380.8,1525.6,1564.4,1359.3,1841,1505.2,1410.3,1535.7,1509.1,976.7,965.4,1514.5,1513.3,1439.1,1440.3,1368.8,1328.3,1526.1,1375.7,1737.2,1676.9,1763.7,1736.8,1657.5,1730.7,1762,1738.9,1792.9,1769.7,1702.5,1547.3,1652.2,1541.5,1006.6,1780.9,1041.7,1053.8,1823.9,1505.7,1533.9,1525.7,1689.4,1541,1480.6,1362.2,1223.6,1188.5,1264.6,1433.8,1671.5,1845.3,1815.5,1319,1342.2,1421.2,1439.4,1400.5,1626.5,1504.3,1176.9,1492.1,1499,1553.5,1442.6,1536.9,1286.5,1646.9,1447,1354.9,1122.1,1219.6,1449.9,1740.9,1726.3,1539.3,1457.4,1741.4,1772.1,1708,1459.7,1303.6,1658.2,1325.2,1342.4,1281.8,1923.5,1840.8,1292.3,1774.5,1746.6
