"","Name","Sex","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous","Interet"
"468","Panthera_onca3","Not mentioned",1827.2,219,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"469","Panthera_pardus","F",1733.8,198,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"470","Panthera_pardus","M",1736.6,200,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"471","Panthera_pardus","Not mentioned",1766.3,213,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"472","Panthera_pardus_3","F",1738,196,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"473","Panthera_pardus_3","M",1708.7,210,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"474","Panthera_pardus_3","Not mentioned",1608.9,173,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"475","Panthera_pardus2","F",1668.8,179,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"476","Panthera_pardus2","M",1690.2,174,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"477","Panthera_pardus2","Not mentioned",1624.3,165,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"478","Panthera_tigris2","F",1761.8,181,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes","Felidae"
"479","Panthera_tigris2","M",1832.9,216,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes","Felidae"
"480","Panthera_tigris2","Not mentioned",1663.4,189,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes","Felidae"
"481","Panthera_uncia","F",1765.3,184,"Panthera_uncia","Mammal","Felidae","Yes","No","Yes","Felidae"
"482","Panthera_uncia","M",1767,166,"Panthera_uncia","Mammal","Felidae","Yes","No","Yes","Felidae"
"483","Panthera_uncia","Not mentioned",1661.4,182,"Panthera_uncia","Mammal","Felidae","Yes","No","Yes","Felidae"
"484","Papillon","F",1553.7,125,"Papillon","Insect","Lepidoptera","No","No","No","Others"
"485","Papillon","M",1479.7,111,"Papillon","Insect","Lepidoptera","No","No","No","Others"
"486","Papillon","Not mentioned",1477.1,73,"Papillon","Insect","Lepidoptera","No","No","No","Others"
"487","Papio_hamadryas","F",1658.2,175,"Papio_hamadryas","Mammal","Primate","No","No","No","Primate"
"488","Papio_hamadryas","M",1612.5,170,"Papio_hamadryas","Mammal","Primate","No","No","No","Primate"
"489","Papio_hamadryas","Not mentioned",1614.2,167,"Papio_hamadryas","Mammal","Primate","No","No","No","Primate"
"490","Pardofelis_temminckii","F",1485.6,150,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No","Felidae"
"491","Pardofelis_temminckii","M",1584.7,129,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No","Felidae"
"492","Pardofelis_temminckii","Not mentioned",1536.3,129,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No","Felidae"
"493","Petroica_macrocephala","F",985.9,2,"Petroica_macrocephala","Bird","Bird(notRaptor)","No","No","No","Others"
"494","Petroica_macrocephala","M",1036.6,1,"Petroica_macrocephala","Bird","Bird(notRaptor)","No","No","No","Others"
"495","Petroica_macrocephala","Not mentioned",1190.2,8,"Petroica_macrocephala","Bird","Bird(notRaptor)","No","No","No","Others"
"496","Phacochoerus_africanus","F",1795.1,207,"Phacochoerus_africanus","Mammal","Ungulate","No","No","No","Others"
"497","Phacochoerus_africanus","M",1783.3,194,"Phacochoerus_africanus","Mammal","Ungulate","No","No","No","Others"
"498","Phacochoerus_africanus","Not mentioned",1733.4,210,"Phacochoerus_africanus","Mammal","Ungulate","No","No","No","Others"
"499","Phascolarctos_cinereus","F",1112.2,4,"Phascolarctos_cinereus","Mammal","Marsupial","No","No","No","Others"
"500","Phascolarctos_cinereus","M",1076.6,3,"Phascolarctos_cinereus","Mammal","Marsupial","No","No","No","Others"
"501","Phascolarctos_cinereus","Not mentioned",1277.4,12,"Phascolarctos_cinereus","Mammal","Marsupial","No","No","No","Others"
"502","Phascolarctos_cinereus2","F",945.8,5,"Phascolarctos_cinereus","Mammal","Marsupial","No","No","No","Others"
"503","Phascolarctos_cinereus2","M",1078.1,5,"Phascolarctos_cinereus","Mammal","Marsupial","No","No","No","Others"
"504","Phascolarctos_cinereus2","Not mentioned",1165,4,"Phascolarctos_cinereus","Mammal","Marsupial","No","No","No","Others"
"505","Pholcus_phalangioides","F",1887.3,210,"Pholcus_phalangioides","Spider","Spider","No","Yes","No","Spider"
"506","Pholcus_phalangioides","M",1783.3,207,"Pholcus_phalangioides","Spider","Spider","No","Yes","No","Spider"
"507","Pholcus_phalangioides","Not mentioned",1808.1,217,"Pholcus_phalangioides","Spider","Spider","No","Yes","No","Spider"
"508","Pithecia pithecia","F",1496.7,98,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"509","Pithecia pithecia","M",1587.7,133,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"510","Pithecia pithecia","Not mentioned",1603.4,150,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"511","Pithecia pithecia2","F",1493.1,126,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"512","Pithecia pithecia2","M",1521,113,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"513","Pithecia pithecia2","Not mentioned",1507.5,100,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"514","Plathyrrhinus_fusciventris","F",1543.7,118,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No","Others"
"515","Plathyrrhinus_fusciventris","M",1463.6,124,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No","Others"
"516","Plathyrrhinus_fusciventris","Not mentioned",1385.3,70,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No","Others"
"517","Podarcis_muralis","F",1645.9,166,"Podarcis_muralis","Squamata","Lizard","No","Yes","No","Others"
"518","Podarcis_muralis","M",1535.2,138,"Podarcis_muralis","Squamata","Lizard","No","Yes","No","Others"
"519","Podarcis_muralis","Not mentioned",1510,107,"Podarcis_muralis","Squamata","Lizard","No","Yes","No","Others"
"520","Pogona_vitticeps","F",1535.8,117,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No","Others"
"521","Pogona_vitticeps","M",1415.4,80,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No","Others"
"522","Pogona_vitticeps","Not mentioned",1527.7,137,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No","Others"
"523","Porphyrio_hochstetteri","F",1467.2,94,"Porphyrio_hochstetteri","Bird","Bird(notRaptor)","No","No","No","Others"
"524","Porphyrio_hochstetteri","M",1458.9,89,"Porphyrio_hochstetteri","Bird","Bird(notRaptor)","No","No","No","Others"
"525","Porphyrio_hochstetteri","Not mentioned",1426.9,76,"Porphyrio_hochstetteri","Bird","Bird(notRaptor)","No","No","No","Others"
"526","Procyon_lotor","F",1287.3,28,"Procyon_lotor","Mammal","Procyonide","No","Yes","No","Others"
"527","Procyon_lotor","M",1301.5,47,"Procyon_lotor","Mammal","Procyonide","No","Yes","No","Others"
"528","Procyon_lotor","Not mentioned",1317.1,35,"Procyon_lotor","Mammal","Procyonide","No","Yes","No","Others"
"529","Propithecus_coquereli","F",1231.1,27,"Propithecus_coquereli","Mammal","Primate","No","No","No","Primate"
"530","Propithecus_coquereli","M",1230.1,44,"Propithecus_coquereli","Mammal","Primate","No","No","No","Primate"
"531","Propithecus_coquereli","Not mentioned",1328.3,49,"Propithecus_coquereli","Mammal","Primate","No","No","No","Primate"
"532","Propithecus_verreauxi","F",1302.5,52,"Propithecus_verreauxi","Mammal","Primate","No","No","No","Primate"
"533","Propithecus_verreauxi","M",1249.2,32,"Propithecus_verreauxi","Mammal","Primate","No","No","No","Primate"
"534","Propithecus_verreauxi","Not mentioned",1314.6,33,"Propithecus_verreauxi","Mammal","Primate","No","No","No","Primate"
"535","Psittacus_erithacus","F",1290.8,43,"Psittacus_erithacus","Bird","Bird(notRaptor)","No","No","No","Others"
"536","Psittacus_erithacus","M",1279.7,28,"Psittacus_erithacus","Bird","Bird(notRaptor)","No","No","No","Others"
"537","Psittacus_erithacus","Not mentioned",1459.6,88,"Psittacus_erithacus","Bird","Bird(notRaptor)","No","No","No","Others"
"538","Pteropus_conspicillatus","F",1430.5,83,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No","Others"
"539","Pteropus_conspicillatus","M",1381.8,104,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No","Others"
"540","Pteropus_conspicillatus","Not mentioned",1422.6,97,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No","Others"
"541","Puma_concolor","F",1695.9,180,"Puma_concolor","Mammal","Felidae","Yes","No","Yes","Felidae"
"542","Puma_concolor","M",1729.2,182,"Puma_concolor","Mammal","Felidae","Yes","No","Yes","Felidae"
"543","Puma_concolor","Not mentioned",1746.4,205,"Puma_concolor","Mammal","Felidae","Yes","No","Yes","Felidae"
"544","Python_bivittatus","F",1811.4,199,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"545","Python_bivittatus","M",1795.2,208,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"546","Python_bivittatus","Not mentioned",1737.1,199,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"547","Python_regius","F",1814.3,201,"Python_regius","Squamata","Snake","No","Yes","No","Snake"
"548","Python_regius","M",1801.9,187,"Python_regius","Squamata","Snake","No","Yes","No","Snake"
"549","Python_regius","Not mentioned",1659.9,180,"Python_regius","Squamata","Snake","No","Yes","No","Snake"
"550","Rattus_norvegicus","F",1356.3,69,"Rattus_norvegicus","Mammal","Rodent","No","No","No","Others"
"551","Rattus_norvegicus","M",1381.7,30,"Rattus_norvegicus","Mammal","Rodent","No","No","No","Others"
"552","Rattus_norvegicus","Not mentioned",1316.6,31,"Rattus_norvegicus","Mammal","Rodent","No","No","No","Others"
"553","Rhinopithecus_roxellana","F",1288.2,55,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No","Primate"
"554","Rhinopithecus_roxellana","M",1283.1,35,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No","Primate"
"555","Rhinopithecus_roxellana","Not mentioned",1390.9,36,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No","Primate"
"556","Rhyticeros_cassidix","F",1403.5,93,"Rhyticeros_cassidix","Bird","Bird(notRaptor)","No","No","No","Others"
"557","Rhyticeros_cassidix","M",1422.1,82,"Rhyticeros_cassidix","Bird","Bird(notRaptor)","No","No","No","Others"
"558","Rhyticeros_cassidix","Not mentioned",1344.4,57,"Rhyticeros_cassidix","Bird","Bird(notRaptor)","No","No","No","Others"
"559","Romalea_microptera","F",1461.2,100,"Romalea_microptera","Insect","Orthoptere","No","No","No","Others"
"560","Romalea_microptera","M",1398.9,105,"Romalea_microptera","Insect","Orthoptere","No","No","No","Others"
"561","Romalea_microptera","Not mentioned",1449.9,82,"Romalea_microptera","Insect","Orthoptere","No","No","No","Others"
"562","Saiga_tatarica","F",1465.3,72,"Saiga_tatarica","Mammal","Ungulate","No","No","No","Others"
"563","Saiga_tatarica","M",1447.1,83,"Saiga_tatarica","Mammal","Ungulate","No","No","No","Others"
"564","Saiga_tatarica","Not mentioned",1478.4,125,"Saiga_tatarica","Mammal","Ungulate","No","No","No","Others"
"565","Sarcophilus_harrisii","F",1594.4,149,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No","Others"
"566","Sarcophilus_harrisii","M",1585.9,143,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No","Others"
"567","Sarcophilus_harrisii","Not mentioned",1774.6,214,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No","Others"
"568","Spalax","F",1558,134,"Spalax","Mammal","Rodent","No","No","No","Others"
"569","Spalax","M",1521,115,"Spalax","Mammal","Rodent","No","No","No","Others"
"570","Spalax","Not mentioned",1254.7,22,"Spalax","Mammal","Rodent","No","No","No","Others"
"571","Spheniscus_humboldti","F",1197.1,14,"Spheniscus_humboldti","Bird","Bird(notRaptor)","No","Yes","No","Others"
"572","Spheniscus_humboldti","M",1224.4,12,"Spheniscus_humboldti","Bird","Bird(notRaptor)","No","Yes","No","Others"
"573","Spheniscus_humboldti","Not mentioned",1183.9,3,"Spheniscus_humboldti","Bird","Bird(notRaptor)","No","Yes","No","Others"
"574","Stephanoaetus_coronatus","F",1465.3,96,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No","Raptor"
"575","Stephanoaetus_coronatus","M",1464.7,116,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No","Raptor"
"576","Stephanoaetus_coronatus","Not mentioned",1575.3,122,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No","Raptor"
"577","Strophurus","F",1503,109,"Strophurus_","Squamata","Lizard","No","Yes","No","Others"
"578","Strophurus","M",1445.5,100,"Strophurus_","Squamata","Lizard","No","Yes","No","Others"
"579","Strophurus","Not mentioned",1308.1,32,"Strophurus_","Squamata","Lizard","No","Yes","No","Others"
"580","Struthio_camelus","F",1638.8,155,"Struthio_camelus","Bird","Bird(notRaptor)","No","No","No","Others"
"581","Struthio_camelus","M",1596.2,145,"Struthio_camelus","Bird","Bird(notRaptor)","No","No","No","Others"
"582","Struthio_camelus","Not mentioned",1631.2,162,"Struthio_camelus","Bird","Bird(notRaptor)","No","No","No","Others"
"583","Sula_nebouxii","F",1528.4,103,"Sula_nebouxii","Bird","Bird(notRaptor)","No","Yes","No","Others"
"584","Sula_nebouxii","M",1393.2,64,"Sula_nebouxii","Bird","Bird(notRaptor)","No","Yes","No","Others"
"585","Sula_nebouxii","Not mentioned",1445.7,94,"Sula_nebouxii","Bird","Bird(notRaptor)","No","Yes","No","Others"
"586","Sula_sula","F",1470.5,105,"Sula_sula","Bird","Bird(notRaptor)","No","Yes","No","Others"
"587","Sula_sula","M",1462.4,103,"Sula_sula","Bird","Bird(notRaptor)","No","Yes","No","Others"
"588","Sula_sula","Not mentioned",1482.4,114,"Sula_sula","Bird","Bird(notRaptor)","No","Yes","No","Others"
"589","Suricata_suricatta","F",1313.2,47,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No","Others"
"590","Suricata_suricatta","M",1278.1,50,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No","Others"
"591","Suricata_suricatta","Not mentioned",1324.9,39,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No","Others"
"592","Sus_scrofa","F",1618.5,156,"Sus_scrofa","Mammal","Ungulate","No","No","Yes","Others"
"593","Sus_scrofa","M",1570.6,148,"Sus_scrofa","Mammal","Ungulate","No","No","Yes","Others"
"594","Sus_scrofa","Not mentioned",1543.6,139,"Sus_scrofa","Mammal","Ungulate","No","No","Yes","Others"
"595","Tapirus_indicus","F",1407.3,56,"Tapirus_indicus","Mammal","Ungulate","No","No","No","Others"
"596","Tapirus_indicus","M",1364.6,76,"Tapirus_indicus","Mammal","Ungulate","No","No","No","Others"
"597","Tapirus_indicus","Not mentioned",1486,81,"Tapirus_indicus","Mammal","Ungulate","No","No","No","Others"
"598","Taricha_torosa","F",1470.1,92,"Taricha_torosa","Squamata","Amphibia","No","Yes","No","Others"
"599","Taricha_torosa","M",1475.1,93,"Taricha_torosa","Squamata","Amphibia","No","Yes","No","Others"
"600","Taricha_torosa","Not mentioned",1486.8,108,"Taricha_torosa","Squamata","Amphibia","No","Yes","No","Others"
"601","Tauraco_leucotis","F",1165.6,6,"Tauraco_leucotis","Bird","Bird(notRaptor)","No","No","No","Others"
"602","Tauraco_leucotis","M",1122.1,4,"Tauraco_leucotis","Bird","Bird(notRaptor)","No","No","No","Others"
"603","Tauraco_leucotis","Not mentioned",1255.6,9,"Tauraco_leucotis","Bird","Bird(notRaptor)","No","No","No","Others"
"604","Testudo_hermanni","F",1165.1,15,"Testudo_hermanni","Squamata","Tortoise","No","No","No","Others"
"605","Testudo_hermanni","M",1133.3,9,"Testudo_hermanni","Squamata","Tortoise","No","No","No","Others"
"606","Testudo_hermanni","Not mentioned",1330.1,28,"Testudo_hermanni","Squamata","Tortoise","No","No","No","Others"
"607","Thalassarche_cauta","F",1478.5,104,"Thalassarche_cauta","Bird","Bird(notRaptor)","No","No","No","Others"
"608","Thalassarche_cauta","M",1489.5,97,"Thalassarche_cauta","Bird","Bird(notRaptor)","No","No","No","Others"
"609","Thalassarche_cauta","Not mentioned",1556.5,138,"Thalassarche_cauta","Bird","Bird(notRaptor)","No","No","No","Others"
"610","Theropithecus_gelada","F",1690,189,"Theropithecus_gelada","Mammal","Primate","No","No","No","Primate"
"611","Theropithecus_gelada","M",1691.3,197,"Theropithecus_gelada","Mammal","Primate","No","No","No","Primate"
"612","Theropithecus_gelada","Not mentioned",1638.6,164,"Theropithecus_gelada","Mammal","Primate","No","No","No","Primate"
"613","Thomisus_onustus","F",1747,178,"Thomisus_onustus","Spider","Spider","No","Yes","No","Spider"
"614","Thomisus_onustus","M",1704.5,172,"Thomisus_onustus","Spider","Spider","No","Yes","No","Spider"
"615","Thomisus_onustus","Not mentioned",1717.6,197,"Thomisus_onustus","Spider","Spider","No","Yes","No","Spider"
"616","Tockus_flavirostris","F",1556.4,124,"Tockus_flavirostris","Bird","Bird(notRaptor)","No","No","No","Others"
"617","Tockus_flavirostris","M",1490.4,90,"Tockus_flavirostris","Bird","Bird(notRaptor)","No","No","No","Others"
"618","Tockus_flavirostris","Not mentioned",1424.7,115,"Tockus_flavirostris","Bird","Bird(notRaptor)","No","No","No","Others"
"619","Trichosurus_vulpecula","F",1438,74,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No","Others"
"620","Trichosurus_vulpecula","M",1419.3,126,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No","Others"
"621","Trichosurus_vulpecula","Not mentioned",1471.4,96,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No","Others"
"622","Ursus_arctos_horribilis","F",1758.2,185,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes","Ursus"
"623","Ursus_arctos_horribilis","M",1798.3,186,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes","Ursus"
"624","Ursus_arctos_horribilis","Not mentioned",1768.7,196,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes","Ursus"
"625","Ursus_maritimus","F",1699.2,169,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes","Ursus"
"626","Ursus_maritimus","M",1835.4,181,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes","Ursus"
"627","Ursus_maritimus","Not mentioned",1716.1,195,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes","Ursus"
"628","Ursus_thibetanus","F",1730.1,188,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes","Ursus"
"629","Ursus_thibetanus","M",1703.2,183,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes","Ursus"
"630","Ursus_thibetanus","Not mentioned",1697.7,191,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes","Ursus"
"631","Varecia_rubra","F",1388.5,78,"Varecia_rubra","Mammal","Primate","No","No","No","Primate"
"632","Varecia_rubra","M",1443.6,87,"Varecia_rubra","Mammal","Primate","No","No","No","Primate"
"633","Varecia_rubra","Not mentioned",1550.4,136,"Varecia_rubra","Mammal","Primate","No","No","No","Primate"
"634","Varecia_variegata","F",1338.7,62,"Varecia_variegata","Mammal","Primate","No","No","No","Primate"
"635","Varecia_variegata","M",1320.5,46,"Varecia_variegata","Mammal","Primate","No","No","No","Primate"
"636","Varecia_variegata","Not mentioned",1425.5,77,"Varecia_variegata","Mammal","Primate","No","No","No","Primate"
"637","Vespula_germanica","F",1693.4,163,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes","Others"
"638","Vespula_germanica","M",1660.4,168,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes","Others"
"639","Vespula_germanica","Not mentioned",1607.2,166,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes","Others"
"640","Vicugna_pacos","F",1334.5,40,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"641","Vicugna_pacos","M",1319.9,25,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"642","Vicugna_pacos","Not mentioned",1198.3,10,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"643","Vicugna_pacos2","F",1277.3,53,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"644","Vicugna_pacos2","M",1332.6,61,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"645","Vicugna_pacos2","Not mentioned",1449.5,85,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"646","Vicugna_vicugna","F",1180.2,18,"Vicugna_vicugna","Mammal","Ungulate","No","No","No","Others"
"647","Vicugna_vicugna","M",1200.9,15,"Vicugna_vicugna","Mammal","Ungulate","No","No","No","Others"
"648","Vicugna_vicugna","Not mentioned",1416.2,66,"Vicugna_vicugna","Mammal","Ungulate","No","No","No","Others"
"649","Vipera_ammodytes","F",1865.2,219,"Vipera_ammodytes","Squamata","Snake","No","Yes","Yes","Snake"
"650","Vipera_ammodytes","M",1879,217,"Vipera_ammodytes","Squamata","Snake","No","Yes","Yes","Snake"
"651","Vipera_ammodytes","Not mentioned",1880.5,221,"Vipera_ammodytes","Squamata","Snake","No","Yes","Yes","Snake"
"652","Vipera_aspis","F",1844.6,206,"Vipera_aspis","Squamata","Snake","No","Yes","Yes","Snake"
"653","Vipera_aspis","M",1785.8,196,"Vipera_aspis","Squamata","Snake","No","Yes","Yes","Snake"
"654","Vipera_aspis","Not mentioned",1882.2,220,"Vipera_aspis","Squamata","Snake","No","Yes","Yes","Snake"
"655","Vulpes_zerda","F",1271.9,33,"Vulpes_zerda","Mammal","Canidae","No","Yes","No","Canidae"
"656","Vulpes_zerda","M",1338.5,65,"Vulpes_zerda","Mammal","Canidae","No","Yes","No","Canidae"
"657","Vulpes_zerda","Not mentioned",1255.3,19,"Vulpes_zerda","Mammal","Canidae","No","Yes","No","Canidae"
"658","Zamenis_longissimus","F",1795.2,203,"Zamenis_longissimus","Squamata","Snake","No","Yes","No","Snake"
"659","Zamenis_longissimus","M",1710.7,178,"Zamenis_longissimus","Squamata","Snake","No","Yes","No","Snake"
"660","Zamenis_longissimus","Not mentioned",1647.4,169,"Zamenis_longissimus","Squamata","Snake","No","Yes","No","Snake"
"661","Zoropsis_spinimana","F",1763.5,194,"Zoropsis_spinimana","Spider","Spider","No","Yes","No","Spider"
"662","Zoropsis_spinimana","M",1791.6,205,"Zoropsis_spinimana","Spider","Spider","No","Yes","No","Spider"
"663","Zoropsis_spinimana","Not mentioned",1487.5,127,"Zoropsis_spinimana","Spider","Spider","No","Yes","No","Spider"
