"","Name","Sex","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous","Interet"
"231","Giraffa_camelopardalis_reticulata","Not mentioned",1381.1,55,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No","Others"
"232","Gorilla_Gorilla_Beringei","F",1586,176,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes","Primate"
"233","Gorilla_Gorilla_Beringei","M",1599.7,173,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes","Primate"
"234","Gorilla_Gorilla_Beringei","Not mentioned",1618.7,161,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes","Primate"
"235","Gorilla_gorilla_gorilla","F",1663.4,160,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes","Primate"
"236","Gorilla_gorilla_gorilla","M",1712.5,175,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes","Primate"
"237","Gorilla_gorilla_gorilla","Not mentioned",1486.7,99,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes","Primate"
"238","Gulo_gulo","F",1489.4,136,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"239","Gulo_gulo","M",1560.4,147,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"240","Gulo_gulo","Not mentioned",1574.1,145,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"241","Gulo_gulo2","F",1555.8,120,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"242","Gulo_gulo2","M",1648.7,171,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"243","Gulo_gulo2","Not mentioned",1456.3,89,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"244","Gymnogyps_californianus","F",1705.5,157,"Gymnogyps_californianus","Bird","Raptor","No","No","No","Raptor"
"245","Gymnogyps_californianus","M",1654.9,150,"Gymnogyps_californianus","Bird","Raptor","No","No","No","Raptor"
"246","Gymnogyps_californianus","Not mentioned",1543.5,135,"Gymnogyps_californianus","Bird","Raptor","No","No","No","Raptor"
"247","Gypaetus_barbatus","F",1499.3,116,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"248","Gypaetus_barbatus","M",1488.4,72,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"249","Gypaetus_barbatus","Not mentioned",1413.2,63,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"250","Gypaetus_barbatus2","F",1525.1,123,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"251","Gypaetus_barbatus2","M",1472.8,74,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"252","Gypaetus_barbatus2","Not mentioned",1644.5,176,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"253","Gyps_rueppelli","F",1550.8,137,"Gyps_rueppelli","Bird","Raptor","No","No","No","Raptor"
"254","Gyps_rueppelli","M",1574.2,128,"Gyps_rueppelli","Bird","Raptor","No","No","No","Raptor"
"255","Gyps_rueppelli","Not mentioned",1574.8,141,"Gyps_rueppelli","Bird","Raptor","No","No","No","Raptor"
"256","Haematopus_ater","F",1291.4,30,"Haematopus_ater","Bird","Bird(notRaptor)","No","Yes","No","Others"
"257","Haematopus_ater","M",1235.1,20,"Haematopus_ater","Bird","Bird(notRaptor)","No","Yes","No","Others"
"258","Haematopus_ater","Not mentioned",1424.4,80,"Haematopus_ater","Bird","Bird(notRaptor)","No","Yes","No","Others"
"259","Harpia_Harpyja","F",1426.5,73,"Harpia_Harpyja","Bird","Raptor","Yes","No","No","Raptor"
"260","Harpia_Harpyja","M",1432.2,108,"Harpia_Harpyja","Bird","Raptor","Yes","No","No","Raptor"
"261","Harpia_Harpyja","Not mentioned",1329.5,38,"Harpia_Harpyja","Bird","Raptor","Yes","No","No","Raptor"
"262","Helarctos_malayanus","F",1717.4,193,"Helarctos_malayanus","Mammal","Ursus","No","No","No","Ursus"
"263","Helarctos_malayanus","M",1680.6,164,"Helarctos_malayanus","Mammal","Ursus","No","No","No","Ursus"
"264","Helarctos_malayanus","Not mentioned",1674.7,183,"Helarctos_malayanus","Mammal","Ursus","No","No","No","Ursus"
"265","Hemicentetes_semispinosus","F",1543.2,111,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No","Others"
"266","Hemicentetes_semispinosus","M",1464,92,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No","Others"
"267","Hemicentetes_semispinosus","Not mentioned",1468.6,101,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No","Others"
"268","Heterocephalus_glaber","F",1694.7,168,"Heterocephalus_glaber","Mammal","Rodent","No","No","No","Others"
"269","Heterocephalus_glaber","M",1641.9,155,"Heterocephalus_glaber","Mammal","Rodent","No","No","No","Others"
"270","Heterocephalus_glaber","Not mentioned",1576,143,"Heterocephalus_glaber","Mammal","Rodent","No","No","No","Others"
"271","Hippopotamus_amphibius","F",1756.2,170,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes","Others"
"272","Hippopotamus_amphibius","M",1809.3,184,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes","Others"
"273","Hippopotamus_amphibius","Not mentioned",1634,159,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes","Others"
"274","Hyaena_hyaena","F",1704.8,173,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"275","Hyaena_hyaena","M",1747.3,185,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"276","Hyaena_hyaena","Not mentioned",1620.2,158,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"277","Hyles_euphorbiae","F",1570.7,131,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No","Others"
"278","Hyles_euphorbiae","M",1493.3,86,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No","Others"
"279","Hyles_euphorbiae","Not mentioned",1377.8,67,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No","Others"
"280","Hylobates_agilis","F",1324.5,82,"Hylobates_agilis","Mammal","Primate","No","No","No","Primate"
"281","Hylobates_agilis","M",1253.7,45,"Hylobates_agilis","Mammal","Primate","No","No","No","Primate"
"282","Hylobates_agilis","Not mentioned",1382.1,60,"Hylobates_agilis","Mammal","Primate","No","No","No","Primate"
"283","Hypsignathus_monstrosus","F",1558.7,147,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No","Others"
"284","Hypsignathus_monstrosus","M",1614.9,157,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No","Others"
"285","Hypsignathus_monstrosus","Not mentioned",1554.5,140,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No","Others"
"286","Iguana_iguana","F",1668.3,143,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"287","Iguana_iguana","M",1559.8,156,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"288","Iguana_iguana","Not mentioned",1423.2,69,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"289","Iguana_iguana2","F",1529.7,140,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"290","Iguana_iguana2","M",1570.4,136,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"291","Iguana_iguana2","Not mentioned",1470.5,105,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"292","Incilius_alvarius","F",1440.2,107,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"293","Incilius_alvarius","M",1447.6,73,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"294","Incilius_alvarius","Not mentioned",1337.9,47,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"295","Incilius_alvarius2","F",1487.9,84,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"296","Incilius_alvarius2","M",1466.1,101,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"297","Incilius_alvarius2","Not mentioned",1512.1,132,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"298","Intellagama_lesueurii","F",1559.8,154,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No","Others"
"299","Intellagama_lesueurii","M",1505.5,117,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No","Others"
"300","Intellagama_lesueurii","Not mentioned",1558.2,148,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No","Others"
"301","Laticauda_laticaudata","F",1845.5,205,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No","Snake"
"302","Laticauda_laticaudata","M",1776.9,202,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No","Snake"
"303","Laticauda_laticaudata","Not mentioned",1680,187,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No","Snake"
"304","Laticauda_saintgironsi","F",1850.2,211,"Laticauda_saintgironsi","Squamata","Snake","No","Yes","No","Snake"
"305","Laticauda_saintgironsi","M",1778.9,211,"Laticauda_saintgironsi","Squamata","Snake","No","Yes","No","Snake"
"306","Laticauda_saintgironsi","Not mentioned",1621.2,157,"Laticauda_saintgironsi","Squamata","Snake","No","Yes","No","Snake"
"307","Lemur_catta","F",1284.8,23,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"308","Lemur_catta","M",1271.4,27,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"309","Lemur_catta","Not mentioned",1312.8,34,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"310","Lemur_catta2","F",1352.4,32,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"311","Lemur_catta2","M",1291.4,29,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"312","Lemur_catta2","Not mentioned",1473.2,112,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"313","Leopardus_wiedii","F",1418.3,87,"Leopardus_wiedii","Mammal","Felidae","No","No","No","Felidae"
"314","Leopardus_wiedii","M",1448.2,68,"Leopardus_wiedii","Mammal","Felidae","No","No","No","Felidae"
"315","Leopardus_wiedii","Not mentioned",1575.7,134,"Leopardus_wiedii","Mammal","Felidae","No","No","No","Felidae"
"316","Leptailurus_serval","F",1396.3,81,"Leptailurus_serval","Mammal","Felidae","No","Yes","No","Felidae"
"317","Leptailurus_serval","M",1429,88,"Leptailurus_serval","Mammal","Felidae","No","Yes","No","Felidae"
"318","Leptailurus_serval","Not mentioned",1408.6,61,"Leptailurus_serval","Mammal","Felidae","No","Yes","No","Felidae"
"319","Leptoptilos_crumenifer","F",1568.3,144,"Leptoptilos_crumenifer","Bird","Bird(notRaptor)","No","No","No","Others"
"320","Leptoptilos_crumenifer","M",1514.7,109,"Leptoptilos_crumenifer","Bird","Bird(notRaptor)","No","No","No","Others"
"321","Leptoptilos_crumenifer","Not mentioned",1480.5,93,"Leptoptilos_crumenifer","Bird","Bird(notRaptor)","No","No","No","Others"
"322","Libellula_quadrimaculata","F",1545,142,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No","Others"
"323","Libellula_quadrimaculata","M",1493.6,94,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No","Others"
"324","Libellula_quadrimaculata","Not mentioned",1605.1,142,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No","Others"
"325","Litoria_infrafrenata","F",1262.5,24,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No","Others"
"326","Litoria_infrafrenata","M",1352.3,38,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No","Others"
"327","Litoria_infrafrenata","Not mentioned",1450.5,71,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No","Others"
"328","Loris_tardigradus","F",1207,20,"Loris_tardigradus","Mammal","Primate","No","No","No","Primate"
"329","Loris_tardigradus","M",1154.6,8,"Loris_tardigradus","Mammal","Primate","No","No","No","Primate"
"330","Loris_tardigradus","Not mentioned",1276,15,"Loris_tardigradus","Mammal","Primate","No","No","No","Primate"
"331","Loxodonta_africana","F",1496.1,112,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes","Others"
"332","Loxodonta_africana","M",1602.1,146,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes","Others"
"333","Loxodonta_africana","Not mentioned",1527.4,131,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes","Others"
"334","Lycaon_pictus","F",1635.8,177,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"335","Lycaon_pictus","M",1678.2,180,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"336","Lycaon_pictus","Not mentioned",1665.3,177,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"337","Lycaon_pictus2","F",1654.8,153,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"338","Lycaon_pictus2","M",1710,176,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"339","Lycaon_pictus2","Not mentioned",1702.8,190,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"340","Lynx_rufus","F",1532.1,159,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"341","Lynx_rufus","M",1638.5,159,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"342","Lynx_rufus","Not mentioned",1720.5,206,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"343","Lynx_rufus2","F",1552.3,146,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"344","Lynx_rufus2","M",1613,140,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"345","Lynx_rufus2","Not mentioned",1579.4,144,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"346","Macaca_fuscata","F",1496.3,128,"Macaca_fuscata","Mammal","Primate","No","Yes","No","Primate"
"347","Macaca_fuscata","M",1567.6,134,"Macaca_fuscata","Mammal","Primate","No","Yes","No","Primate"
"348","Macaca_fuscata","Not mentioned",1558.6,123,"Macaca_fuscata","Mammal","Primate","No","Yes","No","Primate"
"349","Macaca_silenus","F",1494.1,114,"Macaca_silenus","Mammal","Primate","No","Yes","No","Primate"
"350","Macaca_silenus","M",1505.7,119,"Macaca_silenus","Mammal","Primate","No","Yes","No","Primate"
"351","Macaca_silenus","Not mentioned",1478.4,111,"Macaca_silenus","Mammal","Primate","No","Yes","No","Primate"
"352","Macronectes_halli","F",1523.6,138,"Macronectes_halli","Bird","Bird(notRaptor)","No","No","No","Others"
"353","Macronectes_halli","M",1493.9,123,"Macronectes_halli","Bird","Bird(notRaptor)","No","No","No","Others"
"354","Macronectes_halli","Not mentioned",1606.2,147,"Macronectes_halli","Bird","Bird(notRaptor)","No","No","No","Others"
"355","Macropus_rufogriseus","F",1361.4,46,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No","Others"
"356","Macropus_rufogriseus","M",1403.5,70,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No","Others"
"357","Macropus_rufogriseus","Not mentioned",1400.7,75,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No","Others"
"358","Malayopython_reticulatus","F",1854.8,215,"Malayopython_reticulatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"359","Malayopython_reticulatus","M",1842.2,213,"Malayopython_reticulatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"360","Malayopython_reticulatus","Not mentioned",1750.2,211,"Malayopython_reticulatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"361","Malpolon_monspessulanus","F",1845.6,197,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No","Snake"
"362","Malpolon_monspessulanus","M",1737.2,188,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No","Snake"
"363","Malpolon_monspessulanus","Not mentioned",1616.5,175,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No","Snake"
"364","Mandrillus_sphinx","F",1695.4,167,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"365","Mandrillus_sphinx","M",1595.7,169,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"366","Mandrillus_sphinx","Not mentioned",1806.4,216,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"367","Mandrillus_sphinx2","F",1614.8,141,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"368","Mandrillus_sphinx2","M",1587.8,158,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"369","Mandrillus_sphinx2","Not mentioned",1554.8,116,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"370","Miopithecus_ogouensis","F",1382.9,80,"Miopithecus_ogouensis","Mammal","Primate","No","No","No","Primate"
"371","Miopithecus_ogouensis","M",1452.3,81,"Miopithecus_ogouensis","Mammal","Primate","No","No","No","Primate"
"372","Miopithecus_ogouensis","Not mentioned",1471.1,90,"Miopithecus_ogouensis","Mammal","Primate","No","No","No","Primate"
"373","Morelia_spilota","F",1838.3,213,"Morelia_spilota","Squamata","Snake","No","Yes","No","Snake"
"374","Morelia_spilota","M",1777,191,"Morelia_spilota","Squamata","Snake","No","Yes","No","Snake"
"375","Morelia_spilota","Not mentioned",1627.9,186,"Morelia_spilota","Squamata","Snake","No","Yes","No","Snake"
"376","Mungos_mungo","F",1530.7,95,"Mungos_mungo","Mammal","Mongoose","No","Yes","No","Others"
"377","Mungos_mungo","M",1515.3,130,"Mungos_mungo","Mammal","Mongoose","No","Yes","No","Others"
"378","Mungos_mungo","Not mentioned",1565.5,149,"Mungos_mungo","Mammal","Mongoose","No","Yes","No","Others"
"379","Muscardinus_avellanarius","F",1160.9,9,"Muscardinus_avellanarius","Mammal","Rodent","No","No","No","Others"
"380","Muscardinus_avellanarius","M",1194.7,7,"Muscardinus_avellanarius","Mammal","Rodent","No","No","No","Others"
"381","Muscardinus_avellanarius","Not mentioned",1226.3,16,"Muscardinus_avellanarius","Mammal","Rodent","No","No","No","Others"
"382","Mygale","F",1836,214,"Mygale","Spider","Spider","No","Yes","No","Spider"
"383","Mygale","M",1805.7,204,"Mygale","Spider","Spider","No","Yes","No","Spider"
"384","Mygale","Not mentioned",1715.6,212,"Mygale","Spider","Spider","No","Yes","No","Spider"
"385","Myocastor_coypus","F",1297.8,37,"Myocastor_coypus","Mammal","Rodent","No","No","No","Others"
"386","Myocastor_coypus","M",1311,37,"Myocastor_coypus","Mammal","Rodent","No","No","No","Others"
"387","Myocastor_coypus","Not mentioned",1191.5,13,"Myocastor_coypus","Mammal","Rodent","No","No","No","Others"
"388","Naja_naja","F",1912.3,212,"Naja_naja","Squamata","Snake","No","Yes","Yes","Snake"
"389","Naja_naja","M",1935.1,219,"Naja_naja","Squamata","Snake","No","Yes","Yes","Snake"
"390","Naja_naja","Not mentioned",1722.4,202,"Naja_naja","Squamata","Snake","No","Yes","Yes","Snake"
"391","Nasua_narica","F",1460.3,76,"Nasua_narica","Mammal","Procyonide","No","No","No","Others"
"392","Nasua_narica","M",1351.1,95,"Nasua_narica","Mammal","Procyonide","No","No","No","Others"
"393","Nasua_narica","Not mentioned",1643.6,174,"Nasua_narica","Mammal","Procyonide","No","No","No","Others"
"394","Nasua_nasua","F",1363.2,59,"Nasua_nasua","Mammal","Procyonide","No","No","No","Others"
"395","Nasua_nasua","M",1386.1,57,"Nasua_nasua","Mammal","Procyonide","No","No","No","Others"
"396","Nasua_nasua","Not mentioned",1404.1,86,"Nasua_nasua","Mammal","Procyonide","No","No","No","Others"
"397","Necrosyrtes_monachus","F",1536.8,115,"Necrosyrtes_monachus","Bird","Raptor","No","No","No","Raptor"
"398","Necrosyrtes_monachus","M",1580.3,153,"Necrosyrtes_monachus","Bird","Raptor","No","No","No","Raptor"
"399","Necrosyrtes_monachus","Not mentioned",1385.4,58,"Necrosyrtes_monachus","Bird","Raptor","No","No","No","Raptor"
"400","Neofelis_nebulosa","F",1641,152,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes","Felidae"
"401","Neofelis_nebulosa","M",1634.3,162,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes","Felidae"
"402","Neofelis_nebulosa","Not mentioned",1628.6,155,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes","Felidae"
"403","Nestor_meridionalis","F",1302.9,41,"Nestor_meridionalis","Bird","Bird(notRaptor)","No","No","No","Others"
"404","Nestor_meridionalis","M",1335.9,63,"Nestor_meridionalis","Bird","Bird(notRaptor)","No","No","No","Others"
"405","Nestor_meridionalis","Not mentioned",1358.6,48,"Nestor_meridionalis","Bird","Bird(notRaptor)","No","No","No","Others"
"406","Notechis_scutatus","F",1868.8,216,"Notechis_scutatus","Squamata","Snake","No","Yes","Yes","Snake"
"407","Notechis_scutatus","M",1862.9,193,"Notechis_scutatus","Squamata","Snake","No","Yes","Yes","Snake"
"408","Notechis_scutatus","Not mentioned",1758.2,209,"Notechis_scutatus","Squamata","Snake","No","Yes","Yes","Snake"
"409","Numida_meleagris","F",1546.2,122,"Numida_meleagris","Bird","Bird(notRaptor)","No","No","No","Others"
"410","Numida_meleagris","M",1479.9,131,"Numida_meleagris","Bird","Bird(notRaptor)","No","No","No","Others"
"411","Numida_meleagris","Not mentioned",1576.6,154,"Numida_meleagris","Bird","Bird(notRaptor)","No","No","No","Others"
"412","Nyctereutes_procyonoides","F",1375.9,64,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No","Canidae"
"413","Nyctereutes_procyonoides","M",1313.5,75,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No","Canidae"
"414","Nyctereutes_procyonoides","Not mentioned",1458.8,92,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No","Canidae"
"415","Odonata","F",1486.7,127,"Odonata","Insect","Odonata","No","Yes","No","Others"
"416","Odonata","M",1499.5,120,"Odonata","Insect","Odonata","No","Yes","No","Others"
"417","Odonata","Not mentioned",1458.3,120,"Odonata","Insect","Odonata","No","Yes","No","Others"
"418","Odonata2","F",1583.6,110,"Odonata","Insect","Odonata","No","Yes","No","Others"
"419","Odonata2","M",1446.7,114,"Odonata","Insect","Odonata","No","Yes","No","Others"
"420","Odonata2","Not mentioned",1358.6,53,"Odonata","Insect","Odonata","No","Yes","No","Others"
"421","Oryctolagus_cuniculus","F",1000.5,3,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No","Others"
"422","Oryctolagus_cuniculus","M",1074.9,6,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No","Others"
"423","Oryctolagus_cuniculus","Not mentioned",1152.6,5,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No","Others"
"424","Oryctolagus_cuniculus2","F",902.2,1,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No","Others"
"425","Oryctolagus_cuniculus2","M",902.5,2,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No","Others"
"426","Oryctolagus_cuniculus2","Not mentioned",1234.3,20,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No","Others"
"427","Otocolobus_manul","F",1471.7,101,"Otocolobus_manul","Mammal","Felidae","No","Yes","No","Felidae"
"428","Otocolobus_manul","M",1529.7,110,"Otocolobus_manul","Mammal","Felidae","No","Yes","No","Felidae"
"429","Otocolobus_manul","Not mentioned",1443.1,102,"Otocolobus_manul","Mammal","Felidae","No","Yes","No","Felidae"
"430","Pamphagidae","F",1494.3,121,"Pamphagidae","Insect","Orthoptere","No","No","No","Others"
"431","Pamphagidae","M",1428.8,91,"Pamphagidae","Insect","Orthoptere","No","No","No","Others"
"432","Pamphagidae","Not mentioned",1396.5,65,"Pamphagidae","Insect","Orthoptere","No","No","No","Others"
"433","Pan_paniscus","F",1473.5,97,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"434","Pan_paniscus","M",1457,99,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"435","Pan_paniscus","Not mentioned",1462.9,103,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"436","Pan_paniscus2","F",1473,89,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"437","Pan_paniscus2","M",1468.5,122,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"438","Pan_paniscus2","Not mentioned",1690.6,179,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"439","Pan_paniscus3","F",1444.6,91,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"440","Pan_paniscus3","M",1442,102,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"441","Pan_paniscus3","Not mentioned",1484.3,117,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"442","Pan_paniscus4","F",1442.9,79,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"443","Pan_paniscus4","M",1445.8,84,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"444","Pan_paniscus4","Not mentioned",1424.2,79,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"445","Pan_troglodytes","F",1542.9,145,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"446","Pan_troglodytes","M",1521.1,152,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"447","Pan_troglodytes","Not mentioned",1605.4,153,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"448","Pan_troglodytes2","F",1384.5,60,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"449","Pan_troglodytes2","M",1389.8,56,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"450","Pan_troglodytes2","Not mentioned",1510.9,95,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"451","Panthera_leo","F",1753.2,171,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"452","Panthera_leo","M",1805.2,192,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"453","Panthera_leo","Not mentioned",1624,171,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"454","Panthera_leo2","F",1697.4,174,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"455","Panthera_leo2","M",1788.5,189,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"456","Panthera_leo2","Not mentioned",1728,200,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"457","Panthera_leo3","F",1746.3,187,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"458","Panthera_leo3","M",1815.1,198,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"459","Panthera_leo3","Not mentioned",1616.9,160,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"460","Panthera_onca","F",1740.4,190,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"461","Panthera_onca","M",1795.1,206,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"462","Panthera_onca","Not mentioned",1750.8,208,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"463","Panthera_onca_2","F",1685,182,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"464","Panthera_onca_2","M",1741.4,201,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"465","Panthera_onca_2","Not mentioned",1766.9,215,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"466","Panthera_onca3","F",1739,191,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"467","Panthera_onca3","M",1902.4,203,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
