"name","variable","value"
"Cynictis_penicillata","M",106
"Dasypus_novemcinctus","M",54
"Daubentonia_madagascariensis","M",135
"Dendroaspis_angusticeps","M",215
"Desmodus_rotondus","M",121
"Didelphis_virginiana","M",98
"Equus_caballus","M",36
"Eudyptes chrysolophus","M",24
"Eudyptes_chrysocome","M",52
"Eulemur _coronatus","M",49
"Eulemur _coronatus2","M",67
"Euphractus _sexcinctus","M",58
"Evarcha_arcuata","M",165
"Felis_catus","M",66
"Felis_silvestris","M",10
"Geronticus_eremita","M",132
"Giraffa_camelopardalis_reticulata","M",41
"Gorilla_Gorilla_Beringei","M",173
"Gorilla_gorilla_gorilla","M",175
"Gulo_gulo","M",147
"Gulo_gulo2","M",171
"Gymnogyps_californianus","M",150
"Gypaetus_barbatus","M",72
"Gypaetus_barbatus2","M",74
"Gyps_rueppelli","M",128
"Haematopus_ater","M",20
"Harpia_Harpyja","M",108
"Helarctos_malayanus","M",164
"Hemicentetes_semispinosus","M",92
"Heterocephalus_glaber","M",155
"Hippopotamus_amphibius","M",184
"Hyaena_hyaena","M",185
"Hyles_euphorbiae","M",86
"Hylobates_agilis","M",45
"Hypsignathus_monstrosus","M",157
"Iguana_iguana","M",156
"Iguana_iguana2","M",136
"Incilius_alvarius","M",73
"Incilius_alvarius2","M",101
"Intellagama_lesueurii","M",117
"Laticauda_laticaudata","M",202
"Laticauda_saintgironsi","M",211
"Lemur_catta","M",27
"Lemur_catta2","M",29
"Leopardus_wiedii","M",68
"Leptailurus_serval","M",88
"Leptoptilos_crumenifer","M",109
"Libellula_quadrimaculata","M",94
"Litoria_infrafrenata","M",38
"Loris_tardigradus","M",8
"Loxodonta_africana","M",146
"Lycaon_pictus","M",180
"Lycaon_pictus2","M",176
"Lynx_rufus","M",159
"Lynx_rufus2","M",140
"Macaca_fuscata","M",134
"Macaca_silenus","M",119
"Macronectes_halli","M",123
"Macropus_rufogriseus","M",70
"Malayopython_reticulatus","M",213
"Malpolon_monspessulanus","M",188
"Mandrillus_sphinx","M",169
"Mandrillus_sphinx2","M",158
"Miopithecus_ogouensis","M",81
"Morelia_spilota","M",191
"Mungos_mungo","M",130
"Muscardinus_avellanarius","M",7
"Mygale","M",204
"Myocastor_coypus","M",37
"Naja_naja","M",219
"Nasua_narica","M",95
"Nasua_nasua","M",57
"Necrosyrtes_monachus","M",153
"Neofelis_nebulosa","M",162
"Nestor_meridionalis","M",63
"Notechis_scutatus","M",193
"Numida_meleagris","M",131
"Nyctereutes_procyonoides","M",75
"Odonata","M",120
"Odonata2","M",114
"Oryctolagus_cuniculus","M",6
"Oryctolagus_cuniculus2","M",2
"Otocolobus_manul","M",110
"Pamphagidae","M",91
"Pan_paniscus","M",99
"Pan_paniscus2","M",122
"Pan_paniscus3","M",102
"Pan_paniscus4","M",84
"Pan_troglodytes","M",152
"Pan_troglodytes2","M",56
"Panthera_leo","M",192
"Panthera_leo2","M",189
"Panthera_leo3","M",198
"Panthera_onca","M",206
"Panthera_onca_2","M",201
"Panthera_onca3","M",203
"Panthera_pardus","M",200
"Panthera_pardus_3","M",210
"Panthera_pardus2","M",174
"Panthera_tigris2","M",216
"Panthera_uncia","M",166
"Papillon","M",111
"Papio_hamadryas","M",170
"Pardofelis_temminckii","M",129
"Petroica_macrocephala","M",1
"Phacochoerus_africanus","M",194
"Phascolarctos_cinereus","M",3
"Phascolarctos_cinereus2","M",5
"Pholcus_phalangioides","M",207
"Pithecia pithecia","M",133
"Pithecia pithecia2","M",113
"Plathyrrhinus_fusciventris","M",124
"Podarcis_muralis","M",138
"Pogona_vitticeps","M",80
"Porphyrio_hochstetteri","M",89
"Procyon_lotor","M",47
"Propithecus_coquereli","M",44
"Propithecus_verreauxi","M",32
"Psittacus_erithacus","M",28
"Pteropus_conspicillatus","M",104
"Puma_concolor","M",182
"Python_bivittatus","M",208
"Python_regius","M",187
"Rattus_norvegicus","M",30
"Rhinopithecus_roxellana","M",35
"Rhyticeros_cassidix","M",82
"Romalea_microptera","M",105
"Saiga_tatarica","M",83
"Sarcophilus_harrisii","M",143
"Spalax","M",115
"Spheniscus_humboldti","M",12
"Stephanoaetus_coronatus","M",116
"Strophurus","M",100
"Struthio_camelus","M",145
"Sula_nebouxii","M",64
"Sula_sula","M",103
"Suricata_suricatta","M",50
"Sus_scrofa","M",148
"Tapirus_indicus","M",76
"Taricha_torosa","M",93
"Tauraco_leucotis","M",4
"Testudo_hermanni","M",9
"Thalassarche_cauta","M",97
"Theropithecus_gelada","M",197
"Thomisus_onustus","M",172
"Tockus_flavirostris","M",90
"Trichosurus_vulpecula","M",126
"Ursus_arctos_horribilis","M",186
"Ursus_maritimus","M",181
"Ursus_thibetanus","M",183
"Varecia_rubra","M",87
"Varecia_variegata","M",46
"Vespula_germanica","M",168
"Vicugna_pacos","M",25
"Vicugna_pacos2","M",61
"Vicugna_vicugna","M",15
"Vipera_ammodytes","M",217
"Vipera_aspis","M",196
"Vulpes_zerda","M",65
"Zamenis_longissimus","M",178
"Zoropsis_spinimana","M",205
"Acinonyx_jubatus","Not mentioned",178
"Acinonyx_jubatus2","Not mentioned",168
"Acryllium_vulturinum","Not mentioned",91
"Aepyceros_melampus","Not mentioned",59
"Aepyceros_melampus2","Not mentioned",62
"Agalychnis_callidryas","Not mentioned",113
"Ailuropoda_melanoleuca","Not mentioned",27
"Ailurops_ursinus","Not mentioned",41
"Ailurus_fulgens","Not mentioned",21
"Alligator_mississippiensis","Not mentioned",218
"Amblyrhynchus_cristatus","Not mentioned",184
"Aonyx_cinereus","Not mentioned",26
"Aonyx_cinereus2","Not mentioned",25
"Aquila_chrysaetos","Not mentioned",78
"Ara_ararauna","Not mentioned",84
"Ara_chloropterus","Not mentioned",11
"Arctocephalus forsteri","Not mentioned",133
"Arctocephalus_forsteri2","Not mentioned",74
"Artibeus_planirostris","Not mentioned",118
"Asio_flammeus","Not mentioned",2
"Ateles_hybridus","Not mentioned",172
"Ateles_paniscus","Not mentioned",23
"Athene_noctua","Not mentioned",7
"Athene_noctua2","Not mentioned",44
"Athene_noctua3","Not mentioned",6
"Balaeniceps_rex","Not mentioned",181
"Bison_bonasus","Not mentioned",193
"Bison_bonasus2","Not mentioned",156
"Boa_constrictor","Not mentioned",170
"Bubo_bubo","Not mentioned",43
"Bubo_bubo2","Not mentioned",18
"Bubo_scandiacus","Not mentioned",46
"Bufonidae","Not mentioned",207
"Buprestidae","Not mentioned",188
"Buteo_galapagoensis","Not mentioned",64
"Cairina_moschata","Not mentioned",104
"Calliphora_vomitoria","Not mentioned",151
"Callithrix_argentata","Not mentioned",130
"Callithrix_penicillata","Not mentioned",50
"Calloselasma rhodostoma","Not mentioned",204
"Canis_lupus","Not mentioned",124
"Canis_lupus_familiaris","Not mentioned",146
"Canis_lupus_familiaris2","Not mentioned",37
"Carlito_syrichta","Not mentioned",110
"Centurio_senex","Not mentioned",119
"Cerdocyon_thous","Not mentioned",40
"Chelonoidis_porteri","Not mentioned",45
"Choloepus_didactylus","Not mentioned",30
"Choloepus_didactylus2","Not mentioned",17
"Choloepus_didactylus3","Not mentioned",68
"Chroicocephalus_scopulinus","Not mentioned",83
"Columba_livia","Not mentioned",52
"Conolophus_pallidus","Not mentioned",163
"Corvus","Not mentioned",54
"Corvus2","Not mentioned",29
"Crocodylus_porosus","Not mentioned",198
"Crocuta_crocuta","Not mentioned",194
"Crotalus_atrox","Not mentioned",201
"Crotalus2","Not mentioned",185
"Cryptoprocto _ferox","Not mentioned",126
"Cynictis_penicillata","Not mentioned",128
"Dasypus_novemcinctus","Not mentioned",14
"Daubentonia_madagascariensis","Not mentioned",109
"Dendroaspis_angusticeps","Not mentioned",203
"Desmodus_rotondus","Not mentioned",106
"Didelphis_virginiana","Not mentioned",152
"Equus_caballus","Not mentioned",56
"Eudyptes chrysolophus","Not mentioned",24
"Eudyptes_chrysocome","Not mentioned",121
"Eulemur _coronatus","Not mentioned",87
"Eulemur _coronatus2","Not mentioned",51
"Euphractus _sexcinctus","Not mentioned",72
"Evarcha_arcuata","Not mentioned",98
"Felis_catus","Not mentioned",42
"Felis_silvestris","Not mentioned",1
"Geronticus_eremita","Not mentioned",192
"Giraffa_camelopardalis_reticulata","Not mentioned",55
"Gorilla_Gorilla_Beringei","Not mentioned",161
"Gorilla_gorilla_gorilla","Not mentioned",99
"Gulo_gulo","Not mentioned",145
"Gulo_gulo2","Not mentioned",89
"Gymnogyps_californianus","Not mentioned",135
"Gypaetus_barbatus","Not mentioned",63
"Gypaetus_barbatus2","Not mentioned",176
"Gyps_rueppelli","Not mentioned",141
"Haematopus_ater","Not mentioned",80
"Harpia_Harpyja","Not mentioned",38
"Helarctos_malayanus","Not mentioned",183
"Hemicentetes_semispinosus","Not mentioned",101
"Heterocephalus_glaber","Not mentioned",143
"Hippopotamus_amphibius","Not mentioned",159
"Hyaena_hyaena","Not mentioned",158
"Hyles_euphorbiae","Not mentioned",67
"Hylobates_agilis","Not mentioned",60
"Hypsignathus_monstrosus","Not mentioned",140
"Iguana_iguana","Not mentioned",69
"Iguana_iguana2","Not mentioned",105
"Incilius_alvarius","Not mentioned",47
"Incilius_alvarius2","Not mentioned",132
"Intellagama_lesueurii","Not mentioned",148
"Laticauda_laticaudata","Not mentioned",187
"Laticauda_saintgironsi","Not mentioned",157
"Lemur_catta","Not mentioned",34
"Lemur_catta2","Not mentioned",112
"Leopardus_wiedii","Not mentioned",134
"Leptailurus_serval","Not mentioned",61
"Leptoptilos_crumenifer","Not mentioned",93
"Libellula_quadrimaculata","Not mentioned",142
"Litoria_infrafrenata","Not mentioned",71
"Loris_tardigradus","Not mentioned",15
"Loxodonta_africana","Not mentioned",131
"Lycaon_pictus","Not mentioned",177
"Lycaon_pictus2","Not mentioned",190
"Lynx_rufus","Not mentioned",206
"Lynx_rufus2","Not mentioned",144
"Macaca_fuscata","Not mentioned",123
"Macaca_silenus","Not mentioned",111
"Macronectes_halli","Not mentioned",147
"Macropus_rufogriseus","Not mentioned",75
"Malayopython_reticulatus","Not mentioned",211
"Malpolon_monspessulanus","Not mentioned",175
"Mandrillus_sphinx","Not mentioned",216
"Mandrillus_sphinx2","Not mentioned",116
"Miopithecus_ogouensis","Not mentioned",90
"Morelia_spilota","Not mentioned",186
"Mungos_mungo","Not mentioned",149
"Muscardinus_avellanarius","Not mentioned",16
"Mygale","Not mentioned",212
"Myocastor_coypus","Not mentioned",13
"Naja_naja","Not mentioned",202
"Nasua_narica","Not mentioned",174
"Nasua_nasua","Not mentioned",86
"Necrosyrtes_monachus","Not mentioned",58
"Neofelis_nebulosa","Not mentioned",155
"Nestor_meridionalis","Not mentioned",48
"Notechis_scutatus","Not mentioned",209
"Numida_meleagris","Not mentioned",154
"Nyctereutes_procyonoides","Not mentioned",92
"Odonata","Not mentioned",120
"Odonata2","Not mentioned",53
"Oryctolagus_cuniculus","Not mentioned",5
"Oryctolagus_cuniculus2","Not mentioned",20
"Otocolobus_manul","Not mentioned",102
"Pamphagidae","Not mentioned",65
"Pan_paniscus","Not mentioned",103
"Pan_paniscus2","Not mentioned",179
"Pan_paniscus3","Not mentioned",117
"Pan_paniscus4","Not mentioned",79
"Pan_troglodytes","Not mentioned",153
"Pan_troglodytes2","Not mentioned",95
"Panthera_leo","Not mentioned",171
"Panthera_leo2","Not mentioned",200
"Panthera_leo3","Not mentioned",160
"Panthera_onca","Not mentioned",208
"Panthera_onca_2","Not mentioned",215
"Panthera_onca3","Not mentioned",219
"Panthera_pardus","Not mentioned",213
"Panthera_pardus_3","Not mentioned",173
"Panthera_pardus2","Not mentioned",165
"Panthera_tigris2","Not mentioned",189
"Panthera_uncia","Not mentioned",182
"Papillon","Not mentioned",73
"Papio_hamadryas","Not mentioned",167
"Pardofelis_temminckii","Not mentioned",129
"Petroica_macrocephala","Not mentioned",8
"Phacochoerus_africanus","Not mentioned",210
"Phascolarctos_cinereus","Not mentioned",12
"Phascolarctos_cinereus2","Not mentioned",4
"Pholcus_phalangioides","Not mentioned",217
"Pithecia pithecia","Not mentioned",150
"Pithecia pithecia2","Not mentioned",100
"Plathyrrhinus_fusciventris","Not mentioned",70
"Podarcis_muralis","Not mentioned",107
"Pogona_vitticeps","Not mentioned",137
"Porphyrio_hochstetteri","Not mentioned",76
"Procyon_lotor","Not mentioned",35
"Propithecus_coquereli","Not mentioned",49
"Propithecus_verreauxi","Not mentioned",33
"Psittacus_erithacus","Not mentioned",88
"Pteropus_conspicillatus","Not mentioned",97
"Puma_concolor","Not mentioned",205
"Python_bivittatus","Not mentioned",199
"Python_regius","Not mentioned",180
"Rattus_norvegicus","Not mentioned",31
"Rhinopithecus_roxellana","Not mentioned",36
"Rhyticeros_cassidix","Not mentioned",57
"Romalea_microptera","Not mentioned",82
"Saiga_tatarica","Not mentioned",125
"Sarcophilus_harrisii","Not mentioned",214
"Spalax","Not mentioned",22
"Spheniscus_humboldti","Not mentioned",3
"Stephanoaetus_coronatus","Not mentioned",122
"Strophurus","Not mentioned",32
"Struthio_camelus","Not mentioned",162
"Sula_nebouxii","Not mentioned",94
"Sula_sula","Not mentioned",114
"Suricata_suricatta","Not mentioned",39
"Sus_scrofa","Not mentioned",139
"Tapirus_indicus","Not mentioned",81
"Taricha_torosa","Not mentioned",108
"Tauraco_leucotis","Not mentioned",9
"Testudo_hermanni","Not mentioned",28
"Thalassarche_cauta","Not mentioned",138
"Theropithecus_gelada","Not mentioned",164
"Thomisus_onustus","Not mentioned",197
"Tockus_flavirostris","Not mentioned",115
"Trichosurus_vulpecula","Not mentioned",96
"Ursus_arctos_horribilis","Not mentioned",196
"Ursus_maritimus","Not mentioned",195
"Ursus_thibetanus","Not mentioned",191
"Varecia_rubra","Not mentioned",136
"Varecia_variegata","Not mentioned",77
"Vespula_germanica","Not mentioned",166
"Vicugna_pacos","Not mentioned",10
"Vicugna_pacos2","Not mentioned",85
"Vicugna_vicugna","Not mentioned",66
"Vipera_ammodytes","Not mentioned",221
"Vipera_aspis","Not mentioned",220
"Vulpes_zerda","Not mentioned",19
"Zamenis_longissimus","Not mentioned",169
"Zoropsis_spinimana","Not mentioned",127
