"name","variable","value"
"Rhyticeros_cassidix","Kindergarten + Primary school",148
"Romalea_microptera","Kindergarten + Primary school",98
"Saiga_tatarica","Kindergarten + Primary school",208
"Sarcophilus_harrisii","Kindergarten + Primary school",114
"Spalax","Kindergarten + Primary school",204
"Spheniscus_humboldti","Kindergarten + Primary school",45
"Stephanoaetus_coronatus","Kindergarten + Primary school",102
"Strophurus","Kindergarten + Primary school",165
"Struthio_camelus","Kindergarten + Primary school",15
"Sula_nebouxii","Kindergarten + Primary school",64
"Sula_sula","Kindergarten + Primary school",7
"Suricata_suricatta","Kindergarten + Primary school",71
"Sus_scrofa","Kindergarten + Primary school",192
"Tapirus_indicus","Kindergarten + Primary school",19
"Taricha_torosa","Kindergarten + Primary school",95
"Tauraco_leucotis","Kindergarten + Primary school",87
"Testudo_hermanni","Kindergarten + Primary school",1
"Thalassarche_cauta","Kindergarten + Primary school",216
"Theropithecus_gelada","Kindergarten + Primary school",212
"Thomisus_onustus","Kindergarten + Primary school",194
"Tockus_flavirostris","Kindergarten + Primary school",195
"Trichosurus_vulpecula","Kindergarten + Primary school",123
"Ursus_arctos_horribilis","Kindergarten + Primary school",186
"Ursus_maritimus","Kindergarten + Primary school",207
"Ursus_thibetanus","Kindergarten + Primary school",196
"Varecia_rubra","Kindergarten + Primary school",154
"Varecia_variegata","Kindergarten + Primary school",136
"Vespula_germanica","Kindergarten + Primary school",201
"Vicugna_pacos","Kindergarten + Primary school",145
"Vicugna_pacos2","Kindergarten + Primary school",8
"Vicugna_vicugna","Kindergarten + Primary school",77
"Vipera_ammodytes","Kindergarten + Primary school",213
"Vipera_aspis","Kindergarten + Primary school",86
"Vulpes_zerda","Kindergarten + Primary school",26
"Zamenis_longissimus","Kindergarten + Primary school",125
"Zoropsis_spinimana","Kindergarten + Primary school",185
"Acinonyx_jubatus","Master's degree",154
"Acinonyx_jubatus2","Master's degree",176
"Acryllium_vulturinum","Master's degree",120
"Aepyceros_melampus","Master's degree",73
"Aepyceros_melampus2","Master's degree",50
"Agalychnis_callidryas","Master's degree",92
"Ailuropoda_melanoleuca","Master's degree",56
"Ailurops_ursinus","Master's degree",58
"Ailurus_fulgens","Master's degree",13
"Alligator_mississippiensis","Master's degree",219
"Amblyrhynchus_cristatus","Master's degree",186
"Aonyx_cinereus","Master's degree",16
"Aonyx_cinereus2","Master's degree",36
"Aquila_chrysaetos","Master's degree",91
"Ara_ararauna","Master's degree",17
"Ara_chloropterus","Master's degree",27
"Arctocephalus forsteri","Master's degree",162
"Arctocephalus_forsteri2","Master's degree",35
"Artibeus_planirostris","Master's degree",103
"Asio_flammeus","Master's degree",29
"Ateles_hybridus","Master's degree",125
"Ateles_paniscus","Master's degree",33
"Athene_noctua","Master's degree",28
"Athene_noctua2","Master's degree",69
"Athene_noctua3","Master's degree",41
"Balaeniceps_rex","Master's degree",109
"Bison_bonasus","Master's degree",194
"Bison_bonasus2","Master's degree",157
"Boa_constrictor","Master's degree",215
"Bubo_bubo","Master's degree",24
"Bubo_bubo2","Master's degree",22
"Bubo_scandiacus","Master's degree",43
"Bufonidae","Master's degree",112
"Buprestidae","Master's degree",117
"Buteo_galapagoensis","Master's degree",126
"Cairina_moschata","Master's degree",95
"Calliphora_vomitoria","Master's degree",137
"Callithrix_argentata","Master's degree",53
"Callithrix_penicillata","Master's degree",85
"Calloselasma rhodostoma","Master's degree",198
"Canis_lupus","Master's degree",165
"Canis_lupus_familiaris","Master's degree",142
"Canis_lupus_familiaris2","Master's degree",15
"Carlito_syrichta","Master's degree",66
"Centurio_senex","Master's degree",195
"Cerdocyon_thous","Master's degree",63
"Chelonoidis_porteri","Master's degree",14
"Choloepus_didactylus","Master's degree",31
"Choloepus_didactylus2","Master's degree",19
"Choloepus_didactylus3","Master's degree",25
"Chroicocephalus_scopulinus","Master's degree",76
"Columba_livia","Master's degree",32
"Conolophus_pallidus","Master's degree",169
"Corvus","Master's degree",82
"Corvus2","Master's degree",87
"Crocodylus_porosus","Master's degree",221
"Crocuta_crocuta","Master's degree",179
"Crotalus_atrox","Master's degree",213
"Crotalus2","Master's degree",216
"Cryptoprocto _ferox","Master's degree",147
"Cynictis_penicillata","Master's degree",98
"Dasypus_novemcinctus","Master's degree",65
"Daubentonia_madagascariensis","Master's degree",156
"Dendroaspis_angusticeps","Master's degree",185
"Desmodus_rotondus","Master's degree",170
"Didelphis_virginiana","Master's degree",93
"Equus_caballus","Master's degree",5
"Eudyptes chrysolophus","Master's degree",47
"Eudyptes_chrysocome","Master's degree",52
"Eulemur _coronatus","Master's degree",61
"Eulemur _coronatus2","Master's degree",79
"Euphractus _sexcinctus","Master's degree",78
"Evarcha_arcuata","Master's degree",181
"Felis_catus","Master's degree",67
"Felis_silvestris","Master's degree",6
"Geronticus_eremita","Master's degree",160
"Giraffa_camelopardalis_reticulata","Master's degree",12
"Gorilla_Gorilla_Beringei","Master's degree",149
"Gorilla_gorilla_gorilla","Master's degree",171
"Gulo_gulo","Master's degree",124
"Gulo_gulo2","Master's degree",139
"Gymnogyps_californianus","Master's degree",128
"Gypaetus_barbatus","Master's degree",96
"Gypaetus_barbatus2","Master's degree",140
"Gyps_rueppelli","Master's degree",148
"Haematopus_ater","Master's degree",44
"Harpia_Harpyja","Master's degree",99
"Helarctos_malayanus","Master's degree",161
"Hemicentetes_semispinosus","Master's degree",100
"Heterocephalus_glaber","Master's degree",203
"Hippopotamus_amphibius","Master's degree",175
"Hyaena_hyaena","Master's degree",204
"Hyles_euphorbiae","Master's degree",130
"Hylobates_agilis","Master's degree",71
"Hypsignathus_monstrosus","Master's degree",164
"Iguana_iguana","Master's degree",146
"Iguana_iguana2","Master's degree",138
"Incilius_alvarius","Master's degree",115
"Incilius_alvarius2","Master's degree",75
"Intellagama_lesueurii","Master's degree",122
"Laticauda_laticaudata","Master's degree",209
"Laticauda_saintgironsi","Master's degree",210
"Lemur_catta","Master's degree",68
"Lemur_catta2","Master's degree",46
"Leopardus_wiedii","Master's degree",101
"Leptailurus_serval","Master's degree",88
"Leptoptilos_crumenifer","Master's degree",107
"Libellula_quadrimaculata","Master's degree",108
"Litoria_infrafrenata","Master's degree",72
"Loris_tardigradus","Master's degree",18
"Loxodonta_africana","Master's degree",105
"Lycaon_pictus","Master's degree",155
"Lycaon_pictus2","Master's degree",180
"Lynx_rufus","Master's degree",182
"Lynx_rufus2","Master's degree",159
"Macaca_fuscata","Master's degree",116
"Macaca_silenus","Master's degree",111
"Macronectes_halli","Master's degree",123
"Macropus_rufogriseus","Master's degree",49
"Malayopython_reticulatus","Master's degree",212
"Malpolon_monspessulanus","Master's degree",192
"Mandrillus_sphinx","Master's degree",167
"Mandrillus_sphinx2","Master's degree",143
"Miopithecus_ogouensis","Master's degree",45
"Morelia_spilota","Master's degree",196
"Mungos_mungo","Master's degree",104
"Muscardinus_avellanarius","Master's degree",21
"Mygale","Master's degree",197
"Myocastor_coypus","Master's degree",34
"Naja_naja","Master's degree",211
"Nasua_narica","Master's degree",83
"Nasua_nasua","Master's degree",37
"Necrosyrtes_monachus","Master's degree",127
"Neofelis_nebulosa","Master's degree",178
"Nestor_meridionalis","Master's degree",42
"Notechis_scutatus","Master's degree",206
"Numida_meleagris","Master's degree",84
"Nyctereutes_procyonoides","Master's degree",77
"Odonata","Master's degree",141
"Odonata2","Master's degree",131
"Oryctolagus_cuniculus","Master's degree",4
"Oryctolagus_cuniculus2","Master's degree",1
"Otocolobus_manul","Master's degree",89
"Pamphagidae","Master's degree",94
"Pan_paniscus","Master's degree",64
"Pan_paniscus2","Master's degree",110
"Pan_paniscus3","Master's degree",59
"Pan_paniscus4","Master's degree",57
"Pan_troglodytes","Master's degree",135
"Pan_troglodytes2","Master's degree",30
"Panthera_leo","Master's degree",187
"Panthera_leo2","Master's degree",202
"Panthera_leo3","Master's degree",191
"Panthera_onca","Master's degree",193
"Panthera_onca_2","Master's degree",188
"Panthera_onca3","Master's degree",207
"Panthera_pardus","Master's degree",189
"Panthera_pardus_3","Master's degree",168
"Panthera_pardus2","Master's degree",163
"Panthera_tigris2","Master's degree",173
"Panthera_uncia","Master's degree",200
"Papillon","Master's degree",118
"Papio_hamadryas","Master's degree",174
"Pardofelis_temminckii","Master's degree",144
"Petroica_macrocephala","Master's degree",3
"Phacochoerus_africanus","Master's degree",199
"Phascolarctos_cinereus","Master's degree",11
"Phascolarctos_cinereus2","Master's degree",2
"Pholcus_phalangioides","Master's degree",217
"Pithecia pithecia","Master's degree",136
"Pithecia pithecia2","Master's degree",151
"Plathyrrhinus_fusciventris","Master's degree",133
"Podarcis_muralis","Master's degree",153
"Pogona_vitticeps","Master's degree",102
"Porphyrio_hochstetteri","Master's degree",81
"Procyon_lotor","Master's degree",55
"Propithecus_coquereli","Master's degree",39
"Propithecus_verreauxi","Master's degree",62
"Psittacus_erithacus","Master's degree",48
"Pteropus_conspicillatus","Master's degree",51
"Puma_concolor","Master's degree",184
"Python_bivittatus","Master's degree",214
"Python_regius","Master's degree",205
"Rattus_norvegicus","Master's degree",60
"Rhinopithecus_roxellana","Master's degree",38
"Rhyticeros_cassidix","Master's degree",74
"Romalea_microptera","Master's degree",70
"Saiga_tatarica","Master's degree",97
"Sarcophilus_harrisii","Master's degree",150
"Spalax","Master's degree",129
"Spheniscus_humboldti","Master's degree",10
"Stephanoaetus_coronatus","Master's degree",132
"Strophurus","Master's degree",134
"Struthio_camelus","Master's degree",119
"Sula_nebouxii","Master's degree",113
"Sula_sula","Master's degree",80
"Suricata_suricatta","Master's degree",20
"Sus_scrofa","Master's degree",145
"Tapirus_indicus","Master's degree",86
"Taricha_torosa","Master's degree",114
"Tauraco_leucotis","Master's degree",8
"Testudo_hermanni","Master's degree",9
"Thalassarche_cauta","Master's degree",121
"Theropithecus_gelada","Master's degree",166
"Thomisus_onustus","Master's degree",177
"Tockus_flavirostris","Master's degree",152
"Trichosurus_vulpecula","Master's degree",106
"Ursus_arctos_horribilis","Master's degree",190
"Ursus_maritimus","Master's degree",172
"Ursus_thibetanus","Master's degree",208
"Varecia_rubra","Master's degree",90
"Varecia_variegata","Master's degree",54
"Vespula_germanica","Master's degree",158
"Vicugna_pacos","Master's degree",40
"Vicugna_pacos2","Master's degree",23
"Vicugna_vicugna","Master's degree",7
"Vipera_ammodytes","Master's degree",220
"Vipera_aspis","Master's degree",218
"Vulpes_zerda","Master's degree",26
"Zamenis_longissimus","Master's degree",183
"Zoropsis_spinimana","Master's degree",201
"Acinonyx_jubatus","One/two/three-year technical/university degree",176
"Acinonyx_jubatus2","One/two/three-year technical/university degree",178
"Acryllium_vulturinum","One/two/three-year technical/university degree",146
"Aepyceros_melampus","One/two/three-year technical/university degree",65
"Aepyceros_melampus2","One/two/three-year technical/university degree",34
"Agalychnis_callidryas","One/two/three-year technical/university degree",53
"Ailuropoda_melanoleuca","One/two/three-year technical/university degree",33
"Ailurops_ursinus","One/two/three-year technical/university degree",82
"Ailurus_fulgens","One/two/three-year technical/university degree",30
"Alligator_mississippiensis","One/two/three-year technical/university degree",213
"Amblyrhynchus_cristatus","One/two/three-year technical/university degree",193
"Aonyx_cinereus","One/two/three-year technical/university degree",23
"Aonyx_cinereus2","One/two/three-year technical/university degree",11
"Aquila_chrysaetos","One/two/three-year technical/university degree",127
"Ara_ararauna","One/two/three-year technical/university degree",43
"Ara_chloropterus","One/two/three-year technical/university degree",20
"Arctocephalus forsteri","One/two/three-year technical/university degree",92
"Arctocephalus_forsteri2","One/two/three-year technical/university degree",35
"Artibeus_planirostris","One/two/three-year technical/university degree",120
"Asio_flammeus","One/two/three-year technical/university degree",46
"Ateles_hybridus","One/two/three-year technical/university degree",136
"Ateles_paniscus","One/two/three-year technical/university degree",31
"Athene_noctua","One/two/three-year technical/university degree",26
"Athene_noctua2","One/two/three-year technical/university degree",24
"Athene_noctua3","One/two/three-year technical/university degree",62
"Balaeniceps_rex","One/two/three-year technical/university degree",156
"Bison_bonasus","One/two/three-year technical/university degree",203
"Bison_bonasus2","One/two/three-year technical/university degree",170
"Boa_constrictor","One/two/three-year technical/university degree",189
"Bubo_bubo","One/two/three-year technical/university degree",40
"Bubo_bubo2","One/two/three-year technical/university degree",39
"Bubo_scandiacus","One/two/three-year technical/university degree",37
"Bufonidae","One/two/three-year technical/university degree",113
"Buprestidae","One/two/three-year technical/university degree",142
"Buteo_galapagoensis","One/two/three-year technical/university degree",148
"Cairina_moschata","One/two/three-year technical/university degree",149
"Calliphora_vomitoria","One/two/three-year technical/university degree",108
"Callithrix_argentata","One/two/three-year technical/university degree",49
"Callithrix_penicillata","One/two/three-year technical/university degree",97
"Calloselasma rhodostoma","One/two/three-year technical/university degree",218
"Canis_lupus","One/two/three-year technical/university degree",131
"Canis_lupus_familiaris","One/two/three-year technical/university degree",114
"Canis_lupus_familiaris2","One/two/three-year technical/university degree",10
"Carlito_syrichta","One/two/three-year technical/university degree",81
"Centurio_senex","One/two/three-year technical/university degree",177
"Cerdocyon_thous","One/two/three-year technical/university degree",58
"Chelonoidis_porteri","One/two/three-year technical/university degree",15
"Choloepus_didactylus","One/two/three-year technical/university degree",59
"Choloepus_didactylus2","One/two/three-year technical/university degree",22
"Choloepus_didactylus3","One/two/three-year technical/university degree",18
"Chroicocephalus_scopulinus","One/two/three-year technical/university degree",56
"Columba_livia","One/two/three-year technical/university degree",25
"Conolophus_pallidus","One/two/three-year technical/university degree",169
"Corvus","One/two/three-year technical/university degree",103
"Corvus2","One/two/three-year technical/university degree",83
"Crocodylus_porosus","One/two/three-year technical/university degree",221
"Crocuta_crocuta","One/two/three-year technical/university degree",206
"Crotalus_atrox","One/two/three-year technical/university degree",212
"Crotalus2","One/two/three-year technical/university degree",217
"Cryptoprocto _ferox","One/two/three-year technical/university degree",95
"Cynictis_penicillata","One/two/three-year technical/university degree",71
"Dasypus_novemcinctus","One/two/three-year technical/university degree",45
"Daubentonia_madagascariensis","One/two/three-year technical/university degree",154
"Dendroaspis_angusticeps","One/two/three-year technical/university degree",210
"Desmodus_rotondus","One/two/three-year technical/university degree",155
"Didelphis_virginiana","One/two/three-year technical/university degree",76
"Equus_caballus","One/two/three-year technical/university degree",38
"Eudyptes chrysolophus","One/two/three-year technical/university degree",21
"Eudyptes_chrysocome","One/two/three-year technical/university degree",27
"Eulemur _coronatus","One/two/three-year technical/university degree",94
"Eulemur _coronatus2","One/two/three-year technical/university degree",63
"Euphractus _sexcinctus","One/two/three-year technical/university degree",84
"Evarcha_arcuata","One/two/three-year technical/university degree",192
"Felis_catus","One/two/three-year technical/university degree",85
"Felis_silvestris","One/two/three-year technical/university degree",9
"Geronticus_eremita","One/two/three-year technical/university degree",141
"Giraffa_camelopardalis_reticulata","One/two/three-year technical/university degree",60
"Gorilla_Gorilla_Beringei","One/two/three-year technical/university degree",144
"Gorilla_gorilla_gorilla","One/two/three-year technical/university degree",150
"Gulo_gulo","One/two/three-year technical/university degree",122
"Gulo_gulo2","One/two/three-year technical/university degree",160
"Gymnogyps_californianus","One/two/three-year technical/university degree",158
"Gypaetus_barbatus","One/two/three-year technical/university degree",87
"Gypaetus_barbatus2","One/two/three-year technical/university degree",121
"Gyps_rueppelli","One/two/three-year technical/university degree",165
"Haematopus_ater","One/two/three-year technical/university degree",52
"Harpia_Harpyja","One/two/three-year technical/university degree",119
"Helarctos_malayanus","One/two/three-year technical/university degree",163
"Hemicentetes_semispinosus","One/two/three-year technical/university degree",153
"Heterocephalus_glaber","One/two/three-year technical/university degree",180
"Hippopotamus_amphibius","One/two/three-year technical/university degree",186
"Hyaena_hyaena","One/two/three-year technical/university degree",196
"Hyles_euphorbiae","One/two/three-year technical/university degree",112
"Hylobates_agilis","One/two/three-year technical/university degree",55
"Hypsignathus_monstrosus","One/two/three-year technical/university degree",171
"Iguana_iguana","One/two/three-year technical/university degree",159
"Iguana_iguana2","One/two/three-year technical/university degree",110
"Incilius_alvarius","One/two/three-year technical/university degree",111
"Incilius_alvarius2","One/two/three-year technical/university degree",106
"Intellagama_lesueurii","One/two/three-year technical/university degree",128
"Laticauda_laticaudata","One/two/three-year technical/university degree",207
"Laticauda_saintgironsi","One/two/three-year technical/university degree",209
"Lemur_catta","One/two/three-year technical/university degree",12
"Lemur_catta2","One/two/three-year technical/university degree",50
"Leopardus_wiedii","One/two/three-year technical/university degree",93
"Leptailurus_serval","One/two/three-year technical/university degree",99
"Leptoptilos_crumenifer","One/two/three-year technical/university degree",105
"Libellula_quadrimaculata","One/two/three-year technical/university degree",117
"Litoria_infrafrenata","One/two/three-year technical/university degree",13
"Loris_tardigradus","One/two/three-year technical/university degree",28
"Loxodonta_africana","One/two/three-year technical/university degree",68
"Lycaon_pictus","One/two/three-year technical/university degree",168
"Lycaon_pictus2","One/two/three-year technical/university degree",187
"Lynx_rufus","One/two/three-year technical/university degree",167
"Lynx_rufus2","One/two/three-year technical/university degree",132
"Macaca_fuscata","One/two/three-year technical/university degree",133
"Macaca_silenus","One/two/three-year technical/university degree",104
"Macronectes_halli","One/two/three-year technical/university degree",135
"Macropus_rufogriseus","One/two/three-year technical/university degree",54
"Malayopython_reticulatus","One/two/three-year technical/university degree",216
"Malpolon_monspessulanus","One/two/three-year technical/university degree",188
"Mandrillus_sphinx","One/two/three-year technical/university degree",166
"Mandrillus_sphinx2","One/two/three-year technical/university degree",164
"Miopithecus_ogouensis","One/two/three-year technical/university degree",77
"Morelia_spilota","One/two/three-year technical/university degree",202
"Mungos_mungo","One/two/three-year technical/university degree",91
"Muscardinus_avellanarius","One/two/three-year technical/university degree",6
"Mygale","One/two/three-year technical/university degree",190
"Myocastor_coypus","One/two/three-year technical/university degree",17
"Naja_naja","One/two/three-year technical/university degree",220
"Nasua_narica","One/two/three-year technical/university degree",86
"Nasua_nasua","One/two/three-year technical/university degree",67
"Necrosyrtes_monachus","One/two/three-year technical/university degree",126
"Neofelis_nebulosa","One/two/three-year technical/university degree",139
"Nestor_meridionalis","One/two/three-year technical/university degree",102
"Notechis_scutatus","One/two/three-year technical/university degree",204
"Numida_meleagris","One/two/three-year technical/university degree",134
"Nyctereutes_procyonoides","One/two/three-year technical/university degree",57
"Odonata","One/two/three-year technical/university degree",137
"Odonata2","One/two/three-year technical/university degree",115
"Oryctolagus_cuniculus","One/two/three-year technical/university degree",7
"Oryctolagus_cuniculus2","One/two/three-year technical/university degree",1
"Otocolobus_manul","One/two/three-year technical/university degree",107
"Pamphagidae","One/two/three-year technical/university degree",118
"Pan_paniscus","One/two/three-year technical/university degree",75
"Pan_paniscus2","One/two/three-year technical/university degree",89
"Pan_paniscus3","One/two/three-year technical/university degree",69
"Pan_paniscus4","One/two/three-year technical/university degree",80
"Pan_troglodytes","One/two/three-year technical/university degree",151
"Pan_troglodytes2","One/two/three-year technical/university degree",64
"Panthera_leo","One/two/three-year technical/university degree",199
"Panthera_leo2","One/two/three-year technical/university degree",183
"Panthera_leo3","One/two/three-year technical/university degree",201
"Panthera_onca","One/two/three-year technical/university degree",200
"Panthera_onca_2","One/two/three-year technical/university degree",185
"Panthera_onca3","One/two/three-year technical/university degree",191
"Panthera_pardus","One/two/three-year technical/university degree",195
"Panthera_pardus_3","One/two/three-year technical/university degree",211
"Panthera_pardus2","One/two/three-year technical/university degree",147
"Panthera_tigris2","One/two/three-year technical/university degree",172
"Panthera_uncia","One/two/three-year technical/university degree",161
"Papillon","One/two/three-year technical/university degree",143
"Papio_hamadryas","One/two/three-year technical/university degree",140
"Pardofelis_temminckii","One/two/three-year technical/university degree",123
"Petroica_macrocephala","One/two/three-year technical/university degree",3
"Phacochoerus_africanus","One/two/three-year technical/university degree",198
"Phascolarctos_cinereus","One/two/three-year technical/university degree",2
"Phascolarctos_cinereus2","One/two/three-year technical/university degree",4
"Pholcus_phalangioides","One/two/three-year technical/university degree",215
"Pithecia pithecia","One/two/three-year technical/university degree",109
"Pithecia pithecia2","One/two/three-year technical/university degree",129
"Plathyrrhinus_fusciventris","One/two/three-year technical/university degree",152
"Podarcis_muralis","One/two/three-year technical/university degree",157
"Pogona_vitticeps","One/two/three-year technical/university degree",96
"Porphyrio_hochstetteri","One/two/three-year technical/university degree",100
"Procyon_lotor","One/two/three-year technical/university degree",61
"Propithecus_coquereli","One/two/three-year technical/university degree",16
"Propithecus_verreauxi","One/two/three-year technical/university degree",32
"Psittacus_erithacus","One/two/three-year technical/university degree",14
"Pteropus_conspicillatus","One/two/three-year technical/university degree",70
"Puma_concolor","One/two/three-year technical/university degree",184
"Python_bivittatus","One/two/three-year technical/university degree",219
"Python_regius","One/two/three-year technical/university degree",194
"Rattus_norvegicus","One/two/three-year technical/university degree",48
"Rhinopithecus_roxellana","One/two/three-year technical/university degree",36
"Rhyticeros_cassidix","One/two/three-year technical/university degree",73
"Romalea_microptera","One/two/three-year technical/university degree",78
"Saiga_tatarica","One/two/three-year technical/university degree",116
"Sarcophilus_harrisii","One/two/three-year technical/university degree",145
"Spalax","One/two/three-year technical/university degree",138
"Spheniscus_humboldti","One/two/three-year technical/university degree",29
"Stephanoaetus_coronatus","One/two/three-year technical/university degree",101
"Strophurus","One/two/three-year technical/university degree",74
"Struthio_camelus","One/two/three-year technical/university degree",174
"Sula_nebouxii","One/two/three-year technical/university degree",88
"Sula_sula","One/two/three-year technical/university degree",79
"Suricata_suricatta","One/two/three-year technical/university degree",41
"Sus_scrofa","One/two/three-year technical/university degree",125
"Tapirus_indicus","One/two/three-year technical/university degree",42
"Taricha_torosa","One/two/three-year technical/university degree",90
"Tauraco_leucotis","One/two/three-year technical/university degree",8
"Testudo_hermanni","One/two/three-year technical/university degree",5
"Thalassarche_cauta","One/two/three-year technical/university degree",124
"Theropithecus_gelada","One/two/three-year technical/university degree",179
"Thomisus_onustus","One/two/three-year technical/university degree",181
"Tockus_flavirostris","One/two/three-year technical/university degree",130
"Trichosurus_vulpecula","One/two/three-year technical/university degree",98
"Ursus_arctos_horribilis","One/two/three-year technical/university degree",175
"Ursus_maritimus","One/two/three-year technical/university degree",173
"Ursus_thibetanus","One/two/three-year technical/university degree",182
"Varecia_rubra","One/two/three-year technical/university degree",66
"Varecia_variegata","One/two/three-year technical/university degree",72
"Vespula_germanica","One/two/three-year technical/university degree",162
"Vicugna_pacos","One/two/three-year technical/university degree",47
"Vicugna_pacos2","One/two/three-year technical/university degree",51
"Vicugna_vicugna","One/two/three-year technical/university degree",19
"Vipera_ammodytes","One/two/three-year technical/university degree",214
"Vipera_aspis","One/two/three-year technical/university degree",208
"Vulpes_zerda","One/two/three-year technical/university degree",44
"Zamenis_longissimus","One/two/three-year technical/university degree",197
"Zoropsis_spinimana","One/two/three-year technical/university degree",205
"Acinonyx_jubatus","Other",124
"Acinonyx_jubatus2","Other",191
"Acryllium_vulturinum","Other",92
"Aepyceros_melampus","Other",103
"Aepyceros_melampus2","Other",27
"Agalychnis_callidryas","Other",29
"Ailuropoda_melanoleuca","Other",38
"Ailurops_ursinus","Other",121
"Ailurus_fulgens","Other",16
"Alligator_mississippiensis","Other",208
"Amblyrhynchus_cristatus","Other",84
"Aonyx_cinereus","Other",64
"Aonyx_cinereus2","Other",19
"Aquila_chrysaetos","Other",136
"Ara_ararauna","Other",5
"Ara_chloropterus","Other",4
"Arctocephalus forsteri","Other",91
"Arctocephalus_forsteri2","Other",74
"Artibeus_planirostris","Other",193
"Asio_flammeus","Other",14
"Ateles_hybridus","Other",100
"Ateles_paniscus","Other",24
"Athene_noctua","Other",35
"Athene_noctua2","Other",18
"Athene_noctua3","Other",26
"Balaeniceps_rex","Other",112
"Bison_bonasus","Other",165
"Bison_bonasus2","Other",219
"Boa_constrictor","Other",176
"Bubo_bubo","Other",52
"Bubo_bubo2","Other",46
"Bubo_scandiacus","Other",90
"Bufonidae","Other",107
"Buprestidae","Other",150
"Buteo_galapagoensis","Other",109
"Cairina_moschata","Other",53
"Calliphora_vomitoria","Other",189
"Callithrix_argentata","Other",99
"Callithrix_penicillata","Other",30
"Calloselasma rhodostoma","Other",192
"Canis_lupus","Other",85
"Canis_lupus_familiaris","Other",167
"Canis_lupus_familiaris2","Other",1
"Carlito_syrichta","Other",133
"Centurio_senex","Other",216
"Cerdocyon_thous","Other",96
"Chelonoidis_porteri","Other",80
"Choloepus_didactylus","Other",101
"Choloepus_didactylus2","Other",42
"Choloepus_didactylus3","Other",39
"Chroicocephalus_scopulinus","Other",49
"Columba_livia","Other",48
"Conolophus_pallidus","Other",82
"Corvus","Other",67
"Corvus2","Other",45
"Crocodylus_porosus","Other",205
"Crocuta_crocuta","Other",153
"Crotalus_atrox","Other",186
"Crotalus2","Other",200
"Cryptoprocto _ferox","Other",61
"Cynictis_penicillata","Other",98
"Dasypus_novemcinctus","Other",44
"Daubentonia_madagascariensis","Other",215
"Dendroaspis_angusticeps","Other",207
"Desmodus_rotondus","Other",181
"Didelphis_virginiana","Other",73
"Equus_caballus","Other",41
"Eudyptes chrysolophus","Other",95
"Eudyptes_chrysocome","Other",68
"Eulemur _coronatus","Other",72
"Eulemur _coronatus2","Other",43
"Euphractus _sexcinctus","Other",114
"Evarcha_arcuata","Other",190
"Felis_catus","Other",37
"Felis_silvestris","Other",6
"Geronticus_eremita","Other",66
"Giraffa_camelopardalis_reticulata","Other",9
"Gorilla_Gorilla_Beringei","Other",149
"Gorilla_gorilla_gorilla","Other",156
"Gulo_gulo","Other",152
"Gulo_gulo2","Other",139
"Gymnogyps_californianus","Other",137
"Gypaetus_barbatus","Other",158
"Gypaetus_barbatus2","Other",88
"Gyps_rueppelli","Other",123
"Haematopus_ater","Other",31
"Harpia_Harpyja","Other",111
"Helarctos_malayanus","Other",178
"Hemicentetes_semispinosus","Other",122
"Heterocephalus_glaber","Other",197
"Hippopotamus_amphibius","Other",161
"Hyaena_hyaena","Other",172
"Hyles_euphorbiae","Other",113
"Hylobates_agilis","Other",50
"Hypsignathus_monstrosus","Other",138
"Iguana_iguana","Other",214
"Iguana_iguana2","Other",65
"Incilius_alvarius","Other",87
"Incilius_alvarius2","Other",56
"Intellagama_lesueurii","Other",159
"Laticauda_laticaudata","Other",162
"Laticauda_saintgironsi","Other",210
"Lemur_catta","Other",55
"Lemur_catta2","Other",13
"Leopardus_wiedii","Other",86
"Leptailurus_serval","Other",141
"Leptoptilos_crumenifer","Other",97
"Libellula_quadrimaculata","Other",144
"Litoria_infrafrenata","Other",10
"Loris_tardigradus","Other",11
"Loxodonta_africana","Other",201
"Lycaon_pictus","Other",195
"Lycaon_pictus2","Other",126
"Lynx_rufus","Other",168
"Lynx_rufus2","Other",185
"Macaca_fuscata","Other",145
"Macaca_silenus","Other",142
"Macronectes_halli","Other",196
"Macropus_rufogriseus","Other",20
"Malayopython_reticulatus","Other",151
"Malpolon_monspessulanus","Other",143
"Mandrillus_sphinx","Other",134
"Mandrillus_sphinx2","Other",212
"Miopithecus_ogouensis","Other",63
"Morelia_spilota","Other",169
"Mungos_mungo","Other",110
"Muscardinus_avellanarius","Other",15
"Mygale","Other",163
"Myocastor_coypus","Other",93
"Naja_naja","Other",218
"Nasua_narica","Other",69
"Nasua_nasua","Other",106
"Necrosyrtes_monachus","Other",83
"Neofelis_nebulosa","Other",183
"Nestor_meridionalis","Other",127
"Notechis_scutatus","Other",217
"Numida_meleagris","Other",130
"Nyctereutes_procyonoides","Other",135
"Odonata","Other",128
"Odonata2","Other",116
"Oryctolagus_cuniculus","Other",8
"Oryctolagus_cuniculus2","Other",2
"Otocolobus_manul","Other",108
"Pamphagidae","Other",40
"Pan_paniscus","Other",147
"Pan_paniscus2","Other",71
"Pan_paniscus3","Other",54
"Pan_paniscus4","Other",21
"Pan_troglodytes","Other",89
"Pan_troglodytes2","Other",157
"Panthera_leo","Other",211
"Panthera_leo2","Other",171
"Panthera_leo3","Other",220
"Panthera_onca","Other",203
"Panthera_onca_2","Other",166
