"Name","Academic","EloScore","EloRank"
"Harpia_Harpyja","Kindergarten + Primary school",1553.2,156
"Helarctos_malayanus","Kindergarten + Primary school",1484.6,96
"Hemicentetes_semispinosus","Kindergarten + Primary school",1497,99
"Heterocephalus_glaber","Kindergarten + Primary school",1544.7,135
"Hippopotamus_amphibius","Kindergarten + Primary school",1514.4,117
"Hyaena_hyaena","Kindergarten + Primary school",1656,205
"Hyles_euphorbiae","Kindergarten + Primary school",1459.7,76
"Hylobates_agilis","Kindergarten + Primary school",1353.8,20
"Hypsignathus_monstrosus","Kindergarten + Primary school",1573.1,164
"Iguana_iguana","Kindergarten + Primary school",1549.4,159
"Iguana_iguana2","Kindergarten + Primary school",1594.2,179
"Incilius_alvarius","Kindergarten + Primary school",1536.8,124
"Incilius_alvarius2","Kindergarten + Primary school",1468.3,93
"Intellagama_lesueurii","Kindergarten + Primary school",1406.8,33
"Laticauda_laticaudata","Kindergarten + Primary school",1582.8,173
"Laticauda_saintgironsi","Kindergarten + Primary school",1582.6,176
"Lemur_catta","Kindergarten + Primary school",1403,39
"Lemur_catta2","Kindergarten + Primary school",1381.5,32
"Leopardus_wiedii","Kindergarten + Primary school",1398.7,31
"Leptailurus_serval","Kindergarten + Primary school",1475.9,91
"Leptoptilos_crumenifer","Kindergarten + Primary school",1537.3,133
"Libellula_quadrimaculata","Kindergarten + Primary school",1608.4,189
"Litoria_infrafrenata","Kindergarten + Primary school",1338.8,16
"Loris_tardigradus","Kindergarten + Primary school",1335.4,12
"Loxodonta_africana","Kindergarten + Primary school",1471.5,90
"Lycaon_pictus","Kindergarten + Primary school",1521.4,122
"Lycaon_pictus2","Kindergarten + Primary school",1492.7,101
"Lynx_rufus","Kindergarten + Primary school",1543.6,147
"Lynx_rufus2","Kindergarten + Primary school",1541.9,146
"Macaca_fuscata","Kindergarten + Primary school",1504.2,113
"Macaca_silenus","Kindergarten + Primary school",1456.3,78
"Macronectes_halli","Kindergarten + Primary school",1759.7,219
"Macropus_rufogriseus","Kindergarten + Primary school",1415.9,51
"Malayopython_reticulatus","Kindergarten + Primary school",1436.6,63
"Malpolon_monspessulanus","Kindergarten + Primary school",1437.1,57
"Mandrillus_sphinx","Kindergarten + Primary school",1510.6,112
"Mandrillus_sphinx2","Kindergarten + Primary school",1562.8,161
"Miopithecus_ogouensis","Kindergarten + Primary school",1538.2,142
"Morelia_spilota","Kindergarten + Primary school",1631.6,202
"Mungos_mungo","Kindergarten + Primary school",1503,116
"Muscardinus_avellanarius","Kindergarten + Primary school",1373,29
"Mygale","Kindergarten + Primary school",1727.9,218
"Myocastor_coypus","Kindergarten + Primary school",1572.9,178
"Naja_naja","Kindergarten + Primary school",1701.6,211
"Nasua_narica","Kindergarten + Primary school",1550.9,162
"Nasua_nasua","Kindergarten + Primary school",1415,52
"Necrosyrtes_monachus","Kindergarten + Primary school",1391.8,37
"Neofelis_nebulosa","Kindergarten + Primary school",1526.3,120
"Nestor_meridionalis","Kindergarten + Primary school",1370.8,25
"Notechis_scutatus","Kindergarten + Primary school",1685.2,214
"Numida_meleagris","Kindergarten + Primary school",1458.3,80
"Nyctereutes_procyonoides","Kindergarten + Primary school",1485.5,97
"Odonata","Kindergarten + Primary school",1579.5,175
"Odonata2","Kindergarten + Primary school",1615.4,188
"Oryctolagus_cuniculus","Kindergarten + Primary school",1379.7,30
"Oryctolagus_cuniculus2","Kindergarten + Primary school",1407.2,41
"Otocolobus_manul","Kindergarten + Primary school",1549.3,140
"Pamphagidae","Kindergarten + Primary school",1599.7,184
"Pan_paniscus","Kindergarten + Primary school",1650.2,203
"Pan_paniscus2","Kindergarten + Primary school",1434,61
"Pan_paniscus3","Kindergarten + Primary school",1698.1,215
"Pan_paniscus4","Kindergarten + Primary school",1595.7,182
"Pan_troglodytes","Kindergarten + Primary school",1566.9,174
"Pan_troglodytes2","Kindergarten + Primary school",1454.3,70
"Panthera_leo","Kindergarten + Primary school",1413.9,49
"Panthera_leo2","Kindergarten + Primary school",1571.8,180
"Panthera_leo3","Kindergarten + Primary school",1505.2,115
"Panthera_onca","Kindergarten + Primary school",1406.6,59
"Panthera_onca_2","Kindergarten + Primary school",1392.5,34
"Panthera_onca3","Kindergarten + Primary school",1586.9,172
"Panthera_pardus","Kindergarten + Primary school",1559.9,155
"Panthera_pardus_3","Kindergarten + Primary school",1575.5,168
"Panthera_pardus2","Kindergarten + Primary school",1581.1,163
"Panthera_tigris2","Kindergarten + Primary school",1537.7,144
"Panthera_uncia","Kindergarten + Primary school",1448.1,56
"Papillon","Kindergarten + Primary school",1645.6,198
"Papio_hamadryas","Kindergarten + Primary school",1531.4,149
"Pardofelis_temminckii","Kindergarten + Primary school",1426.9,60
"Petroica_macrocephala","Kindergarten + Primary school",1265.7,2
"Phacochoerus_africanus","Kindergarten + Primary school",1634.4,197
"Phascolarctos_cinereus","Kindergarten + Primary school",1319.1,9
"Phascolarctos_cinereus2","Kindergarten + Primary school",1271.5,3
"Pholcus_phalangioides","Kindergarten + Primary school",1462.5,88
"Pithecia pithecia","Kindergarten + Primary school",1595.3,187
"Pithecia pithecia2","Kindergarten + Primary school",1622,191
"Plathyrrhinus_fusciventris","Kindergarten + Primary school",1365.6,21
"Podarcis_muralis","Kindergarten + Primary school",1553.9,158
"Pogona_vitticeps","Kindergarten + Primary school",1388.6,40
"Porphyrio_hochstetteri","Kindergarten + Primary school",1564.9,170
"Procyon_lotor","Kindergarten + Primary school",1444.9,62
"Propithecus_coquereli","Kindergarten + Primary school",1452.5,72
"Propithecus_verreauxi","Kindergarten + Primary school",1402.5,48
"Psittacus_erithacus","Kindergarten + Primary school",1354.3,22
"Pteropus_conspicillatus","Kindergarten + Primary school",1530.4,126
"Puma_concolor","Kindergarten + Primary school",1453.9,66
"Python_bivittatus","Kindergarten + Primary school",1523,121
"Python_regius","Kindergarten + Primary school",1679.8,210
"Rattus_norvegicus","Kindergarten + Primary school",1345.9,18
"Rhinopithecus_roxellana","Kindergarten + Primary school",1578.2,157
"Rhyticeros_cassidix","Kindergarten + Primary school",1545.6,148
"Romalea_microptera","Kindergarten + Primary school",1470.7,98
"Saiga_tatarica","Kindergarten + Primary school",1657.4,208
"Sarcophilus_harrisii","Kindergarten + Primary school",1520.3,114
"Spalax","Kindergarten + Primary school",1644.5,204
"Spheniscus_humboldti","Kindergarten + Primary school",1401.5,45
"Stephanoaetus_coronatus","Kindergarten + Primary school",1494.1,102
"Strophurus","Kindergarten + Primary school",1600.2,165
"Struthio_camelus","Kindergarten + Primary school",1344.4,15
"Sula_nebouxii","Kindergarten + Primary school",1443.4,64
"Sula_sula","Kindergarten + Primary school",1310.6,7
"Suricata_suricatta","Kindergarten + Primary school",1446.1,71
"Sus_scrofa","Kindergarten + Primary school",1627.7,192
"Tapirus_indicus","Kindergarten + Primary school",1345.5,19
"Taricha_torosa","Kindergarten + Primary school",1490.8,95
"Tauraco_leucotis","Kindergarten + Primary school",1472,87
"Testudo_hermanni","Kindergarten + Primary school",1232.9,1
"Thalassarche_cauta","Kindergarten + Primary school",1707.2,216
"Theropithecus_gelada","Kindergarten + Primary school",1696.6,212
"Thomisus_onustus","Kindergarten + Primary school",1629.7,194
"Tockus_flavirostris","Kindergarten + Primary school",1626.3,195
"Trichosurus_vulpecula","Kindergarten + Primary school",1541.1,123
"Ursus_arctos_horribilis","Kindergarten + Primary school",1627.5,186
"Ursus_maritimus","Kindergarten + Primary school",1651.1,207
"Ursus_thibetanus","Kindergarten + Primary school",1629.8,196
"Varecia_rubra","Kindergarten + Primary school",1544.5,154
"Varecia_variegata","Kindergarten + Primary school",1541.1,136
"Vespula_germanica","Kindergarten + Primary school",1628.9,201
"Vicugna_pacos","Kindergarten + Primary school",1552.3,145
"Vicugna_pacos2","Kindergarten + Primary school",1312,8
"Vicugna_vicugna","Kindergarten + Primary school",1456.8,77
"Vipera_ammodytes","Kindergarten + Primary school",1676.6,213
"Vipera_aspis","Kindergarten + Primary school",1477.1,86
"Vulpes_zerda","Kindergarten + Primary school",1373.4,26
"Zamenis_longissimus","Kindergarten + Primary school",1524.9,125
"Zoropsis_spinimana","Kindergarten + Primary school",1605.8,185
"Acinonyx_jubatus","Master's degree",1609.3,154
"Acinonyx_jubatus2","Master's degree",1638.6,176
"Acryllium_vulturinum","Master's degree",1560.6,120
"Aepyceros_melampus","Master's degree",1387.5,73
"Aepyceros_melampus2","Master's degree",1279.1,50
"Agalychnis_callidryas","Master's degree",1460.1,92
"Ailuropoda_melanoleuca","Master's degree",1322.6,56
"Ailurops_ursinus","Master's degree",1399.9,58
"Ailurus_fulgens","Master's degree",1183.7,13
"Alligator_mississippiensis","Master's degree",1931.9,219
"Amblyrhynchus_cristatus","Master's degree",1677.4,186
"Aonyx_cinereus","Master's degree",1195.2,16
"Aonyx_cinereus2","Master's degree",1306.7,36
"Aquila_chrysaetos","Master's degree",1466.7,91
"Ara_ararauna","Master's degree",1224.5,17
"Ara_chloropterus","Master's degree",1232,27
"Arctocephalus forsteri","Master's degree",1517.7,162
"Arctocephalus_forsteri2","Master's degree",1307.1,35
"Artibeus_planirostris","Master's degree",1495.4,103
"Asio_flammeus","Master's degree",1259.3,29
"Ateles_hybridus","Master's degree",1514.5,125
"Ateles_paniscus","Master's degree",1249.3,33
"Athene_noctua","Master's degree",1288.5,28
"Athene_noctua2","Master's degree",1365.1,69
"Athene_noctua3","Master's degree",1323.4,41
"Balaeniceps_rex","Master's degree",1483.2,109
"Bison_bonasus","Master's degree",1711.4,194
"Bison_bonasus2","Master's degree",1687.1,157
"Boa_constrictor","Master's degree",1818.3,215
"Bubo_bubo","Master's degree",1228.5,24
"Bubo_bubo2","Master's degree",1216.6,22
"Bubo_scandiacus","Master's degree",1262.7,43
"Bufonidae","Master's degree",1456.6,112
"Buprestidae","Master's degree",1573.6,117
"Buteo_galapagoensis","Master's degree",1487.5,126
"Cairina_moschata","Master's degree",1518.3,95
"Calliphora_vomitoria","Master's degree",1641.9,137
"Callithrix_argentata","Master's degree",1284.1,53
"Callithrix_penicillata","Master's degree",1333.5,85
"Calloselasma rhodostoma","Master's degree",1815.9,198
"Canis_lupus","Master's degree",1676.2,165
"Canis_lupus_familiaris","Master's degree",1561.2,142
"Canis_lupus_familiaris2","Master's degree",1270.2,15
"Carlito_syrichta","Master's degree",1387,66
"Centurio_senex","Master's degree",1747.1,195
"Cerdocyon_thous","Master's degree",1338.3,63
"Chelonoidis_porteri","Master's degree",1199.2,14
"Choloepus_didactylus","Master's degree",1289.2,31
"Choloepus_didactylus2","Master's degree",1213.9,19
"Choloepus_didactylus3","Master's degree",1240.5,25
"Chroicocephalus_scopulinus","Master's degree",1375.1,76
"Columba_livia","Master's degree",1348.7,32
"Conolophus_pallidus","Master's degree",1667.7,169
"Corvus","Master's degree",1430,82
"Corvus2","Master's degree",1421.7,87
"Crocodylus_porosus","Master's degree",2002.9,221
"Crocuta_crocuta","Master's degree",1669.5,179
"Crotalus_atrox","Master's degree",1798.4,213
"Crotalus2","Master's degree",1838.4,216
"Cryptoprocto _ferox","Master's degree",1517.9,147
"Cynictis_penicillata","Master's degree",1542.5,98
"Dasypus_novemcinctus","Master's degree",1402.3,65
"Daubentonia_madagascariensis","Master's degree",1634.1,156
"Dendroaspis_angusticeps","Master's degree",1757.8,185
"Desmodus_rotondus","Master's degree",1633.4,170
"Didelphis_virginiana","Master's degree",1416.6,93
"Equus_caballus","Master's degree",1147.8,5
"Eudyptes chrysolophus","Master's degree",1339.1,47
"Eudyptes_chrysocome","Master's degree",1304.2,52
"Eulemur _coronatus","Master's degree",1346.8,61
"Eulemur _coronatus2","Master's degree",1402.6,79
"Euphractus _sexcinctus","Master's degree",1424.8,78
"Evarcha_arcuata","Master's degree",1817,181
"Felis_catus","Master's degree",1386.4,67
"Felis_silvestris","Master's degree",1123.5,6
"Geronticus_eremita","Master's degree",1664.3,160
"Giraffa_camelopardalis_reticulata","Master's degree",1171,12
"Gorilla_Gorilla_Beringei","Master's degree",1635.6,149
"Gorilla_gorilla_gorilla","Master's degree",1666,171
"Gulo_gulo","Master's degree",1570.3,124
"Gulo_gulo2","Master's degree",1529.8,139
"Gymnogyps_californianus","Master's degree",1610.9,128
"Gypaetus_barbatus","Master's degree",1395.4,96
"Gypaetus_barbatus2","Master's degree",1548.8,140
"Gyps_rueppelli","Master's degree",1569.6,148
"Haematopus_ater","Master's degree",1333.8,44
"Harpia_Harpyja","Master's degree",1454.5,99
"Helarctos_malayanus","Master's degree",1650.6,161
"Hemicentetes_semispinosus","Master's degree",1550.5,100
"Heterocephalus_glaber","Master's degree",1749.4,203
"Hippopotamus_amphibius","Master's degree",1666.6,175
"Hyaena_hyaena","Master's degree",1790.3,204
"Hyles_euphorbiae","Master's degree",1572,130
"Hylobates_agilis","Master's degree",1330.3,71
"Hypsignathus_monstrosus","Master's degree",1624.2,164
"Iguana_iguana","Master's degree",1502.9,146
"Iguana_iguana2","Master's degree",1526.2,138
"Incilius_alvarius","Master's degree",1546.8,115
"Incilius_alvarius2","Master's degree",1420.6,75
"Intellagama_lesueurii","Master's degree",1590.5,122
"Laticauda_laticaudata","Master's degree",1787.6,209
"Laticauda_saintgironsi","Master's degree",1842.9,210
"Lemur_catta","Master's degree",1396.7,68
"Lemur_catta2","Master's degree",1341.1,46
"Leopardus_wiedii","Master's degree",1467.5,101
"Leptailurus_serval","Master's degree",1491.1,88
"Leptoptilos_crumenifer","Master's degree",1475.7,107
"Libellula_quadrimaculata","Master's degree",1531.8,108
"Litoria_infrafrenata","Master's degree",1365.1,72
"Loris_tardigradus","Master's degree",1197.9,18
"Loxodonta_africana","Master's degree",1494.2,105
"Lycaon_pictus","Master's degree",1655.6,155
"Lycaon_pictus2","Master's degree",1665.3,180
"Lynx_rufus","Master's degree",1691.5,182
"Lynx_rufus2","Master's degree",1583.7,159
"Macaca_fuscata","Master's degree",1512.9,116
"Macaca_silenus","Master's degree",1471.4,111
"Macronectes_halli","Master's degree",1579.8,123
"Macropus_rufogriseus","Master's degree",1292.9,49
"Malayopython_reticulatus","Master's degree",1853.4,212
"Malpolon_monspessulanus","Master's degree",1756.4,192
"Mandrillus_sphinx","Master's degree",1603.4,167
"Mandrillus_sphinx2","Master's degree",1585.2,143
"Miopithecus_ogouensis","Master's degree",1354.8,45
"Morelia_spilota","Master's degree",1704.1,196
"Mungos_mungo","Master's degree",1558,104
"Muscardinus_avellanarius","Master's degree",1208.7,21
"Mygale","Master's degree",1830.4,197
"Myocastor_coypus","Master's degree",1301.6,34
"Naja_naja","Master's degree",1895.6,211
"Nasua_narica","Master's degree",1434.6,83
"Nasua_nasua","Master's degree",1340.5,37
"Necrosyrtes_monachus","Master's degree",1595.1,127
"Neofelis_nebulosa","Master's degree",1694.2,178
"Nestor_meridionalis","Master's degree",1318.8,42
"Notechis_scutatus","Master's degree",1737.6,206
"Numida_meleagris","Master's degree",1451.2,84
"Nyctereutes_procyonoides","Master's degree",1383.8,77
"Odonata","Master's degree",1571.2,141
"Odonata2","Master's degree",1538.1,131
"Oryctolagus_cuniculus","Master's degree",1097.4,4
"Oryctolagus_cuniculus2","Master's degree",841.1,1
"Otocolobus_manul","Master's degree",1423.4,89
"Pamphagidae","Master's degree",1510.5,94
"Pan_paniscus","Master's degree",1491.1,64
"Pan_paniscus2","Master's degree",1503.2,110
"Pan_paniscus3","Master's degree",1361.8,59
"Pan_paniscus4","Master's degree",1309.2,57
"Pan_troglodytes","Master's degree",1497.8,135
"Pan_troglodytes2","Master's degree",1313.1,30
"Panthera_leo","Master's degree",1680.9,187
"Panthera_leo2","Master's degree",1690.2,202
"Panthera_leo3","Master's degree",1748.1,191
"Panthera_onca","Master's degree",1714.2,193
"Panthera_onca_2","Master's degree",1713.8,188
"Panthera_onca3","Master's degree",1727.4,207
"Panthera_pardus","Master's degree",1729.5,189
"Panthera_pardus_3","Master's degree",1717.1,168
"Panthera_pardus2","Master's degree",1684.6,163
"Panthera_tigris2","Master's degree",1675.5,173
"Panthera_uncia","Master's degree",1738.8,200
"Papillon","Master's degree",1548.9,118
"Papio_hamadryas","Master's degree",1659.9,174
"Pardofelis_temminckii","Master's degree",1617.6,144
"Petroica_macrocephala","Master's degree",1023.3,3
"Phacochoerus_africanus","Master's degree",1859.8,199
"Phascolarctos_cinereus","Master's degree",1123.7,11
"Phascolarctos_cinereus2","Master's degree",993.3,2
"Pholcus_phalangioides","Master's degree",1878.7,217
"Pithecia pithecia","Master's degree",1491.3,136
"Pithecia pithecia2","Master's degree",1566.8,151
"Plathyrrhinus_fusciventris","Master's degree",1588.4,133
"Podarcis_muralis","Master's degree",1559.8,153
"Pogona_vitticeps","Master's degree",1466.8,102
"Porphyrio_hochstetteri","Master's degree",1500.9,81
"Procyon_lotor","Master's degree",1337.1,55
"Propithecus_coquereli","Master's degree",1336.4,39
"Propithecus_verreauxi","Master's degree",1389.3,62
"Psittacus_erithacus","Master's degree",1336.6,48
"Pteropus_conspicillatus","Master's degree",1316.3,51
"Puma_concolor","Master's degree",1722.3,184
"Python_bivittatus","Master's degree",1832.9,214
"Python_regius","Master's degree",1760.3,205
"Rattus_norvegicus","Master's degree",1322.2,60
"Rhinopithecus_roxellana","Master's degree",1304.8,38
"Rhyticeros_cassidix","Master's degree",1437.1,74
"Romalea_microptera","Master's degree",1384.9,70
"Saiga_tatarica","Master's degree",1492.9,97
"Sarcophilus_harrisii","Master's degree",1608.8,150
"Spalax","Master's degree",1500.4,129
"Spheniscus_humboldti","Master's degree",1256.3,10
"Stephanoaetus_coronatus","Master's degree",1546.9,132
"Strophurus","Master's degree",1541.6,134
"Struthio_camelus","Master's degree",1561,119
"Sula_nebouxii","Master's degree",1508.3,113
"Sula_sula","Master's degree",1460,80
"Suricata_suricatta","Master's degree",1275.7,20
"Sus_scrofa","Master's degree",1578.6,145
"Tapirus_indicus","Master's degree",1447.8,86
"Taricha_torosa","Master's degree",1503.9,114
"Tauraco_leucotis","Master's degree",1104.2,8
"Testudo_hermanni","Master's degree",1151.5,9
"Thalassarche_cauta","Master's degree",1504.3,121
"Theropithecus_gelada","Master's degree",1658.5,166
"Thomisus_onustus","Master's degree",1739.2,177
"Tockus_flavirostris","Master's degree",1544.3,152
"Trichosurus_vulpecula","Master's degree",1493.5,106
"Ursus_arctos_horribilis","Master's degree",1726.5,190
"Ursus_maritimus","Master's degree",1651.4,172
"Ursus_thibetanus","Master's degree",1777,208
"Varecia_rubra","Master's degree",1409.1,90
"Varecia_variegata","Master's degree",1403.6,54
"Vespula_germanica","Master's degree",1628.2,158
"Vicugna_pacos","Master's degree",1275.8,40
"Vicugna_pacos2","Master's degree",1310,23
"Vicugna_vicugna","Master's degree",1153.4,7
"Vipera_ammodytes","Master's degree",1917.3,220
"Vipera_aspis","Master's degree",1899.6,218
"Vulpes_zerda","Master's degree",1253.2,26
"Zamenis_longissimus","Master's degree",1705.4,183
"Zoropsis_spinimana","Master's degree",1764.1,201
"Acinonyx_jubatus","One/two/three-year technical/university degree",1646,176
"Acinonyx_jubatus2","One/two/three-year technical/university degree",1610,178
"Acryllium_vulturinum","One/two/three-year technical/university degree",1548.5,146
"Aepyceros_melampus","One/two/three-year technical/university degree",1336.1,65
"Aepyceros_melampus2","One/two/three-year technical/university degree",1232.6,34
"Agalychnis_callidryas","One/two/three-year technical/university degree",1341.3,53
"Ailuropoda_melanoleuca","One/two/three-year technical/university degree",1252.7,33
"Ailurops_ursinus","One/two/three-year technical/university degree",1373.4,82
"Ailurus_fulgens","One/two/three-year technical/university degree",1284.6,30
"Alligator_mississippiensis","One/two/three-year technical/university degree",1844.7,213
"Amblyrhynchus_cristatus","One/two/three-year technical/university degree",1752.1,193
"Aonyx_cinereus","One/two/three-year technical/university degree",1257.8,23
"Aonyx_cinereus2","One/two/three-year technical/university degree",1231.6,11
"Aquila_chrysaetos","One/two/three-year technical/university degree",1554.2,127
"Ara_ararauna","One/two/three-year technical/university degree",1227.7,43
"Ara_chloropterus","One/two/three-year technical/university degree",1206,20
"Arctocephalus forsteri","One/two/three-year technical/university degree",1548.7,92
"Arctocephalus_forsteri2","One/two/three-year technical/university degree",1325.8,35
"Artibeus_planirostris","One/two/three-year technical/university degree",1533.6,120
"Asio_flammeus","One/two/three-year technical/university degree",1300.7,46
"Ateles_hybridus","One/two/three-year technical/university degree",1545.4,136
"Ateles_paniscus","One/two/three-year technical/university degree",1311.4,31
"Athene_noctua","One/two/three-year technical/university degree",1265.9,26
"Athene_noctua2","One/two/three-year technical/university degree",1231.3,24
"Athene_noctua3","One/two/three-year technical/university degree",1412.6,62
"Balaeniceps_rex","One/two/three-year technical/university degree",1642.8,156
"Bison_bonasus","One/two/three-year technical/university degree",1745.1,203
"Bison_bonasus2","One/two/three-year technical/university degree",1699.2,170
"Boa_constrictor","One/two/three-year technical/university degree",1747.8,189
"Bubo_bubo","One/two/three-year technical/university degree",1283.2,40
"Bubo_bubo2","One/two/three-year technical/university degree",1291.5,39
"Bubo_scandiacus","One/two/three-year technical/university degree",1292,37
"Bufonidae","One/two/three-year technical/university degree",1560.7,113
"Buprestidae","One/two/three-year technical/university degree",1656.2,142
"Buteo_galapagoensis","One/two/three-year technical/university degree",1514.3,148
"Cairina_moschata","One/two/three-year technical/university degree",1598.9,149
"Calliphora_vomitoria","One/two/three-year technical/university degree",1453.2,108
"Callithrix_argentata","One/two/three-year technical/university degree",1369.2,49
"Callithrix_penicillata","One/two/three-year technical/university degree",1486.5,97
"Calloselasma rhodostoma","One/two/three-year technical/university degree",1865.6,218
"Canis_lupus","One/two/three-year technical/university degree",1543.3,131
"Canis_lupus_familiaris","One/two/three-year technical/university degree",1514.7,114
"Canis_lupus_familiaris2","One/two/three-year technical/university degree",1205.9,10
"Carlito_syrichta","One/two/three-year technical/university degree",1429.5,81
"Centurio_senex","One/two/three-year technical/university degree",1605.7,177
"Cerdocyon_thous","One/two/three-year technical/university degree",1363.5,58
"Chelonoidis_porteri","One/two/three-year technical/university degree",1338.2,15
"Choloepus_didactylus","One/two/three-year technical/university degree",1324.1,59
"Choloepus_didactylus2","One/two/three-year technical/university degree",1229.9,22
"Choloepus_didactylus3","One/two/three-year technical/university degree",1249.4,18
"Chroicocephalus_scopulinus","One/two/three-year technical/university degree",1321.4,56
"Columba_livia","One/two/three-year technical/university degree",1284.5,25
"Conolophus_pallidus","One/two/three-year technical/university degree",1665.5,169
"Corvus","One/two/three-year technical/university degree",1477.1,103
"Corvus2","One/two/three-year technical/university degree",1474.2,83
"Crocodylus_porosus","One/two/three-year technical/university degree",1991,221
"Crocuta_crocuta","One/two/three-year technical/university degree",1829,206
"Crotalus_atrox","One/two/three-year technical/university degree",1812,212
"Crotalus2","One/two/three-year technical/university degree",1879.6,217
"Cryptoprocto _ferox","One/two/three-year technical/university degree",1447.5,95
"Cynictis_penicillata","One/two/three-year technical/university degree",1491.1,71
"Dasypus_novemcinctus","One/two/three-year technical/university degree",1307.8,45
"Daubentonia_madagascariensis","One/two/three-year technical/university degree",1594.8,154
"Dendroaspis_angusticeps","One/two/three-year technical/university degree",1799.6,210
"Desmodus_rotondus","One/two/three-year technical/university degree",1521.7,155
"Didelphis_virginiana","One/two/three-year technical/university degree",1472.8,76
"Equus_caballus","One/two/three-year technical/university degree",1224.9,38
"Eudyptes chrysolophus","One/two/three-year technical/university degree",1204.1,21
"Eudyptes_chrysocome","One/two/three-year technical/university degree",1342.9,27
"Eulemur _coronatus","One/two/three-year technical/university degree",1414.9,94
"Eulemur _coronatus2","One/two/three-year technical/university degree",1317.3,63
"Euphractus _sexcinctus","One/two/three-year technical/university degree",1429,84
"Evarcha_arcuata","One/two/three-year technical/university degree",1766.2,192
"Felis_catus","One/two/three-year technical/university degree",1427.2,85
"Felis_silvestris","One/two/three-year technical/university degree",1154.8,9
"Geronticus_eremita","One/two/three-year technical/university degree",1625.4,141
"Giraffa_camelopardalis_reticulata","One/two/three-year technical/university degree",1280.1,60
"Gorilla_Gorilla_Beringei","One/two/three-year technical/university degree",1612.5,144
"Gorilla_gorilla_gorilla","One/two/three-year technical/university degree",1652.2,150
"Gulo_gulo","One/two/three-year technical/university degree",1504.9,122
"Gulo_gulo2","One/two/three-year technical/university degree",1541,160
"Gymnogyps_californianus","One/two/three-year technical/university degree",1612.5,158
"Gypaetus_barbatus","One/two/three-year technical/university degree",1474.7,87
"Gypaetus_barbatus2","One/two/three-year technical/university degree",1404.9,121
"Gyps_rueppelli","One/two/three-year technical/university degree",1647.5,165
"Haematopus_ater","One/two/three-year technical/university degree",1414.9,52
"Harpia_Harpyja","One/two/three-year technical/university degree",1498.9,119
"Helarctos_malayanus","One/two/three-year technical/university degree",1581.7,163
"Hemicentetes_semispinosus","One/two/three-year technical/university degree",1563.1,153
"Heterocephalus_glaber","One/two/three-year technical/university degree",1724,180
"Hippopotamus_amphibius","One/two/three-year technical/university degree",1750.9,186
"Hyaena_hyaena","One/two/three-year technical/university degree",1751.2,196
"Hyles_euphorbiae","One/two/three-year technical/university degree",1551.2,112
"Hylobates_agilis","One/two/three-year technical/university degree",1349.5,55
"Hypsignathus_monstrosus","One/two/three-year technical/university degree",1659.3,171
"Iguana_iguana","One/two/three-year technical/university degree",1601.3,159
"Iguana_iguana2","One/two/three-year technical/university degree",1492.9,110
"Incilius_alvarius","One/two/three-year technical/university degree",1418.7,111
"Incilius_alvarius2","One/two/three-year technical/university degree",1492.4,106
"Intellagama_lesueurii","One/two/three-year technical/university degree",1541.7,128
"Laticauda_laticaudata","One/two/three-year technical/university degree",1813.3,207
"Laticauda_saintgironsi","One/two/three-year technical/university degree",1818.7,209
"Lemur_catta","One/two/three-year technical/university degree",1208.2,12
"Lemur_catta2","One/two/three-year technical/university degree",1353.3,50
"Leopardus_wiedii","One/two/three-year technical/university degree",1475.2,93
"Leptailurus_serval","One/two/three-year technical/university degree",1473.5,99
"Leptoptilos_crumenifer","One/two/three-year technical/university degree",1510.5,105
"Libellula_quadrimaculata","One/two/three-year technical/university degree",1472.5,117
"Litoria_infrafrenata","One/two/three-year technical/university degree",1219.7,13
"Loris_tardigradus","One/two/three-year technical/university degree",1236,28
"Loxodonta_africana","One/two/three-year technical/university degree",1399.4,68
"Lycaon_pictus","One/two/three-year technical/university degree",1639.5,168
"Lycaon_pictus2","One/two/three-year technical/university degree",1687.1,187
"Lynx_rufus","One/two/three-year technical/university degree",1599.5,167
"Lynx_rufus2","One/two/three-year technical/university degree",1591.8,132
"Macaca_fuscata","One/two/three-year technical/university degree",1500,133
"Macaca_silenus","One/two/three-year technical/university degree",1544.6,104
"Macronectes_halli","One/two/three-year technical/university degree",1535.6,135
"Macropus_rufogriseus","One/two/three-year technical/university degree",1306.9,54
"Malayopython_reticulatus","One/two/three-year technical/university degree",1842.9,216
"Malpolon_monspessulanus","One/two/three-year technical/university degree",1768.8,188
"Mandrillus_sphinx","One/two/three-year technical/university degree",1662.1,166
"Mandrillus_sphinx2","One/two/three-year technical/university degree",1644.1,164
"Miopithecus_ogouensis","One/two/three-year technical/university degree",1400.7,77
"Morelia_spilota","One/two/three-year technical/university degree",1838.8,202
"Mungos_mungo","One/two/three-year technical/university degree",1547.2,91
"Muscardinus_avellanarius","One/two/three-year technical/university degree",1166.1,6
"Mygale","One/two/three-year technical/university degree",1720.7,190
"Myocastor_coypus","One/two/three-year technical/university degree",1235.3,17
"Naja_naja","One/two/three-year technical/university degree",1952.9,220
"Nasua_narica","One/two/three-year technical/university degree",1510.4,86
"Nasua_nasua","One/two/three-year technical/university degree",1281.9,67
"Necrosyrtes_monachus","One/two/three-year technical/university degree",1500.3,126
"Neofelis_nebulosa","One/two/three-year technical/university degree",1584.4,139
"Nestor_meridionalis","One/two/three-year technical/university degree",1436.5,102
