"Name","Academic","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous"
"Acryllium_vulturinum","Kindergarten + Primary school",1521.8,104,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No"
"Mungos_mungo","Master's degree",1558,104,"Mungos_mungo","Mammal","Mongoose","No","Yes","No"
"Macaca_silenus","One/two/three-year technical/university degree",1544.6,104,"Macaca_silenus","Mammal","Primate","No","Yes","No"
"Vicugna_pacos","Other",1504,104,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Pithecia pithecia","PhD and more",1478.1,104,"Pithecia_pithecia","Mammal","Primate","No","No","No"
"Incilius_alvarius","High school + Middle school",1482.4,105,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Agalychnis_callidryas","High school diploma",1491.6,105,"Agalychnis_callidryas","Squamata","Amphibia","No","Yes","No"
"Gulo_gulo","Kindergarten + Primary school",1495.6,105,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Loxodonta_africana","Master's degree",1494.2,105,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes"
"Leptoptilos_crumenifer","One/two/three-year technical/university degree",1510.5,105,"Leptoptilos_crumenifer","Bird","Bird (not Raptor)","No","No","No"
"Papillon","Other",1501.8,105,"Papillon","Insect","Lepidoptera","No","No","No"
"Spalax","PhD and more",1455.9,105,"Spalax","Mammal","Rodent","No","No","No"
"Aepyceros_melampus","High school + Middle school",1500,106,"Aepyceros_melampus","Mammal","Ungulate","No","No","No"
"Taricha_torosa","High school diploma",1504.6,106,"Taricha_torosa","Squamata","Amphibia","No","Yes","No"
"Gulo_gulo2","Kindergarten + Primary school",1515.3,106,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Trichosurus_vulpecula","Master's degree",1493.5,106,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No"
"Incilius_alvarius2","One/two/three-year technical/university degree",1492.4,106,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Nasua_nasua","Other",1451.2,106,"Nasua_nasua","Mammal","Procyonide","No","No","No"
"Pamphagidae","PhD and more",1500.5,106,"Pamphagidae","Insect","Orthoptere","No","No","No"
"Pan_paniscus3","High school + Middle school",1473.5,107,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Sarcophilus_harrisii","High school diploma",1478.2,107,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No"
"Felis_catus","Kindergarten + Primary school",1500.1,107,"Felis_catus","Mammal","Felidae","No","Yes","No"
"Leptoptilos_crumenifer","Master's degree",1475.7,107,"Leptoptilos_crumenifer","Bird","Bird (not Raptor)","No","No","No"
"Otocolobus_manul","One/two/three-year technical/university degree",1506,107,"Otocolobus_manul","Mammal","Felidae","No","Yes","No"
"Bufonidae","Other",1488.1,107,"Bufonidae","Squamata","Amphibia","No","Yes","No"
"Porphyrio_hochstetteri","PhD and more",1507.8,107,"Porphyrio_hochstetteri","Bird","Bird (not Raptor)","No","No","No"
"Sula_sula","High school + Middle school",1469,108,"Sula_sula","Bird","Bird (not Raptor)","No","Yes","No"
"Odonata2","High school diploma",1486.4,108,"Odonata","Insect","Odonata","No","Yes","No"
"Chroicocephalus_scopulinus","Kindergarten + Primary school",1507,108,"Chroicocephalus_scopulinus","Bird","Bird (not Raptor)","No","Yes","No"
"Libellula_quadrimaculata","Master's degree",1531.8,108,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No"
"Calliphora_vomitoria","One/two/three-year technical/university degree",1453.2,108,"Calliphora_vomitoria","Insect","Diptera","No","No","No"
"Otocolobus_manul","Other",1500.6,108,"Otocolobus_manul","Mammal","Felidae","No","Yes","No"
"Bufonidae","PhD and more",1520.7,108,"Bufonidae","Squamata","Amphibia","No","Yes","No"
"Gulo_gulo2","High school + Middle school",1489.1,109,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Strophurus","High school diploma",1547,109,"Strophurus_","Squamata","Lizard","No","Yes","No"
"Balaeniceps_rex","Kindergarten + Primary school",1474.9,109,"Balaeniceps_rex","Bird","Bird (not Raptor)","No","No","No"
"Balaeniceps_rex","Master's degree",1483.2,109,"Balaeniceps_rex","Bird","Bird (not Raptor)","No","No","No"
"Pithecia pithecia","One/two/three-year technical/university degree",1498.8,109,"Pithecia_pithecia","Mammal","Primate","No","No","No"
"Buteo_galapagoensis","Other",1500.7,109,"Buteo_galapagoensis","Bird","Raptor","No","Yes","No"
"Leopardus_wiedii","PhD and more",1457.3,109,"Leopardus_wiedii","Mammal","Felidae","No","No","No"
"Gypaetus_barbatus2","High school + Middle school",1525.5,110,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Gulo_gulo2","High school diploma",1507.8,110,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Bubo_scandiacus","Kindergarten + Primary school",1505.1,110,"Bubo_scandiacus","Bird","Raptor","No","No","No"
"Pan_paniscus2","Master's degree",1503.2,110,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Iguana_iguana2","One/two/three-year technical/university degree",1492.9,110,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Mungos_mungo","Other",1501.2,110,"Mungos_mungo","Mammal","Mongoose","No","Yes","No"
"Romalea_microptera","PhD and more",1543.9,110,"Romalea_microptera","Insect","Orthoptere","No","No","No"
"Nestor_meridionalis","High school + Middle school",1490.1,111,"Nestor_meridionalis","Bird","Bird (not Raptor)","No","No","No"
"Odonata","High school diploma",1531.8,111,"Odonata","Insect","Odonata","No","Yes","No"
"Artibeus_planirostris","Kindergarten + Primary school",1502,111,"Artibeus_planirostris","Mammal","Chiroptera","No","No","No"
"Macaca_silenus","Master's degree",1471.4,111,"Macaca_silenus","Mammal","Primate","No","Yes","No"
"Incilius_alvarius","One/two/three-year technical/university degree",1418.7,111,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Harpia_Harpyja","Other",1463.1,111,"Harpia_Harpyja","Bird","Raptor","Yes","No","No"
"Pan_paniscus4","PhD and more",1492.9,111,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Taricha_torosa","High school + Middle school",1537.2,112,"Taricha_torosa","Squamata","Amphibia","No","Yes","No"
"Harpia_Harpyja","High school diploma",1485.5,112,"Harpia_Harpyja","Bird","Raptor","Yes","No","No"
"Mandrillus_sphinx","Kindergarten + Primary school",1510.6,112,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Bufonidae","Master's degree",1456.6,112,"Bufonidae","Squamata","Amphibia","No","Yes","No"
"Hyles_euphorbiae","One/two/three-year technical/university degree",1551.2,112,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No"
"Balaeniceps_rex","Other",1486,112,"Balaeniceps_rex","Bird","Bird (not Raptor)","No","No","No"
"Plathyrrhinus_fusciventris","PhD and more",1517,112,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No"
"Saiga_tatarica","High school + Middle school",1514.7,113,"Saiga_tatarica","Mammal","Ungulate","No","No","No"
"Nasua_narica","High school diploma",1597.6,113,"Nasua_narica","Mammal","Procyonide","No","No","No"
"Macaca_fuscata","Kindergarten + Primary school",1504.2,113,"Macaca_fuscata","Mammal","Primate","No","Yes","No"
"Sula_nebouxii","Master's degree",1508.3,113,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No"
"Bufonidae","One/two/three-year technical/university degree",1560.7,113,"Bufonidae","Squamata","Amphibia","No","Yes","No"
"Hyles_euphorbiae","Other",1490.5,113,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No"
"Aquila_chrysaetos","PhD and more",1441,113,"Aquila_chrysaetos","Bird","Raptor","No","No","No"
"Acryllium_vulturinum","High school + Middle school",1472.3,114,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No"
"Cynictis_penicillata","High school diploma",1493.5,114,"Cynictis_penicillata","Mammal","Mongoose","No","Yes","No"
"Sarcophilus_harrisii","Kindergarten + Primary school",1520.3,114,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No"
"Taricha_torosa","Master's degree",1503.9,114,"Taricha_torosa","Squamata","Amphibia","No","Yes","No"
"Canis_lupus_familiaris","One/two/three-year technical/university degree",1514.7,114,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes"
"Euphractus _sexcinctus","Other",1510.6,114,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No"
"Necrosyrtes_monachus","PhD and more",1506.1,114,"Necrosyrtes_monachus","Bird","Raptor","No","No","No"
"Trichosurus_vulpecula","High school + Middle school",1499.6,115,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No"
"Pardofelis_temminckii","High school diploma",1544.3,115,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No"
"Panthera_leo3","Kindergarten + Primary school",1505.2,115,"Panthera_leo","Mammal","Felidae","Yes","No","Yes"
"Incilius_alvarius","Master's degree",1546.8,115,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Odonata2","One/two/three-year technical/university degree",1524.7,115,"Odonata","Insect","Odonata","No","Yes","No"
"Strophurus","Other",1503.2,115,"Strophurus_","Squamata","Lizard","No","Yes","No"
"Pan_paniscus2","PhD and more",1438.9,115,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Daubentonia_madagascariensis","High school + Middle school",1508.6,116,"Daubentonia_madagascariensis","Mammal","Primate","No","No","No"
"Leptailurus_serval","High school diploma",1457.7,116,"Leptailurus_serval","Mammal","Felidae","No","Yes","No"
"Mungos_mungo","Kindergarten + Primary school",1503,116,"Mungos_mungo","Mammal","Mongoose","No","Yes","No"
"Macaca_fuscata","Master's degree",1512.9,116,"Macaca_fuscata","Mammal","Primate","No","Yes","No"
"Saiga_tatarica","One/two/three-year technical/university degree",1469.9,116,"Saiga_tatarica","Mammal","Ungulate","No","No","No"
"Odonata2","Other",1508.1,116,"Odonata","Insect","Odonata","No","Yes","No"
"Iguana_iguana2","PhD and more",1515.6,116,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Sus_scrofa","High school + Middle school",1550.8,117,"Sus_scrofa","Mammal","Ungulate","No","No","Yes"
"Corvus","High school diploma",1466.5,117,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Hippopotamus_amphibius","Kindergarten + Primary school",1514.4,117,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes"
"Buprestidae","Master's degree",1573.6,117,"Buprestidae","Insect","Coleoptera","No","No","No"
"Libellula_quadrimaculata","One/two/three-year technical/university degree",1472.5,117,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No"
"Pteropus_conspicillatus","Other",1511.7,117,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No"
"Geronticus_eremita","PhD and more",1466.4,117,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No"
"Calliphora_vomitoria","High school + Middle school",1535.8,118,"Calliphora_vomitoria","Insect","Diptera","No","No","No"
"Thalassarche_cauta","High school diploma",1513.4,118,"Thalassarche_cauta","Bird","Bird (not Raptor)","No","No","No"
"Daubentonia_madagascariensis","Kindergarten + Primary school",1508.5,118,"Daubentonia_madagascariensis","Mammal","Primate","No","No","No"
"Papillon","Master's degree",1548.9,118,"Papillon","Insect","Lepidoptera","No","No","No"
"Pamphagidae","One/two/three-year technical/university degree",1491.9,118,"Pamphagidae","Insect","Orthoptere","No","No","No"
"Rattus_norvegicus","Other",1504.3,118,"Rattus_norvegicus","Mammal","Rodent","No","No","No"
"Sula_sula","PhD and more",1481.9,118,"Sula_sula","Bird","Bird (not Raptor)","No","Yes","No"
"Agalychnis_callidryas","High school + Middle school",1548.6,119,"Agalychnis_callidryas","Squamata","Amphibia","No","Yes","No"
"Cryptoprocto _ferox","High school diploma",1518.8,119,"Cryptoprocto_ferox","Mammal","Felidae","Yes","No","No"
"Cairina_moschata","Kindergarten + Primary school",1508.5,119,"Cairina_moschata","Bird","Bird (not Raptor)","No","Yes","No"
"Struthio_camelus","Master's degree",1561,119,"Struthio_camelus","Bird","Bird (not Raptor)","No","No","No"
"Harpia_Harpyja","One/two/three-year technical/university degree",1498.9,119,"Harpia_Harpyja","Bird","Raptor","Yes","No","No"
"Porphyrio_hochstetteri","Other",1484.9,119,"Porphyrio_hochstetteri","Bird","Bird (not Raptor)","No","No","No"
"Gyps_rueppelli","PhD and more",1497.3,119,"Gyps_rueppelli","Bird","Raptor","No","No","No"
"Didelphis_virginiana","High school + Middle school",1510.1,120,"Didelphis_virginiana","Mammal","Marsupial","No","No","No"
"Stephanoaetus_coronatus","High school diploma",1476.9,120,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No"
"Neofelis_nebulosa","Kindergarten + Primary school",1526.3,120,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes"
"Acryllium_vulturinum","Master's degree",1560.6,120,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No"
"Artibeus_planirostris","One/two/three-year technical/university degree",1533.6,120,"Artibeus_planirostris","Mammal","Chiroptera","No","No","No"
"Varecia_rubra","Other",1441.7,120,"Varecia_rubra","Mammal","Primate","No","No","No"
"Canis_lupus","PhD and more",1543.5,120,"Canis_lupus_","Mammal","Canidae","Yes","Yes","Yes"
"Gorilla_gorilla_gorilla","High school + Middle school",1523.5,121,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes"
"Incilius_alvarius","High school diploma",1484,121,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Python_bivittatus","Kindergarten + Primary school",1523,121,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes"
"Thalassarche_cauta","Master's degree",1504.3,121,"Thalassarche_cauta","Bird","Bird (not Raptor)","No","No","No"
"Gypaetus_barbatus2","One/two/three-year technical/university degree",1404.9,121,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Ailurops_ursinus","Other",1505,121,"Ailurops_ursinus","Mammal","Marsupial","No","No","No"
"Hypsignathus_monstrosus","PhD and more",1457.6,121,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No"
"Varecia_rubra","High school + Middle school",1541.3,122,"Varecia_rubra","Mammal","Primate","No","No","No"
"Balaeniceps_rex","High school diploma",1545.5,122,"Balaeniceps_rex","Bird","Bird (not Raptor)","No","No","No"
"Lycaon_pictus","Kindergarten + Primary school",1521.4,122,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Intellagama_lesueurii","Master's degree",1590.5,122,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No"
"Gulo_gulo","One/two/three-year technical/university degree",1504.9,122,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Hemicentetes_semispinosus","Other",1509.6,122,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No"
"Papillon","PhD and more",1514.4,122,"Papillon","Insect","Lepidoptera","No","No","No"
"Macaca_silenus","High school + Middle school",1538.4,123,"Macaca_silenus","Mammal","Primate","No","Yes","No"
"Cairina_moschata","High school diploma",1539.7,123,"Cairina_moschata","Bird","Bird (not Raptor)","No","Yes","No"
"Trichosurus_vulpecula","Kindergarten + Primary school",1541.1,123,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No"
"Macronectes_halli","Master's degree",1579.8,123,"Macronectes_halli","Bird","Bird (not Raptor)","No","No","No"
"Pardofelis_temminckii","One/two/three-year technical/university degree",1526.6,123,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No"
"Gyps_rueppelli","Other",1510.7,123,"Gyps_rueppelli","Bird","Raptor","No","No","No"
"Libellula_quadrimaculata","PhD and more",1529.2,123,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No"
"Ursus_maritimus","High school + Middle school",1546.5,124,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes"
"Pithecia pithecia","High school diploma",1513.2,124,"Pithecia_pithecia","Mammal","Primate","No","No","No"
"Incilius_alvarius","Kindergarten + Primary school",1536.8,124,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Gulo_gulo","Master's degree",1570.3,124,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Thalassarche_cauta","One/two/three-year technical/university degree",1508.3,124,"Thalassarche_cauta","Bird","Bird (not Raptor)","No","No","No"
"Acinonyx_jubatus","Other",1524.4,124,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes"
"Macronectes_halli","PhD and more",1492.9,124,"Macronectes_halli","Bird","Bird (not Raptor)","No","No","No"
"Panthera_leo2","High school + Middle school",1563.1,125,"Panthera_leo","Mammal","Felidae","Yes","No","Yes"
"Buteo_galapagoensis","High school diploma",1580.2,125,"Buteo_galapagoensis","Bird","Raptor","No","Yes","No"
"Zamenis_longissimus","Kindergarten + Primary school",1524.9,125,"Zamenis_longissimus","Squamata","Snake","No","Yes","No"
"Ateles_hybridus","Master's degree",1514.5,125,"Ateles_hybridus","Mammal","Primate","No","No","No"
"Sus_scrofa","One/two/three-year technical/university degree",1518.3,125,"Sus_scrofa","Mammal","Ungulate","No","No","Yes"
"Procyon_lotor","Other",1492.5,125,"Procyon_lotor","Mammal","Procyonide","No","Yes","No"
"Saiga_tatarica","PhD and more",1512.2,125,"Saiga_tatarica","Mammal","Ungulate","No","No","No"
"Eulemur _coronatus","High school + Middle school",1517.9,126,"Eulemur_coronatus","Mammal","Primate","No","No","No"
"Euphractus _sexcinctus","High school diploma",1482.7,126,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No"
"Pteropus_conspicillatus","Kindergarten + Primary school",1530.4,126,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No"
"Buteo_galapagoensis","Master's degree",1487.5,126,"Buteo_galapagoensis","Bird","Raptor","No","Yes","No"
"Necrosyrtes_monachus","One/two/three-year technical/university degree",1500.3,126,"Necrosyrtes_monachus","Bird","Raptor","No","No","No"
"Lycaon_pictus2","Other",1541.9,126,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes"
"Incilius_alvarius2","PhD and more",1498.5,126,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Haematopus_ater","High school + Middle school",1520.6,127,"Haematopus_ater","Bird","Bird (not Raptor)","No","Yes","No"
"Arctocephalus forsteri","High school diploma",1566,127,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Choloepus_didactylus","Kindergarten + Primary school",1513.5,127,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No"
"Necrosyrtes_monachus","Master's degree",1595.1,127,"Necrosyrtes_monachus","Bird","Raptor","No","No","No"
"Aquila_chrysaetos","One/two/three-year technical/university degree",1554.2,127,"Aquila_chrysaetos","Bird","Raptor","No","No","No"
"Nestor_meridionalis","Other",1529.5,127,"Nestor_meridionalis","Bird","Bird (not Raptor)","No","No","No"
"Heterocephalus_glaber","PhD and more",1490.5,127,"Heterocephalus_glaber","Mammal","Rodent","No","No","No"
"Strophurus","High school + Middle school",1560.3,128,"Strophurus_","Squamata","Lizard","No","Yes","No"
"Porphyrio_hochstetteri","High school diploma",1580.5,128,"Porphyrio_hochstetteri","Bird","Bird (not Raptor)","No","No","No"
"Eudyptes_chrysocome","Kindergarten + Primary school",1532.1,128,"Eudyptes_chrysocome","Bird","Bird (not Raptor)","No","Yes","No"
"Gymnogyps_californianus","Master's degree",1610.9,128,"Gymnogyps_californianus","Bird","Raptor","No","No","No"
"Intellagama_lesueurii","One/two/three-year technical/university degree",1541.7,128,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No"
"Odonata","Other",1568.5,128,"Odonata","Insect","Odonata","No","Yes","No"
"Balaeniceps_rex","PhD and more",1535.9,128,"Balaeniceps_rex","Bird","Bird (not Raptor)","No","No","No"
"Incilius_alvarius2","High school + Middle school",1543.9,129,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Libellula_quadrimaculata","High school diploma",1554.6,129,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No"
"Gypaetus_barbatus","Kindergarten + Primary school",1531.4,129,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Spalax","Master's degree",1500.4,129,"Spalax","Mammal","Rodent","No","No","No"
"Pithecia pithecia2","One/two/three-year technical/university degree",1510.6,129,"Pithecia_pithecia","Mammal","Primate","No","No","No"
"Sula_nebouxii","Other",1571.1,129,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No"
"Nasua_narica","PhD and more",1504.1,129,"Nasua_narica","Mammal","Procyonide","No","No","No"
"Euphractus _sexcinctus","High school + Middle school",1531.4,130,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No"
"Gypaetus_barbatus2","High school diploma",1551.6,130,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No"
"Conolophus_pallidus","Kindergarten + Primary school",1536.5,130,"Conolophus_pallidus","Squamata","Lizard","No","No","No"
"Hyles_euphorbiae","Master's degree",1572,130,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No"
"Tockus_flavirostris","One/two/three-year technical/university degree",1510,130,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No"
"Numida_meleagris","Other",1540.1,130,"Numida_meleagris","Bird","Bird (not Raptor)","No","No","No"
"Amblyrhynchus_cristatus","PhD and more",1504.6,130,"Amblyrhynchus_cristatus","Squamata","Lizard","No","No","No"
"Arctocephalus forsteri","High school + Middle school",1573.6,131,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Neofelis_nebulosa","High school diploma",1542.4,131,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes"
"Geronticus_eremita","Kindergarten + Primary school",1539.6,131,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No"
"Odonata2","Master's degree",1538.1,131,"Odonata","Insect","Odonata","No","Yes","No"
"Canis_lupus","One/two/three-year technical/university degree",1543.3,131,"Canis_lupus_","Mammal","Canidae","Yes","Yes","Yes"
"Podarcis_muralis","Other",1528.9,131,"Podarcis_muralis","Squamata","Lizard","No","Yes","No"
"Desmodus_rotondus","PhD and more",1481.6,131,"Desmodus_rotundus","Mammal","Chiroptera","No","Yes","No"
"Struthio_camelus","High school + Middle school",1513.9,132,"Struthio_camelus","Bird","Bird (not Raptor)","No","No","No"
"Hemicentetes_semispinosus","High school diploma",1574.3,132,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No"
"Gorilla_Gorilla_Beringei","Kindergarten + Primary school",1536.7,132,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes"
"Stephanoaetus_coronatus","Master's degree",1546.9,132,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No"
"Lynx_rufus2","One/two/three-year technical/university degree",1591.8,132,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Panthera_uncia","Other",1521.9,132,"Panthera_uncia","Mammal","Felidae","Yes","No","Yes"
"Daubentonia_madagascariensis","PhD and more",1481.8,132,"Daubentonia_madagascariensis","Mammal","Primate","No","No","No"
"Lynx_rufus","High school + Middle school",1592.2,133,"Lynx_rufus","Mammal","Felidae","No","Yes","No"
"Daubentonia_madagascariensis","High school diploma",1578.5,133,"Daubentonia_madagascariensis","Mammal","Primate","No","No","No"
"Leptoptilos_crumenifer","Kindergarten + Primary school",1537.3,133,"Leptoptilos_crumenifer","Bird","Bird (not Raptor)","No","No","No"
"Plathyrrhinus_fusciventris","Master's degree",1588.4,133,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No"
"Macaca_fuscata","One/two/three-year technical/university degree",1500,133,"Macaca_fuscata","Mammal","Primate","No","Yes","No"
"Carlito_syrichta","Other",1502.5,133,"Carlito_syrichta","Mammal","Primate","No","Yes","No"
"Artibeus_planirostris","PhD and more",1586,133,"Artibeus_planirostris","Mammal","Chiroptera","No","No","No"
"Pithecia pithecia","High school + Middle school",1550.5,134,"Pithecia_pithecia","Mammal","Primate","No","No","No"
"Acryllium_vulturinum","High school diploma",1581.5,134,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No"
"Evarcha_arcuata","Kindergarten + Primary school",1529.6,134,"Evarcha_arcuata","Spider","Spider","No","Yes","No"
"Strophurus","Master's degree",1541.6,134,"Strophurus_","Squamata","Lizard","No","Yes","No"
"Numida_meleagris","One/two/three-year technical/university degree",1543.7,134,"Numida_meleagris","Bird","Bird (not Raptor)","No","No","No"
"Mandrillus_sphinx","Other",1541.1,134,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes"
"Struthio_camelus","PhD and more",1507.8,134,"Struthio_camelus","Bird","Bird (not Raptor)","No","No","No"
"Cairina_moschata","High school + Middle school",1566.2,135,"Cairina_moschata","Bird","Bird (not Raptor)","No","Yes","No"
"Iguana_iguana","High school diploma",1547,135,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Heterocephalus_glaber","Kindergarten + Primary school",1544.7,135,"Heterocephalus_glaber","Mammal","Rodent","No","No","No"
"Pan_troglodytes","Master's degree",1497.8,135,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes"
"Macronectes_halli","One/two/three-year technical/university degree",1535.6,135,"Macronectes_halli","Bird","Bird (not Raptor)","No","No","No"
"Nyctereutes_procyonoides","Other",1506.6,135,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No"
"Buteo_galapagoensis","PhD and more",1492,135,"Buteo_galapagoensis","Bird","Raptor","No","Yes","No"
"Neofelis_nebulosa","High school + Middle school",1518.3,136,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes"
"Plathyrrhinus_fusciventris","High school diploma",1573.7,136,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No"
"Varecia_variegata","Kindergarten + Primary school",1541.1,136,"Varecia_variegata","Mammal","Primate","No","No","No"
"Pithecia pithecia","Master's degree",1491.3,136,"Pithecia_pithecia","Mammal","Primate","No","No","No"
"Ateles_hybridus","One/two/three-year technical/university degree",1545.4,136,"Ateles_hybridus","Mammal","Primate","No","No","No"
"Aquila_chrysaetos","Other",1519.3,136,"Aquila_chrysaetos","Bird","Raptor","No","No","No"
"Acryllium_vulturinum","PhD and more",1521.7,136,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No"
"Plathyrrhinus_fusciventris","High school + Middle school",1563.6,137,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No"
"Gymnogyps_californianus","High school diploma",1594,137,"Gymnogyps_californianus","Bird","Raptor","No","No","No"
"Arctocephalus_forsteri2","Kindergarten + Primary school",1516.7,137,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Calliphora_vomitoria","Master's degree",1641.9,137,"Calliphora_vomitoria","Insect","Diptera","No","No","No"
"Odonata","One/two/three-year technical/university degree",1535.4,137,"Odonata","Insect","Odonata","No","Yes","No"
"Gymnogyps_californianus","Other",1541.3,137,"Gymnogyps_californianus","Bird","Raptor","No","No","No"
"Nyctereutes_procyonoides","PhD and more",1456.8,137,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No"
"Loris_tardigradus","High school + Middle school",1572.6,138,"Loris_tardigradus","Mammal","Primate","No","No","No"
"Gyps_rueppelli","High school diploma",1629.7,138,"Gyps_rueppelli","Bird","Raptor","No","No","No"
"Crocodylus_porosus","Kindergarten + Primary school",1532.6,138,"Crocodylus_porosus","Squamata","Crocodile","Yes","Yes","Yes"
"Iguana_iguana2","Master's degree",1526.2,138,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Spalax","One/two/three-year technical/university degree",1537.2,138,"Spalax","Mammal","Rodent","No","No","No"
"Hypsignathus_monstrosus","Other",1561.7,138,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No"
"Iguana_iguana","PhD and more",1567.1,138,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Tockus_flavirostris","High school + Middle school",1589.8,139,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No"
