"Name","Academic","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous"
"Aepyceros_melampus2","One/two/three-year technical/university degree",1232.6,34,"Aepyceros_melampus","Mammal","Ungulate","No","No","No"
"Petroica_macrocephala","Other",1317.8,34,"Petroica_macrocephala","Bird","Bird (not Raptor)","No","No","No"
"Bubo_scandiacus","PhD and more",1227.6,34,"Bubo_scandiacus","Bird","Raptor","No","No","No"
"Vicugna_pacos2","High school + Middle school",1294.8,35,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Ailurus_fulgens","High school diploma",1247.7,35,"Ailurus_fulgens","Mammal","Ursus","No","No","No"
"Equus_caballus","Kindergarten + Primary school",1391.7,35,"Equus_caballus","Mammal","Ungulate","No","No","No"
"Arctocephalus_forsteri2","Master's degree",1307.1,35,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Arctocephalus_forsteri2","One/two/three-year technical/university degree",1325.8,35,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Athene_noctua","Other",1381.3,35,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No"
"Eulemur _coronatus2","PhD and more",1331.6,35,"Eulemur_coronatus","Mammal","Primate","No","No","No"
"Athene_noctua3","High school + Middle school",1336.7,36,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No"
"Tauraco_leucotis","High school diploma",1312.5,36,"Tauraco_leucotis","Bird","Bird (not Raptor)","No","No","No"
"Cerdocyon_thous","Kindergarten + Primary school",1441.6,36,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No"
"Aonyx_cinereus2","Master's degree",1306.7,36,"Aonyx_cinereus","Mammal","Mustelidae","No","Yes","No"
"Rhinopithecus_roxellana","One/two/three-year technical/university degree",1317.3,36,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No"
"Vicugna_vicugna","Other",1333.8,36,"Vicugna_vicugna","Mammal","Ungulate","No","No","No"
"Propithecus_coquereli","PhD and more",1321.3,36,"Propithecus_coquereli","Mammal","Primate","No","No","No"
"Pteropus_conspicillatus","High school + Middle school",1318.2,37,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No"
"Bubo_bubo","High school diploma",1271.9,37,"Bubo_bubo","Bird","Raptor","No","Yes","No"
"Necrosyrtes_monachus","Kindergarten + Primary school",1391.8,37,"Necrosyrtes_monachus","Bird","Raptor","No","No","No"
"Nasua_nasua","Master's degree",1340.5,37,"Nasua_nasua","Mammal","Procyonide","No","No","No"
"Bubo_scandiacus","One/two/three-year technical/university degree",1292,37,"Bubo_scandiacus","Bird","Raptor","No","No","No"
"Felis_catus","Other",1330.8,37,"Felis_catus","Mammal","Felidae","No","Yes","No"
"Euphractus _sexcinctus","PhD and more",1371.3,37,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No"
"Pardofelis_temminckii","High school + Middle school",1310.8,38,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No"
"Giraffa_camelopardalis_reticulata","High school diploma",1375.9,38,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No"
"Desmodus_rotondus","Kindergarten + Primary school",1400.8,38,"Desmodus_rotundus","Mammal","Chiroptera","No","Yes","No"
"Rhinopithecus_roxellana","Master's degree",1304.8,38,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No"
"Equus_caballus","One/two/three-year technical/university degree",1224.9,38,"Equus_caballus","Mammal","Ungulate","No","No","No"
"Ailuropoda_melanoleuca","Other",1332.4,38,"Ailuropoda_melanoleuca","Mammal","Ursus","No","No","No"
"Suricata_suricatta","PhD and more",1286.9,38,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No"
"Bubo_bubo2","High school + Middle school",1325.2,39,"Bubo_bubo","Bird","Raptor","No","Yes","No"
"Bubo_bubo2","High school diploma",1265.8,39,"Bubo_bubo","Bird","Raptor","No","Yes","No"
"Lemur_catta","Kindergarten + Primary school",1403,39,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Propithecus_coquereli","Master's degree",1336.4,39,"Propithecus_coquereli","Mammal","Primate","No","No","No"
"Bubo_bubo2","One/two/three-year technical/university degree",1291.5,39,"Bubo_bubo","Bird","Raptor","No","Yes","No"
"Choloepus_didactylus3","Other",1350.6,39,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No"
"Vulpes_zerda","PhD and more",1342.7,39,"Vulpes_zerda","Mammal","Canidae","No","Yes","No"
"Nasua_narica","High school + Middle school",1353.8,40,"Nasua_narica","Mammal","Procyonide","No","No","No"
"Nestor_meridionalis","High school diploma",1297.5,40,"Nestor_meridionalis","Bird","Bird (not Raptor)","No","No","No"
"Pogona_vitticeps","Kindergarten + Primary school",1388.6,40,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No"
"Vicugna_pacos","Master's degree",1275.8,40,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Bubo_bubo","One/two/three-year technical/university degree",1283.2,40,"Bubo_bubo","Bird","Raptor","No","Yes","No"
"Pamphagidae","Other",1361.9,40,"Pamphagidae","Insect","Orthoptere","No","No","No"
"Propithecus_verreauxi","PhD and more",1350.4,40,"Propithecus_verreauxi","Mammal","Primate","No","No","No"
"Myocastor_coypus","High school + Middle school",1330.5,41,"Myocastor_coypus","Mammal","Rodent","No","No","No"
"Myocastor_coypus","High school diploma",1302.6,41,"Myocastor_coypus","Mammal","Rodent","No","No","No"
"Oryctolagus_cuniculus2","Kindergarten + Primary school",1407.2,41,"Oryctolagus_cuniculus","Mammal","Lagomorpha","No","No","No"
"Athene_noctua3","Master's degree",1323.4,41,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No"
"Suricata_suricatta","One/two/three-year technical/university degree",1288.5,41,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No"
"Equus_caballus","Other",1380.8,41,"Equus_caballus","Mammal","Ungulate","No","No","No"
"Litoria_infrafrenata","PhD and more",1331.8,41,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No"
"Hylobates_agilis","High school + Middle school",1352.9,42,"Hylobates_agilis","Mammal","Primate","No","No","No"
"Pan_paniscus","High school diploma",1404.2,42,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Chelonoidis_porteri","Kindergarten + Primary school",1401.5,42,"Chelonoidis_porteri","Squamata","Tortoise","No","No","No"
"Nestor_meridionalis","Master's degree",1318.8,42,"Nestor_meridionalis","Bird","Bird (not Raptor)","No","No","No"
"Tapirus_indicus","One/two/three-year technical/university degree",1378.7,42,"Tapirus_indicus","Mammal","Ungulate","No","No","No"
"Choloepus_didactylus2","Other",1339.9,42,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No"
"Eulemur _coronatus","PhD and more",1328.1,42,"Eulemur_coronatus","Mammal","Primate","No","No","No"
"Testudo_hermanni","High school + Middle school",1347.6,43,"Testudo_hermanni","Squamata","Tortoise","No","No","No"
"Ailuropoda_melanoleuca","High school diploma",1280.4,43,"Ailuropoda_melanoleuca","Mammal","Ursus","No","No","No"
"Agalychnis_callidryas","Kindergarten + Primary school",1394.6,43,"Agalychnis_callidryas","Squamata","Amphibia","No","Yes","No"
"Bubo_scandiacus","Master's degree",1262.7,43,"Bubo_scandiacus","Bird","Raptor","No","No","No"
"Ara_ararauna","One/two/three-year technical/university degree",1227.7,43,"Ara_ararauna","Bird","Bird (not Raptor)","No","No","No"
"Eulemur _coronatus2","Other",1358.4,43,"Eulemur_coronatus","Mammal","Primate","No","No","No"
"Hylobates_agilis","PhD and more",1279.4,43,"Hylobates_agilis","Mammal","Primate","No","No","No"
"Bubo_scandiacus","High school + Middle school",1341.6,44,"Bubo_scandiacus","Bird","Raptor","No","No","No"
"Carlito_syrichta","High school diploma",1321,44,"Carlito_syrichta","Mammal","Primate","No","Yes","No"
"Cryptoprocto _ferox","Kindergarten + Primary school",1421.1,44,"Cryptoprocto_ferox","Mammal","Felidae","Yes","No","No"
"Haematopus_ater","Master's degree",1333.8,44,"Haematopus_ater","Bird","Bird (not Raptor)","No","Yes","No"
"Vulpes_zerda","One/two/three-year technical/university degree",1312.4,44,"Vulpes_zerda","Mammal","Canidae","No","Yes","No"
"Dasypus_novemcinctus","Other",1349.7,44,"Dasypus_novemcinctus","Mammal","Xenarthra","No","No","No"
"Aepyceros_melampus2","PhD and more",1322.8,44,"Aepyceros_melampus","Mammal","Ungulate","No","No","No"
"Corvus2","High school + Middle school",1324.8,45,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Pteropus_conspicillatus","High school diploma",1402.3,45,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No"
"Spheniscus_humboldti","Kindergarten + Primary school",1401.5,45,"Spheniscus_humboldti","Bird","Bird (not Raptor)","No","Yes","No"
"Miopithecus_ogouensis","Master's degree",1354.8,45,"Miopithecus_ogouensis","Mammal","Primate","No","No","No"
"Dasypus_novemcinctus","One/two/three-year technical/university degree",1307.8,45,"Dasypus_novemcinctus","Mammal","Xenarthra","No","No","No"
"Corvus2","Other",1370.1,45,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Cerdocyon_thous","PhD and more",1341.4,45,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No"
"Varecia_variegata","High school + Middle school",1392.2,46,"Varecia_variegata","Mammal","Primate","No","No","No"
"Corvus2","High school diploma",1384.4,46,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Crotalus2","Kindergarten + Primary school",1399,46,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes"
"Lemur_catta2","Master's degree",1341.1,46,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Asio_flammeus","One/two/three-year technical/university degree",1300.7,46,"Asio_flammeus","Bird","Raptor","No","Yes","No"
"Bubo_bubo2","Other",1373.4,46,"Bubo_bubo","Bird","Raptor","No","Yes","No"
"Ara_chloropterus","PhD and more",1359.8,46,"Ara_chloropterus","Bird","Bird (not Raptor)","No","No","No"
"Chelonoidis_porteri","High school + Middle school",1383.2,47,"Chelonoidis_porteri","Squamata","Tortoise","No","No","No"
"Chroicocephalus_scopulinus","High school diploma",1308.4,47,"Chroicocephalus_scopulinus","Bird","Bird (not Raptor)","No","Yes","No"
"Ara_ararauna","Kindergarten + Primary school",1405.4,47,"Ara_ararauna","Bird","Bird (not Raptor)","No","No","No"
"Eudyptes chrysolophus","Master's degree",1339.1,47,"Eudyptes_chrysolophus","Bird","Bird (not Raptor)","No","Yes","No"
"Vicugna_pacos","One/two/three-year technical/university degree",1351.1,47,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Stephanoaetus_coronatus","Other",1364.9,47,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No"
"Taricha_torosa","PhD and more",1313.8,47,"Taricha_torosa","Squamata","Amphibia","No","Yes","No"
"Ailurops_ursinus","High school + Middle school",1347.1,48,"Ailurops_ursinus","Mammal","Marsupial","No","No","No"
"Chelonoidis_porteri","High school diploma",1299.8,48,"Chelonoidis_porteri","Squamata","Tortoise","No","No","No"
"Propithecus_verreauxi","Kindergarten + Primary school",1402.5,48,"Propithecus_verreauxi","Mammal","Primate","No","No","No"
"Psittacus_erithacus","Master's degree",1336.6,48,"Psittacus_erithacus","Bird","Bird (not Raptor)","No","No","No"
"Rattus_norvegicus","One/two/three-year technical/university degree",1359,48,"Rattus_norvegicus","Mammal","Rodent","No","No","No"
"Columba_livia","Other",1347.3,48,"Columba_livia","Bird","Bird (not Raptor)","No","No","No"
"Vicugna_pacos","PhD and more",1358.8,48,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Otocolobus_manul","High school + Middle school",1410.8,49,"Otocolobus_manul","Mammal","Felidae","No","Yes","No"
"Suricata_suricatta","High school diploma",1277.6,49,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No"
"Panthera_leo","Kindergarten + Primary school",1413.9,49,"Panthera_leo","Mammal","Felidae","Yes","No","Yes"
"Macropus_rufogriseus","Master's degree",1292.9,49,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No"
"Callithrix_argentata","One/two/three-year technical/university degree",1369.2,49,"Callithrix_argentata","Mammal","Primate","No","No","No"
"Chroicocephalus_scopulinus","Other",1378.7,49,"Chroicocephalus_scopulinus","Bird","Bird (not Raptor)","No","Yes","No"
"Lemur_catta","PhD and more",1349.6,49,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Miopithecus_ogouensis","High school + Middle school",1346.9,50,"Miopithecus_ogouensis","Mammal","Primate","No","No","No"
"Lemur_catta2","High school diploma",1369.9,50,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Aonyx_cinereus2","Kindergarten + Primary school",1409.2,50,"Aonyx_cinereus","Mammal","Mustelidae","No","Yes","No"
"Aepyceros_melampus2","Master's degree",1279.1,50,"Aepyceros_melampus","Mammal","Ungulate","No","No","No"
"Lemur_catta2","One/two/three-year technical/university degree",1353.3,50,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Hylobates_agilis","Other",1322.7,50,"Hylobates_agilis","Mammal","Primate","No","No","No"
"Lemur_catta2","PhD and more",1315.4,50,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Pithecia pithecia2","High school + Middle school",1351.8,51,"Pithecia_pithecia","Mammal","Primate","No","No","No"
"Eulemur _coronatus","High school diploma",1351.3,51,"Eulemur_coronatus","Mammal","Primate","No","No","No"
"Macropus_rufogriseus","Kindergarten + Primary school",1415.9,51,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No"
"Pteropus_conspicillatus","Master's degree",1316.3,51,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No"
"Vicugna_pacos2","One/two/three-year technical/university degree",1295.9,51,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Vicugna_pacos2","Other",1378.5,51,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Felis_silvestris","PhD and more",1335.7,51,"Felis_silvestris_","Mammal","Felidae","No","No","No"
"Ailuropoda_melanoleuca","High school + Middle school",1391.8,52,"Ailuropoda_melanoleuca","Mammal","Ursus","No","No","No"
"Propithecus_coquereli","High school diploma",1335.6,52,"Propithecus_coquereli","Mammal","Primate","No","No","No"
"Nasua_nasua","Kindergarten + Primary school",1415,52,"Nasua_nasua","Mammal","Procyonide","No","No","No"
"Eudyptes_chrysocome","Master's degree",1304.2,52,"Eudyptes_chrysocome","Bird","Bird (not Raptor)","No","Yes","No"
"Haematopus_ater","One/two/three-year technical/university degree",1414.9,52,"Haematopus_ater","Bird","Bird (not Raptor)","No","Yes","No"
"Bubo_bubo","Other",1383.6,52,"Bubo_bubo","Bird","Raptor","No","Yes","No"
"Eudyptes_chrysocome","PhD and more",1280.5,52,"Eudyptes_chrysocome","Bird","Bird (not Raptor)","No","Yes","No"
"Lemur_catta2","High school + Middle school",1380.5,53,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Miopithecus_ogouensis","High school diploma",1322.8,53,"Miopithecus_ogouensis","Mammal","Primate","No","No","No"
"Ailurops_ursinus","Kindergarten + Primary school",1420.4,53,"Ailurops_ursinus","Mammal","Marsupial","No","No","No"
"Callithrix_argentata","Master's degree",1284.1,53,"Callithrix_argentata","Mammal","Primate","No","No","No"
"Agalychnis_callidryas","One/two/three-year technical/university degree",1341.3,53,"Agalychnis_callidryas","Squamata","Amphibia","No","Yes","No"
"Cairina_moschata","Other",1364.6,53,"Cairina_moschata","Bird","Bird (not Raptor)","No","Yes","No"
"Equus_caballus","PhD and more",1351.1,53,"Equus_caballus","Mammal","Ungulate","No","No","No"
"Arctocephalus_forsteri2","High school + Middle school",1398.6,54,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Procyon_lotor","High school diploma",1395.1,54,"Procyon_lotor","Mammal","Procyonide","No","Yes","No"
"Felis_silvestris","Kindergarten + Primary school",1414.4,54,"Felis_silvestris_","Mammal","Felidae","No","No","No"
"Varecia_variegata","Master's degree",1403.6,54,"Varecia_variegata","Mammal","Primate","No","No","No"
"Macropus_rufogriseus","One/two/three-year technical/university degree",1306.9,54,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No"
"Pan_paniscus3","Other",1386.4,54,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Corvus2","PhD and more",1342.9,54,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Harpia_Harpyja","High school + Middle school",1391.2,55,"Harpia_Harpyja","Bird","Raptor","Yes","No","No"
"Rattus_norvegicus","High school diploma",1379.7,55,"Rattus_norvegicus","Mammal","Rodent","No","No","No"
"Bubo_bubo2","Kindergarten + Primary school",1432.5,55,"Bubo_bubo","Bird","Raptor","No","Yes","No"
"Procyon_lotor","Master's degree",1337.1,55,"Procyon_lotor","Mammal","Procyonide","No","Yes","No"
"Hylobates_agilis","One/two/three-year technical/university degree",1349.5,55,"Hylobates_agilis","Mammal","Primate","No","No","No"
"Lemur_catta","Other",1358.9,55,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Carlito_syrichta","PhD and more",1367.6,55,"Carlito_syrichta","Mammal","Primate","No","Yes","No"
"Pogona_vitticeps","High school + Middle school",1401.8,56,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No"
"Sula_nebouxii","High school diploma",1385.6,56,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No"
"Panthera_uncia","Kindergarten + Primary school",1448.1,56,"Panthera_uncia","Mammal","Felidae","Yes","No","Yes"
"Ailuropoda_melanoleuca","Master's degree",1322.6,56,"Ailuropoda_melanoleuca","Mammal","Ursus","No","No","No"
"Chroicocephalus_scopulinus","One/two/three-year technical/university degree",1321.4,56,"Chroicocephalus_scopulinus","Bird","Bird (not Raptor)","No","Yes","No"
"Incilius_alvarius2","Other",1398.8,56,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No"
"Nestor_meridionalis","PhD and more",1349.5,56,"Nestor_meridionalis","Bird","Bird (not Raptor)","No","No","No"
"Aonyx_cinereus2","High school + Middle school",1388.5,57,"Aonyx_cinereus","Mammal","Mustelidae","No","Yes","No"
"Gulo_gulo","High school diploma",1397.8,57,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No"
"Malpolon_monspessulanus","Kindergarten + Primary school",1437.1,57,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No"
"Pan_paniscus4","Master's degree",1309.2,57,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Nyctereutes_procyonoides","One/two/three-year technical/university degree",1392.1,57,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No"
"Vulpes_zerda","Other",1378.5,57,"Vulpes_zerda","Mammal","Canidae","No","Yes","No"
"Nasua_nasua","PhD and more",1366.1,57,"Nasua_nasua","Mammal","Procyonide","No","No","No"
"Columba_livia","High school + Middle school",1352.1,58,"Columba_livia","Bird","Bird (not Raptor)","No","No","No"
"Athene_noctua3","High school diploma",1318.5,58,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No"
"Columba_livia","Kindergarten + Primary school",1428.9,58,"Columba_livia","Bird","Bird (not Raptor)","No","No","No"
"Ailurops_ursinus","Master's degree",1399.9,58,"Ailurops_ursinus","Mammal","Marsupial","No","No","No"
"Cerdocyon_thous","One/two/three-year technical/university degree",1363.5,58,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No"
"Rhyticeros_cassidix","Other",1415.7,58,"Rhyticeros_cassidix","Bird","Bird (not Raptor)","No","No","No"
"Pan_troglodytes2","PhD and more",1340.3,58,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes"
"Athene_noctua","High school + Middle school",1386.7,59,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No"
"Ateles_hybridus","High school diploma",1390.4,59,"Ateles_hybridus","Mammal","Primate","No","No","No"
"Panthera_onca","Kindergarten + Primary school",1406.6,59,"Panthera_onca","Mammal","Felidae","Yes","No","Yes"
"Pan_paniscus3","Master's degree",1361.8,59,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Choloepus_didactylus","One/two/three-year technical/university degree",1324.1,59,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No"
"Pithecia pithecia2","Other",1399.6,59,"Pithecia_pithecia","Mammal","Primate","No","No","No"
"Rhyticeros_cassidix","PhD and more",1424.6,59,"Rhyticeros_cassidix","Bird","Bird (not Raptor)","No","No","No"
"Procyon_lotor","High school + Middle school",1452.7,60,"Procyon_lotor","Mammal","Procyonide","No","Yes","No"
"Arctocephalus_forsteri2","High school diploma",1295.7,60,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No"
"Pardofelis_temminckii","Kindergarten + Primary school",1426.9,60,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No"
"Rattus_norvegicus","Master's degree",1322.2,60,"Rattus_norvegicus","Mammal","Rodent","No","No","No"
"Giraffa_camelopardalis_reticulata","One/two/three-year technical/university degree",1280.1,60,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No"
"Romalea_microptera","Other",1391.2,60,"Romalea_microptera","Insect","Orthoptere","No","No","No"
"Varecia_rubra","PhD and more",1338,60,"Varecia_rubra","Mammal","Primate","No","No","No"
"Propithecus_verreauxi","High school + Middle school",1396.9,61,"Propithecus_verreauxi","Mammal","Primate","No","No","No"
"Asio_flammeus","High school diploma",1393.7,61,"Asio_flammeus","Bird","Raptor","No","Yes","No"
"Pan_paniscus2","Kindergarten + Primary school",1434,61,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Eulemur _coronatus","Master's degree",1346.8,61,"Eulemur_coronatus","Mammal","Primate","No","No","No"
"Procyon_lotor","One/two/three-year technical/university degree",1335.6,61,"Procyon_lotor","Mammal","Procyonide","No","Yes","No"
"Cryptoprocto _ferox","Other",1443.2,61,"Cryptoprocto_ferox","Mammal","Felidae","Yes","No","No"
"Trichosurus_vulpecula","PhD and more",1390.2,61,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No"
"Pan_paniscus4","High school + Middle school",1399.4,62,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Canis_lupus_familiaris","High school diploma",1366.5,62,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes"
"Procyon_lotor","Kindergarten + Primary school",1444.9,62,"Procyon_lotor","Mammal","Procyonide","No","Yes","No"
"Propithecus_verreauxi","Master's degree",1389.3,62,"Propithecus_verreauxi","Mammal","Primate","No","No","No"
"Athene_noctua3","One/two/three-year technical/university degree",1412.6,62,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No"
"Tockus_flavirostris","Other",1412.2,62,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No"
"Ailurus_fulgens","PhD and more",1327.6,62,"Ailurus_fulgens","Mammal","Ursus","No","No","No"
"Loxodonta_africana","High school + Middle school",1426.7,63,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes"
"Choloepus_didactylus3","High school diploma",1376.3,63,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No"
"Malayopython_reticulatus","Kindergarten + Primary school",1436.6,63,"Malayopython_reticulatus","Squamata","Snake","Yes","Yes","Yes"
"Cerdocyon_thous","Master's degree",1338.3,63,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No"
"Eulemur _coronatus2","One/two/three-year technical/university degree",1317.3,63,"Eulemur_coronatus","Mammal","Primate","No","No","No"
"Miopithecus_ogouensis","Other",1390.7,63,"Miopithecus_ogouensis","Mammal","Primate","No","No","No"
"Aepyceros_melampus","PhD and more",1377.8,63,"Aepyceros_melampus","Mammal","Ungulate","No","No","No"
"Nyctereutes_procyonoides","High school + Middle school",1398.2,64,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No"
"Choloepus_didactylus","High school diploma",1372.5,64,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No"
"Sula_nebouxii","Kindergarten + Primary school",1443.4,64,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No"
"Pan_paniscus","Master's degree",1491.1,64,"Pan_panisucs","Mammal","Primate","No","Yes","No"
"Pan_troglodytes2","One/two/three-year technical/university degree",1370.7,64,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes"
"Aonyx_cinereus","Other",1410.2,64,"Aonyx_cinereus","Mammal","Mustelidae","No","Yes","No"
"Dasypus_novemcinctus","PhD and more",1338.4,64,"Dasypus_novemcinctus","Mammal","Xenarthra","No","No","No"
"Aquila_chrysaetos","High school + Middle school",1428.3,65,"Aquila_chrysaetos","Bird","Raptor","No","No","No"
"Vulpes_zerda","High school diploma",1359.2,65,"Vulpes_zerda","Mammal","Canidae","No","Yes","No"
"Canis_lupus_familiaris","Kindergarten + Primary school",1446.3,65,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes"
"Dasypus_novemcinctus","Master's degree",1402.3,65,"Dasypus_novemcinctus","Mammal","Xenarthra","No","No","No"
"Aepyceros_melampus","One/two/three-year technical/university degree",1336.1,65,"Aepyceros_melampus","Mammal","Ungulate","No","No","No"
"Iguana_iguana2","Other",1401.9,65,"Iguana_iguana","Squamata","Lizard","No","No","No"
"Athene_noctua3","PhD and more",1346.2,65,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No"
"Macaca_fuscata","High school + Middle school",1355.1,66,"Macaca_fuscata","Mammal","Primate","No","Yes","No"
"Eulemur _coronatus2","High school diploma",1328.2,66,"Eulemur_coronatus","Mammal","Primate","No","No","No"
"Puma_concolor","Kindergarten + Primary school",1453.9,66,"Puma_concolor","Mammal","Felidae","Yes","No","Yes"
"Carlito_syrichta","Master's degree",1387,66,"Carlito_syrichta","Mammal","Primate","No","Yes","No"
"Varecia_rubra","One/two/three-year technical/university degree",1464.3,66,"Varecia_rubra","Mammal","Primate","No","No","No"
"Geronticus_eremita","Other",1383.8,66,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No"
"Harpia_Harpyja","PhD and more",1392.7,66,"Harpia_Harpyja","Bird","Raptor","Yes","No","No"
"Corvus","High school + Middle school",1417,67,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Cerdocyon_thous","High school diploma",1373.4,67,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No"
"Buteo_galapagoensis","Kindergarten + Primary school",1449.7,67,"Buteo_galapagoensis","Bird","Raptor","No","Yes","No"
"Felis_catus","Master's degree",1386.4,67,"Felis_catus","Mammal","Felidae","No","Yes","No"
"Nasua_nasua","One/two/three-year technical/university degree",1281.9,67,"Nasua_nasua","Mammal","Procyonide","No","No","No"
"Corvus","Other",1400.5,67,"Corvus","Bird","Bird (not Raptor)","No","No","No"
"Otocolobus_manul","PhD and more",1370.9,67,"Otocolobus_manul","Mammal","Felidae","No","Yes","No"
"Acinonyx_jubatus","High school + Middle school",1447,68,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes"
"Litoria_infrafrenata","High school diploma",1386.7,68,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No"
"Callithrix_penicillata","Kindergarten + Primary school",1446.2,68,"Callithrix_penicillata","Mammal","Primate","No","No","No"
"Lemur_catta","Master's degree",1396.7,68,"Lemur_catta","Mammal","Primate","No","Yes","No"
"Loxodonta_africana","One/two/three-year technical/university degree",1399.4,68,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes"
"Eudyptes_chrysocome","Other",1345.7,68,"Eudyptes_chrysocome","Bird","Bird (not Raptor)","No","Yes","No"
"Varecia_variegata","PhD and more",1423.9,68,"Varecia_variegata","Mammal","Primate","No","No","No"
"Cerdocyon_thous","High school + Middle school",1431,69,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No"
"Vicugna_pacos","High school diploma",1388.8,69,"Vicugna_pacos","Mammal","Ungulate","No","No","No"
"Athene_noctua2","Kindergarten + Primary school",1455.7,69,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No"
