"","Name","Academic","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous","Interet"
"787","Macaca_fuscata","Kindergarten + Primary school",1504.2,113,"Macaca_fuscata","Mammal","Primate","No","Yes","No","Primate"
"788","Sula_nebouxii","Master's degree",1508.3,113,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No","Others"
"789","Bufonidae","One/two/three-year technical/university degree",1560.7,113,"Bufonidae","Squamata","Amphibia","No","Yes","No","Others"
"790","Hyles_euphorbiae","Other",1490.5,113,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No","Others"
"791","Aquila_chrysaetos","PhD and more",1441,113,"Aquila_chrysaetos","Bird","Raptor","No","No","No","Raptor"
"792","Acryllium_vulturinum","High school + Middle school",1472.3,114,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No","Others"
"793","Cynictis_penicillata","High school diploma",1493.5,114,"Cynictis_penicillata","Mammal","Mongoose","No","Yes","No","Others"
"794","Sarcophilus_harrisii","Kindergarten + Primary school",1520.3,114,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No","Others"
"795","Taricha_torosa","Master's degree",1503.9,114,"Taricha_torosa","Squamata","Amphibia","No","Yes","No","Others"
"796","Canis_lupus_familiaris","One/two/three-year technical/university degree",1514.7,114,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes","Canidae"
"797","Euphractus _sexcinctus","Other",1510.6,114,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No","Others"
"798","Necrosyrtes_monachus","PhD and more",1506.1,114,"Necrosyrtes_monachus","Bird","Raptor","No","No","No","Raptor"
"799","Trichosurus_vulpecula","High school + Middle school",1499.6,115,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No","Others"
"800","Pardofelis_temminckii","High school diploma",1544.3,115,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No","Felidae"
"801","Panthera_leo3","Kindergarten + Primary school",1505.2,115,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"802","Incilius_alvarius","Master's degree",1546.8,115,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"803","Odonata2","One/two/three-year technical/university degree",1524.7,115,"Odonata","Insect","Odonata","No","Yes","No","Others"
"804","Strophurus","Other",1503.2,115,"Strophurus_","Squamata","Lizard","No","Yes","No","Others"
"805","Pan_paniscus2","PhD and more",1438.9,115,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"806","Daubentonia_madagascariensis","High school + Middle school",1508.6,116,"Daubentonia_madagascariensis","Mammal","Primate","No","No","No","Primate"
"807","Leptailurus_serval","High school diploma",1457.7,116,"Leptailurus_serval","Mammal","Felidae","No","Yes","No","Felidae"
"808","Mungos_mungo","Kindergarten + Primary school",1503,116,"Mungos_mungo","Mammal","Mongoose","No","Yes","No","Others"
"809","Macaca_fuscata","Master's degree",1512.9,116,"Macaca_fuscata","Mammal","Primate","No","Yes","No","Primate"
"810","Saiga_tatarica","One/two/three-year technical/university degree",1469.9,116,"Saiga_tatarica","Mammal","Ungulate","No","No","No","Others"
"811","Odonata2","Other",1508.1,116,"Odonata","Insect","Odonata","No","Yes","No","Others"
"812","Iguana_iguana2","PhD and more",1515.6,116,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"813","Sus_scrofa","High school + Middle school",1550.8,117,"Sus_scrofa","Mammal","Ungulate","No","No","Yes","Others"
"814","Corvus","High school diploma",1466.5,117,"Corvus","Bird","Bird (not Raptor)","No","No","No","Others"
"815","Hippopotamus_amphibius","Kindergarten + Primary school",1514.4,117,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes","Others"
"816","Buprestidae","Master's degree",1573.6,117,"Buprestidae","Insect","Coleoptera","No","No","No","Others"
"817","Libellula_quadrimaculata","One/two/three-year technical/university degree",1472.5,117,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No","Others"
"818","Pteropus_conspicillatus","Other",1511.7,117,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No","Others"
"819","Geronticus_eremita","PhD and more",1466.4,117,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No","Others"
"820","Calliphora_vomitoria","High school + Middle school",1535.8,118,"Calliphora_vomitoria","Insect","Diptera","No","No","No","Others"
"821","Thalassarche_cauta","High school diploma",1513.4,118,"Thalassarche_cauta","Bird","Bird (not Raptor)","No","No","No","Others"
"822","Daubentonia_madagascariensis","Kindergarten + Primary school",1508.5,118,"Daubentonia_madagascariensis","Mammal","Primate","No","No","No","Primate"
"823","Papillon","Master's degree",1548.9,118,"Papillon","Insect","Lepidoptera","No","No","No","Others"
"824","Pamphagidae","One/two/three-year technical/university degree",1491.9,118,"Pamphagidae","Insect","Orthoptere","No","No","No","Others"
"825","Rattus_norvegicus","Other",1504.3,118,"Rattus_norvegicus","Mammal","Rodent","No","No","No","Others"
"826","Sula_sula","PhD and more",1481.9,118,"Sula_sula","Bird","Bird (not Raptor)","No","Yes","No","Others"
"827","Agalychnis_callidryas","High school + Middle school",1548.6,119,"Agalychnis_callidryas","Squamata","Amphibia","No","Yes","No","Others"
"828","Cryptoprocto _ferox","High school diploma",1518.8,119,"Cryptoprocto_ferox","Mammal","Felidae","Yes","No","No","Felidae"
"829","Cairina_moschata","Kindergarten + Primary school",1508.5,119,"Cairina_moschata","Bird","Bird (not Raptor)","No","Yes","No","Others"
"830","Struthio_camelus","Master's degree",1561,119,"Struthio_camelus","Bird","Bird (not Raptor)","No","No","No","Others"
"831","Harpia_Harpyja","One/two/three-year technical/university degree",1498.9,119,"Harpia_Harpyja","Bird","Raptor","Yes","No","No","Raptor"
"832","Porphyrio_hochstetteri","Other",1484.9,119,"Porphyrio_hochstetteri","Bird","Bird (not Raptor)","No","No","No","Others"
"833","Gyps_rueppelli","PhD and more",1497.3,119,"Gyps_rueppelli","Bird","Raptor","No","No","No","Raptor"
"834","Didelphis_virginiana","High school + Middle school",1510.1,120,"Didelphis_virginiana","Mammal","Marsupial","No","No","No","Others"
"835","Stephanoaetus_coronatus","High school diploma",1476.9,120,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No","Raptor"
"836","Neofelis_nebulosa","Kindergarten + Primary school",1526.3,120,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes","Felidae"
"837","Acryllium_vulturinum","Master's degree",1560.6,120,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No","Others"
"838","Artibeus_planirostris","One/two/three-year technical/university degree",1533.6,120,"Artibeus_planirostris","Mammal","Chiroptera","No","No","No","Others"
"839","Varecia_rubra","Other",1441.7,120,"Varecia_rubra","Mammal","Primate","No","No","No","Primate"
"840","Canis_lupus","PhD and more",1543.5,120,"Canis_lupus_","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"841","Gorilla_gorilla_gorilla","High school + Middle school",1523.5,121,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes","Primate"
"842","Incilius_alvarius","High school diploma",1484,121,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"843","Python_bivittatus","Kindergarten + Primary school",1523,121,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"844","Thalassarche_cauta","Master's degree",1504.3,121,"Thalassarche_cauta","Bird","Bird (not Raptor)","No","No","No","Others"
"845","Gypaetus_barbatus2","One/two/three-year technical/university degree",1404.9,121,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"846","Ailurops_ursinus","Other",1505,121,"Ailurops_ursinus","Mammal","Marsupial","No","No","No","Others"
"847","Hypsignathus_monstrosus","PhD and more",1457.6,121,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No","Others"
"848","Varecia_rubra","High school + Middle school",1541.3,122,"Varecia_rubra","Mammal","Primate","No","No","No","Primate"
"849","Balaeniceps_rex","High school diploma",1545.5,122,"Balaeniceps_rex","Bird","Bird (not Raptor)","No","No","No","Others"
"850","Lycaon_pictus","Kindergarten + Primary school",1521.4,122,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"851","Intellagama_lesueurii","Master's degree",1590.5,122,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No","Others"
"852","Gulo_gulo","One/two/three-year technical/university degree",1504.9,122,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"853","Hemicentetes_semispinosus","Other",1509.6,122,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No","Others"
"854","Papillon","PhD and more",1514.4,122,"Papillon","Insect","Lepidoptera","No","No","No","Others"
"855","Macaca_silenus","High school + Middle school",1538.4,123,"Macaca_silenus","Mammal","Primate","No","Yes","No","Primate"
"856","Cairina_moschata","High school diploma",1539.7,123,"Cairina_moschata","Bird","Bird (not Raptor)","No","Yes","No","Others"
"857","Trichosurus_vulpecula","Kindergarten + Primary school",1541.1,123,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No","Others"
"858","Macronectes_halli","Master's degree",1579.8,123,"Macronectes_halli","Bird","Bird (not Raptor)","No","No","No","Others"
"859","Pardofelis_temminckii","One/two/three-year technical/university degree",1526.6,123,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No","Felidae"
"860","Gyps_rueppelli","Other",1510.7,123,"Gyps_rueppelli","Bird","Raptor","No","No","No","Raptor"
"861","Libellula_quadrimaculata","PhD and more",1529.2,123,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No","Others"
"862","Ursus_maritimus","High school + Middle school",1546.5,124,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes","Ursus"
"863","Pithecia pithecia","High school diploma",1513.2,124,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"864","Incilius_alvarius","Kindergarten + Primary school",1536.8,124,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"865","Gulo_gulo","Master's degree",1570.3,124,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"866","Thalassarche_cauta","One/two/three-year technical/university degree",1508.3,124,"Thalassarche_cauta","Bird","Bird (not Raptor)","No","No","No","Others"
"867","Acinonyx_jubatus","Other",1524.4,124,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"868","Macronectes_halli","PhD and more",1492.9,124,"Macronectes_halli","Bird","Bird (not Raptor)","No","No","No","Others"
"869","Panthera_leo2","High school + Middle school",1563.1,125,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"870","Buteo_galapagoensis","High school diploma",1580.2,125,"Buteo_galapagoensis","Bird","Raptor","No","Yes","No","Raptor"
"871","Zamenis_longissimus","Kindergarten + Primary school",1524.9,125,"Zamenis_longissimus","Squamata","Snake","No","Yes","No","Snake"
"872","Ateles_hybridus","Master's degree",1514.5,125,"Ateles_hybridus","Mammal","Primate","No","No","No","Primate"
"873","Sus_scrofa","One/two/three-year technical/university degree",1518.3,125,"Sus_scrofa","Mammal","Ungulate","No","No","Yes","Others"
"874","Procyon_lotor","Other",1492.5,125,"Procyon_lotor","Mammal","Procyonide","No","Yes","No","Others"
"875","Saiga_tatarica","PhD and more",1512.2,125,"Saiga_tatarica","Mammal","Ungulate","No","No","No","Others"
"876","Eulemur _coronatus","High school + Middle school",1517.9,126,"Eulemur_coronatus","Mammal","Primate","No","No","No","Primate"
"877","Euphractus _sexcinctus","High school diploma",1482.7,126,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No","Others"
"878","Pteropus_conspicillatus","Kindergarten + Primary school",1530.4,126,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No","Others"
"879","Buteo_galapagoensis","Master's degree",1487.5,126,"Buteo_galapagoensis","Bird","Raptor","No","Yes","No","Raptor"
"880","Necrosyrtes_monachus","One/two/three-year technical/university degree",1500.3,126,"Necrosyrtes_monachus","Bird","Raptor","No","No","No","Raptor"
"881","Lycaon_pictus2","Other",1541.9,126,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"882","Incilius_alvarius2","PhD and more",1498.5,126,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"883","Haematopus_ater","High school + Middle school",1520.6,127,"Haematopus_ater","Bird","Bird (not Raptor)","No","Yes","No","Others"
"884","Arctocephalus forsteri","High school diploma",1566,127,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No","Others"
"885","Choloepus_didactylus","Kindergarten + Primary school",1513.5,127,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No","Others"
"886","Necrosyrtes_monachus","Master's degree",1595.1,127,"Necrosyrtes_monachus","Bird","Raptor","No","No","No","Raptor"
"887","Aquila_chrysaetos","One/two/three-year technical/university degree",1554.2,127,"Aquila_chrysaetos","Bird","Raptor","No","No","No","Raptor"
"888","Nestor_meridionalis","Other",1529.5,127,"Nestor_meridionalis","Bird","Bird (not Raptor)","No","No","No","Others"
"889","Heterocephalus_glaber","PhD and more",1490.5,127,"Heterocephalus_glaber","Mammal","Rodent","No","No","No","Others"
"890","Strophurus","High school + Middle school",1560.3,128,"Strophurus_","Squamata","Lizard","No","Yes","No","Others"
"891","Porphyrio_hochstetteri","High school diploma",1580.5,128,"Porphyrio_hochstetteri","Bird","Bird (not Raptor)","No","No","No","Others"
"892","Eudyptes_chrysocome","Kindergarten + Primary school",1532.1,128,"Eudyptes_chrysocome","Bird","Bird (not Raptor)","No","Yes","No","Others"
"893","Gymnogyps_californianus","Master's degree",1610.9,128,"Gymnogyps_californianus","Bird","Raptor","No","No","No","Raptor"
"894","Intellagama_lesueurii","One/two/three-year technical/university degree",1541.7,128,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No","Others"
"895","Odonata","Other",1568.5,128,"Odonata","Insect","Odonata","No","Yes","No","Others"
"896","Balaeniceps_rex","PhD and more",1535.9,128,"Balaeniceps_rex","Bird","Bird (not Raptor)","No","No","No","Others"
"897","Incilius_alvarius2","High school + Middle school",1543.9,129,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"898","Libellula_quadrimaculata","High school diploma",1554.6,129,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No","Others"
"899","Gypaetus_barbatus","Kindergarten + Primary school",1531.4,129,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"900","Spalax","Master's degree",1500.4,129,"Spalax","Mammal","Rodent","No","No","No","Others"
"901","Pithecia pithecia2","One/two/three-year technical/university degree",1510.6,129,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"902","Sula_nebouxii","Other",1571.1,129,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No","Others"
"903","Nasua_narica","PhD and more",1504.1,129,"Nasua_narica","Mammal","Procyonide","No","No","No","Others"
"904","Euphractus _sexcinctus","High school + Middle school",1531.4,130,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No","Others"
"905","Gypaetus_barbatus2","High school diploma",1551.6,130,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"906","Conolophus_pallidus","Kindergarten + Primary school",1536.5,130,"Conolophus_pallidus","Squamata","Lizard","No","No","No","Others"
"907","Hyles_euphorbiae","Master's degree",1572,130,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No","Others"
"908","Tockus_flavirostris","One/two/three-year technical/university degree",1510,130,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No","Others"
"909","Numida_meleagris","Other",1540.1,130,"Numida_meleagris","Bird","Bird (not Raptor)","No","No","No","Others"
"910","Amblyrhynchus_cristatus","PhD and more",1504.6,130,"Amblyrhynchus_cristatus","Squamata","Lizard","No","No","No","Others"
"911","Arctocephalus forsteri","High school + Middle school",1573.6,131,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No","Others"
"912","Neofelis_nebulosa","High school diploma",1542.4,131,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes","Felidae"
"913","Geronticus_eremita","Kindergarten + Primary school",1539.6,131,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No","Others"
"914","Odonata2","Master's degree",1538.1,131,"Odonata","Insect","Odonata","No","Yes","No","Others"
"915","Canis_lupus","One/two/three-year technical/university degree",1543.3,131,"Canis_lupus_","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"916","Podarcis_muralis","Other",1528.9,131,"Podarcis_muralis","Squamata","Lizard","No","Yes","No","Others"
"917","Desmodus_rotondus","PhD and more",1481.6,131,"Desmodus_rotundus","Mammal","Chiroptera","No","Yes","No","Others"
"918","Struthio_camelus","High school + Middle school",1513.9,132,"Struthio_camelus","Bird","Bird (not Raptor)","No","No","No","Others"
"919","Hemicentetes_semispinosus","High school diploma",1574.3,132,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No","Others"
"920","Gorilla_Gorilla_Beringei","Kindergarten + Primary school",1536.7,132,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes","Primate"
"921","Stephanoaetus_coronatus","Master's degree",1546.9,132,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No","Raptor"
"922","Lynx_rufus2","One/two/three-year technical/university degree",1591.8,132,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"923","Panthera_uncia","Other",1521.9,132,"Panthera_uncia","Mammal","Felidae","Yes","No","Yes","Felidae"
"924","Daubentonia_madagascariensis","PhD and more",1481.8,132,"Daubentonia_madagascariensis","Mammal","Primate","No","No","No","Primate"
"925","Lynx_rufus","High school + Middle school",1592.2,133,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"926","Daubentonia_madagascariensis","High school diploma",1578.5,133,"Daubentonia_madagascariensis","Mammal","Primate","No","No","No","Primate"
"927","Leptoptilos_crumenifer","Kindergarten + Primary school",1537.3,133,"Leptoptilos_crumenifer","Bird","Bird (not Raptor)","No","No","No","Others"
"928","Plathyrrhinus_fusciventris","Master's degree",1588.4,133,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No","Others"
"929","Macaca_fuscata","One/two/three-year technical/university degree",1500,133,"Macaca_fuscata","Mammal","Primate","No","Yes","No","Primate"
"930","Carlito_syrichta","Other",1502.5,133,"Carlito_syrichta","Mammal","Primate","No","Yes","No","Primate"
"931","Artibeus_planirostris","PhD and more",1586,133,"Artibeus_planirostris","Mammal","Chiroptera","No","No","No","Others"
"932","Pithecia pithecia","High school + Middle school",1550.5,134,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"933","Acryllium_vulturinum","High school diploma",1581.5,134,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No","Others"
"934","Evarcha_arcuata","Kindergarten + Primary school",1529.6,134,"Evarcha_arcuata","Spider","Spider","No","Yes","No","Spider"
"935","Strophurus","Master's degree",1541.6,134,"Strophurus_","Squamata","Lizard","No","Yes","No","Others"
"936","Numida_meleagris","One/two/three-year technical/university degree",1543.7,134,"Numida_meleagris","Bird","Bird (not Raptor)","No","No","No","Others"
"937","Mandrillus_sphinx","Other",1541.1,134,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"938","Struthio_camelus","PhD and more",1507.8,134,"Struthio_camelus","Bird","Bird (not Raptor)","No","No","No","Others"
"939","Cairina_moschata","High school + Middle school",1566.2,135,"Cairina_moschata","Bird","Bird (not Raptor)","No","Yes","No","Others"
"940","Iguana_iguana","High school diploma",1547,135,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"941","Heterocephalus_glaber","Kindergarten + Primary school",1544.7,135,"Heterocephalus_glaber","Mammal","Rodent","No","No","No","Others"
"942","Pan_troglodytes","Master's degree",1497.8,135,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"943","Macronectes_halli","One/two/three-year technical/university degree",1535.6,135,"Macronectes_halli","Bird","Bird (not Raptor)","No","No","No","Others"
"944","Nyctereutes_procyonoides","Other",1506.6,135,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No","Canidae"
"945","Buteo_galapagoensis","PhD and more",1492,135,"Buteo_galapagoensis","Bird","Raptor","No","Yes","No","Raptor"
"946","Neofelis_nebulosa","High school + Middle school",1518.3,136,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes","Felidae"
"947","Plathyrrhinus_fusciventris","High school diploma",1573.7,136,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No","Others"
"948","Varecia_variegata","Kindergarten + Primary school",1541.1,136,"Varecia_variegata","Mammal","Primate","No","No","No","Primate"
"949","Pithecia pithecia","Master's degree",1491.3,136,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"950","Ateles_hybridus","One/two/three-year technical/university degree",1545.4,136,"Ateles_hybridus","Mammal","Primate","No","No","No","Primate"
"951","Aquila_chrysaetos","Other",1519.3,136,"Aquila_chrysaetos","Bird","Raptor","No","No","No","Raptor"
"952","Acryllium_vulturinum","PhD and more",1521.7,136,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No","Others"
"953","Plathyrrhinus_fusciventris","High school + Middle school",1563.6,137,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No","Others"
"954","Gymnogyps_californianus","High school diploma",1594,137,"Gymnogyps_californianus","Bird","Raptor","No","No","No","Raptor"
"955","Arctocephalus_forsteri2","Kindergarten + Primary school",1516.7,137,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No","Others"
"956","Calliphora_vomitoria","Master's degree",1641.9,137,"Calliphora_vomitoria","Insect","Diptera","No","No","No","Others"
"957","Odonata","One/two/three-year technical/university degree",1535.4,137,"Odonata","Insect","Odonata","No","Yes","No","Others"
"958","Gymnogyps_californianus","Other",1541.3,137,"Gymnogyps_californianus","Bird","Raptor","No","No","No","Raptor"
"959","Nyctereutes_procyonoides","PhD and more",1456.8,137,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No","Canidae"
"960","Loris_tardigradus","High school + Middle school",1572.6,138,"Loris_tardigradus","Mammal","Primate","No","No","No","Primate"
"961","Gyps_rueppelli","High school diploma",1629.7,138,"Gyps_rueppelli","Bird","Raptor","No","No","No","Raptor"
"962","Crocodylus_porosus","Kindergarten + Primary school",1532.6,138,"Crocodylus_porosus","Squamata","Crocodile","Yes","Yes","Yes","Crocodile"
"963","Iguana_iguana2","Master's degree",1526.2,138,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"964","Spalax","One/two/three-year technical/university degree",1537.2,138,"Spalax","Mammal","Rodent","No","No","No","Others"
"965","Hypsignathus_monstrosus","Other",1561.7,138,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No","Others"
"966","Iguana_iguana","PhD and more",1567.1,138,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"967","Tockus_flavirostris","High school + Middle school",1589.8,139,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No","Others"
"968","Gorilla_Gorilla_Beringei","High school diploma",1611.9,139,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes","Primate"
"969","Eulemur _coronatus","Kindergarten + Primary school",1546.5,139,"Eulemur_coronatus","Mammal","Primate","No","No","No","Primate"
"970","Gulo_gulo2","Master's degree",1529.8,139,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"971","Neofelis_nebulosa","One/two/three-year technical/university degree",1584.4,139,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes","Felidae"
"972","Gulo_gulo2","Other",1541.5,139,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"973","Gypaetus_barbatus","PhD and more",1554.2,139,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"974","Panthera_onca_2","High school + Middle school",1597.5,140,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"975","Artibeus_planirostris","High school diploma",1564.3,140,"Artibeus_planirostris","Mammal","Chiroptera","No","No","No","Others"
"976","Otocolobus_manul","Kindergarten + Primary school",1549.3,140,"Otocolobus_manul","Mammal","Felidae","No","Yes","No","Felidae"
"977","Gypaetus_barbatus2","Master's degree",1548.8,140,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"978","Papio_hamadryas","One/two/three-year technical/university degree",1599.6,140,"Papio_hamadryas","Mammal","Primate","No","No","No","Primate"
"979","Plathyrrhinus_fusciventris","Other",1547.7,140,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No","Others"
"980","Cynictis_penicillata","PhD and more",1492.8,140,"Cynictis_penicillata","Mammal","Mongoose","No","Yes","No","Others"
"981","Sarcophilus_harrisii","High school + Middle school",1588.6,141,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No","Others"
"982","Iguana_iguana2","High school diploma",1564.4,141,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"983","Crotalus_atrox","Kindergarten + Primary school",1546.8,141,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes","Snake"
"984","Odonata","Master's degree",1571.2,141,"Odonata","Insect","Odonata","No","Yes","No","Others"
"985","Geronticus_eremita","One/two/three-year technical/university degree",1625.4,141,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No","Others"
"986","Leptailurus_serval","Other",1550.7,141,"Leptailurus_serval","Mammal","Felidae","No","Yes","No","Felidae"
"987","Calliphora_vomitoria","PhD and more",1513.6,141,"Calliphora_vomitoria","Insect","Diptera","No","No","No","Others"
"988","Odonata2","High school + Middle school",1536.8,142,"Odonata","Insect","Odonata","No","Yes","No","Others"
"989","Pithecia pithecia2","High school diploma",1549.2,142,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"990","Miopithecus_ogouensis","Kindergarten + Primary school",1538.2,142,"Miopithecus_ogouensis","Mammal","Primate","No","No","No","Primate"
"991","Canis_lupus_familiaris","Master's degree",1561.2,142,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes","Canidae"
"992","Buprestidae","One/two/three-year technical/university degree",1656.2,142,"Buprestidae","Insect","Coleoptera","No","No","No","Others"
"993","Macaca_silenus","Other",1556.2,142,"Macaca_silenus","Mammal","Primate","No","Yes","No","Primate"
"994","Pogona_vitticeps","PhD and more",1570.1,142,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No","Others"
"995","Rhyticeros_cassidix","High school + Middle school",1571.6,143,"Rhyticeros_cassidix","Bird","Bird (not Raptor)","No","No","No","Others"
"996","Pamphagidae","High school diploma",1588.1,143,"Pamphagidae","Insect","Orthoptere","No","No","No","Others"
"997","Athene_noctua3","Kindergarten + Primary school",1530.6,143,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No","Others"
"998","Mandrillus_sphinx2","Master's degree",1585.2,143,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"999","Papillon","One/two/three-year technical/university degree",1528.8,143,"Papillon","Insect","Lepidoptera","No","No","No","Others"
"1000","Malpolon_monspessulanus","Other",1558.9,143,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No","Snake"
"1001","Pan_paniscus3","PhD and more",1552,143,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"1002","Lycaon_pictus","High school + Middle school",1555.2,144,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"1003","Acinonyx_jubatus","High school diploma",1604,144,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"1004","Panthera_tigris2","Kindergarten + Primary school",1537.7,144,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes","Felidae"
"1005","Pardofelis_temminckii","Master's degree",1617.6,144,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No","Felidae"
"1006","Gorilla_Gorilla_Beringei","One/two/three-year technical/university degree",1612.5,144,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes","Primate"
