"","Name","Academic","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous","Interet"
"395","Malpolon_monspessulanus","Kindergarten + Primary school",1437.1,57,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No","Snake"
"396","Pan_paniscus4","Master's degree",1309.2,57,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"397","Nyctereutes_procyonoides","One/two/three-year technical/university degree",1392.1,57,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No","Canidae"
"398","Vulpes_zerda","Other",1378.5,57,"Vulpes_zerda","Mammal","Canidae","No","Yes","No","Canidae"
"399","Nasua_nasua","PhD and more",1366.1,57,"Nasua_nasua","Mammal","Procyonide","No","No","No","Others"
"400","Columba_livia","High school + Middle school",1352.1,58,"Columba_livia","Bird","Bird (not Raptor)","No","No","No","Others"
"401","Athene_noctua3","High school diploma",1318.5,58,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No","Others"
"402","Columba_livia","Kindergarten + Primary school",1428.9,58,"Columba_livia","Bird","Bird (not Raptor)","No","No","No","Others"
"403","Ailurops_ursinus","Master's degree",1399.9,58,"Ailurops_ursinus","Mammal","Marsupial","No","No","No","Others"
"404","Cerdocyon_thous","One/two/three-year technical/university degree",1363.5,58,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No","Canidae"
"405","Rhyticeros_cassidix","Other",1415.7,58,"Rhyticeros_cassidix","Bird","Bird (not Raptor)","No","No","No","Others"
"406","Pan_troglodytes2","PhD and more",1340.3,58,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"407","Athene_noctua","High school + Middle school",1386.7,59,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No","Others"
"408","Ateles_hybridus","High school diploma",1390.4,59,"Ateles_hybridus","Mammal","Primate","No","No","No","Primate"
"409","Panthera_onca","Kindergarten + Primary school",1406.6,59,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"410","Pan_paniscus3","Master's degree",1361.8,59,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"411","Choloepus_didactylus","One/two/three-year technical/university degree",1324.1,59,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No","Others"
"412","Pithecia pithecia2","Other",1399.6,59,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"413","Rhyticeros_cassidix","PhD and more",1424.6,59,"Rhyticeros_cassidix","Bird","Bird (not Raptor)","No","No","No","Others"
"414","Procyon_lotor","High school + Middle school",1452.7,60,"Procyon_lotor","Mammal","Procyonide","No","Yes","No","Others"
"415","Arctocephalus_forsteri2","High school diploma",1295.7,60,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No","Others"
"416","Pardofelis_temminckii","Kindergarten + Primary school",1426.9,60,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No","Felidae"
"417","Rattus_norvegicus","Master's degree",1322.2,60,"Rattus_norvegicus","Mammal","Rodent","No","No","No","Others"
"418","Giraffa_camelopardalis_reticulata","One/two/three-year technical/university degree",1280.1,60,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No","Others"
"419","Romalea_microptera","Other",1391.2,60,"Romalea_microptera","Insect","Orthoptere","No","No","No","Others"
"420","Varecia_rubra","PhD and more",1338,60,"Varecia_rubra","Mammal","Primate","No","No","No","Primate"
"421","Propithecus_verreauxi","High school + Middle school",1396.9,61,"Propithecus_verreauxi","Mammal","Primate","No","No","No","Primate"
"422","Asio_flammeus","High school diploma",1393.7,61,"Asio_flammeus","Bird","Raptor","No","Yes","No","Raptor"
"423","Pan_paniscus2","Kindergarten + Primary school",1434,61,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"424","Eulemur _coronatus","Master's degree",1346.8,61,"Eulemur_coronatus","Mammal","Primate","No","No","No","Primate"
"425","Procyon_lotor","One/two/three-year technical/university degree",1335.6,61,"Procyon_lotor","Mammal","Procyonide","No","Yes","No","Others"
"426","Cryptoprocto _ferox","Other",1443.2,61,"Cryptoprocto_ferox","Mammal","Felidae","Yes","No","No","Felidae"
"427","Trichosurus_vulpecula","PhD and more",1390.2,61,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No","Others"
"428","Pan_paniscus4","High school + Middle school",1399.4,62,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"429","Canis_lupus_familiaris","High school diploma",1366.5,62,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes","Canidae"
"430","Procyon_lotor","Kindergarten + Primary school",1444.9,62,"Procyon_lotor","Mammal","Procyonide","No","Yes","No","Others"
"431","Propithecus_verreauxi","Master's degree",1389.3,62,"Propithecus_verreauxi","Mammal","Primate","No","No","No","Primate"
"432","Athene_noctua3","One/two/three-year technical/university degree",1412.6,62,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No","Others"
"433","Tockus_flavirostris","Other",1412.2,62,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No","Others"
"434","Ailurus_fulgens","PhD and more",1327.6,62,"Ailurus_fulgens","Mammal","Ursus","No","No","No","Ursus"
"435","Loxodonta_africana","High school + Middle school",1426.7,63,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes","Others"
"436","Choloepus_didactylus3","High school diploma",1376.3,63,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No","Others"
"437","Malayopython_reticulatus","Kindergarten + Primary school",1436.6,63,"Malayopython_reticulatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"438","Cerdocyon_thous","Master's degree",1338.3,63,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No","Canidae"
"439","Eulemur _coronatus2","One/two/three-year technical/university degree",1317.3,63,"Eulemur_coronatus","Mammal","Primate","No","No","No","Primate"
"440","Miopithecus_ogouensis","Other",1390.7,63,"Miopithecus_ogouensis","Mammal","Primate","No","No","No","Primate"
"441","Aepyceros_melampus","PhD and more",1377.8,63,"Aepyceros_melampus","Mammal","Ungulate","No","No","No","Others"
"442","Nyctereutes_procyonoides","High school + Middle school",1398.2,64,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No","Canidae"
"443","Choloepus_didactylus","High school diploma",1372.5,64,"Choloepus_didactylus","Mammal","Xenarthra","No","No","No","Others"
"444","Sula_nebouxii","Kindergarten + Primary school",1443.4,64,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No","Others"
"445","Pan_paniscus","Master's degree",1491.1,64,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"446","Pan_troglodytes2","One/two/three-year technical/university degree",1370.7,64,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"447","Aonyx_cinereus","Other",1410.2,64,"Aonyx_cinereus","Mammal","Mustelidae","No","Yes","No","Others"
"448","Dasypus_novemcinctus","PhD and more",1338.4,64,"Dasypus_novemcinctus","Mammal","Xenarthra","No","No","No","Others"
"449","Aquila_chrysaetos","High school + Middle school",1428.3,65,"Aquila_chrysaetos","Bird","Raptor","No","No","No","Raptor"
"450","Vulpes_zerda","High school diploma",1359.2,65,"Vulpes_zerda","Mammal","Canidae","No","Yes","No","Canidae"
"451","Canis_lupus_familiaris","Kindergarten + Primary school",1446.3,65,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes","Canidae"
"452","Dasypus_novemcinctus","Master's degree",1402.3,65,"Dasypus_novemcinctus","Mammal","Xenarthra","No","No","No","Others"
"453","Aepyceros_melampus","One/two/three-year technical/university degree",1336.1,65,"Aepyceros_melampus","Mammal","Ungulate","No","No","No","Others"
"454","Iguana_iguana2","Other",1401.9,65,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"455","Athene_noctua3","PhD and more",1346.2,65,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No","Others"
"456","Macaca_fuscata","High school + Middle school",1355.1,66,"Macaca_fuscata","Mammal","Primate","No","Yes","No","Primate"
"457","Eulemur _coronatus2","High school diploma",1328.2,66,"Eulemur_coronatus","Mammal","Primate","No","No","No","Primate"
"458","Puma_concolor","Kindergarten + Primary school",1453.9,66,"Puma_concolor","Mammal","Felidae","Yes","No","Yes","Felidae"
"459","Carlito_syrichta","Master's degree",1387,66,"Carlito_syrichta","Mammal","Primate","No","Yes","No","Primate"
"460","Varecia_rubra","One/two/three-year technical/university degree",1464.3,66,"Varecia_rubra","Mammal","Primate","No","No","No","Primate"
"461","Geronticus_eremita","Other",1383.8,66,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No","Others"
"462","Harpia_Harpyja","PhD and more",1392.7,66,"Harpia_Harpyja","Bird","Raptor","Yes","No","No","Raptor"
"463","Corvus","High school + Middle school",1417,67,"Corvus","Bird","Bird (not Raptor)","No","No","No","Others"
"464","Cerdocyon_thous","High school diploma",1373.4,67,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No","Canidae"
"465","Buteo_galapagoensis","Kindergarten + Primary school",1449.7,67,"Buteo_galapagoensis","Bird","Raptor","No","Yes","No","Raptor"
"466","Felis_catus","Master's degree",1386.4,67,"Felis_catus","Mammal","Felidae","No","Yes","No","Felidae"
"467","Nasua_nasua","One/two/three-year technical/university degree",1281.9,67,"Nasua_nasua","Mammal","Procyonide","No","No","No","Others"
"468","Corvus","Other",1400.5,67,"Corvus","Bird","Bird (not Raptor)","No","No","No","Others"
"469","Otocolobus_manul","PhD and more",1370.9,67,"Otocolobus_manul","Mammal","Felidae","No","Yes","No","Felidae"
"470","Acinonyx_jubatus","High school + Middle school",1447,68,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"471","Litoria_infrafrenata","High school diploma",1386.7,68,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No","Others"
"472","Callithrix_penicillata","Kindergarten + Primary school",1446.2,68,"Callithrix_penicillata","Mammal","Primate","No","No","No","Primate"
"473","Lemur_catta","Master's degree",1396.7,68,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"474","Loxodonta_africana","One/two/three-year technical/university degree",1399.4,68,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes","Others"
"475","Eudyptes_chrysocome","Other",1345.7,68,"Eudyptes_chrysocome","Bird","Bird (not Raptor)","No","Yes","No","Others"
"476","Varecia_variegata","PhD and more",1423.9,68,"Varecia_variegata","Mammal","Primate","No","No","No","Primate"
"477","Cerdocyon_thous","High school + Middle school",1431,69,"Cerdocyon_thous","Mammal","Canidae","Yes","Yes","No","Canidae"
"478","Vicugna_pacos","High school diploma",1388.8,69,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"479","Athene_noctua2","Kindergarten + Primary school",1455.7,69,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No","Others"
"480","Athene_noctua2","Master's degree",1365.1,69,"Athene_noctua","Bird","Bird (not Raptor)","No","Yes","No","Others"
"481","Pan_paniscus3","One/two/three-year technical/university degree",1441.6,69,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"482","Nasua_narica","Other",1423.3,69,"Nasua_narica","Mammal","Procyonide","No","No","No","Others"
"483","Callithrix_penicillata","PhD and more",1396.8,69,"Callithrix_penicillata","Mammal","Primate","No","No","No","Primate"
"484","Romalea_microptera","High school + Middle school",1375.3,70,"Romalea_microptera","Insect","Orthoptere","No","No","No","Others"
"485","Pogona_vitticeps","High school diploma",1414.2,70,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No","Others"
"486","Pan_troglodytes2","Kindergarten + Primary school",1454.3,70,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"487","Romalea_microptera","Master's degree",1384.9,70,"Romalea_microptera","Insect","Orthoptere","No","No","No","Others"
"488","Pteropus_conspicillatus","One/two/three-year technical/university degree",1458.2,70,"Pteropus_conspicillatus","Mammal","Chiroptera","No","No","No","Others"
"489","Taricha_torosa","Other",1426.1,70,"Taricha_torosa","Squamata","Amphibia","No","Yes","No","Others"
"490","Incilius_alvarius","PhD and more",1397.7,70,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"491","Pamphagidae","High school + Middle school",1423.2,71,"Pamphagidae","Insect","Orthoptere","No","No","No","Others"
"492","Pan_paniscus2","High school diploma",1526.7,71,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"493","Suricata_suricatta","Kindergarten + Primary school",1446.1,71,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No","Others"
"494","Hylobates_agilis","Master's degree",1330.3,71,"Hylobates_agilis","Mammal","Primate","No","No","No","Primate"
"495","Cynictis_penicillata","One/two/three-year technical/university degree",1491.1,71,"Cynictis_penicillata","Mammal","Mongoose","No","Yes","No","Others"
"496","Pan_paniscus2","Other",1435.7,71,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"497","Giraffa_camelopardalis_reticulata","PhD and more",1332,71,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No","Others"
"498","Vulpes_zerda","High school + Middle school",1386.9,72,"Vulpes_zerda","Mammal","Canidae","No","Yes","No","Canidae"
"499","Propithecus_verreauxi","High school diploma",1419.5,72,"Propithecus_verreauxi","Mammal","Primate","No","No","No","Primate"
"500","Propithecus_coquereli","Kindergarten + Primary school",1452.5,72,"Propithecus_coquereli","Mammal","Primate","No","No","No","Primate"
"501","Litoria_infrafrenata","Master's degree",1365.1,72,"Litoria_infrafrenata","Squamata","Amphibia","No","Yes","No","Others"
"502","Varecia_variegata","One/two/three-year technical/university degree",1401.9,72,"Varecia_variegata","Mammal","Primate","No","No","No","Primate"
"503","Eulemur _coronatus","Other",1428.2,72,"Eulemur_coronatus","Mammal","Primate","No","No","No","Primate"
"504","Ailuropoda_melanoleuca","PhD and more",1309.9,72,"Ailuropoda_melanoleuca","Mammal","Ursus","No","No","No","Ursus"
"505","Nasua_nasua","High school + Middle school",1428.3,73,"Nasua_nasua","Mammal","Procyonide","No","No","No","Others"
"506","Haematopus_ater","High school diploma",1351.3,73,"Haematopus_ater","Bird","Bird (not Raptor)","No","Yes","No","Others"
"507","Cynictis_penicillata","Kindergarten + Primary school",1451.2,73,"Cynictis_penicillata","Mammal","Mongoose","No","Yes","No","Others"
"508","Aepyceros_melampus","Master's degree",1387.5,73,"Aepyceros_melampus","Mammal","Ungulate","No","No","No","Others"
"509","Rhyticeros_cassidix","One/two/three-year technical/university degree",1416.1,73,"Rhyticeros_cassidix","Bird","Bird (not Raptor)","No","No","No","Others"
"510","Didelphis_virginiana","Other",1423,73,"Didelphis_virginiana","Mammal","Marsupial","No","No","No","Others"
"511","Macropus_rufogriseus","PhD and more",1377.5,73,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No","Others"
"512","Sula_nebouxii","High school + Middle school",1416.9,74,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No","Others"
"513","Vicugna_pacos2","High school diploma",1372.8,74,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"514","Haematopus_ater","Kindergarten + Primary school",1449,74,"Haematopus_ater","Bird","Bird (not Raptor)","No","Yes","No","Others"
"515","Rhyticeros_cassidix","Master's degree",1437.1,74,"Rhyticeros_cassidix","Bird","Bird (not Raptor)","No","No","No","Others"
"516","Strophurus","One/two/three-year technical/university degree",1507.6,74,"Strophurus_","Squamata","Lizard","No","Yes","No","Others"
"517","Arctocephalus_forsteri2","Other",1410.1,74,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No","Others"
"518","Psittacus_erithacus","PhD and more",1420.6,74,"Psittacus_erithacus","Bird","Bird (not Raptor)","No","No","No","Others"
"519","Canis_lupus_familiaris","High school + Middle school",1458,75,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes","Canidae"
"520","Geronticus_eremita","High school diploma",1433.5,75,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No","Others"
"521","Euphractus _sexcinctus","Kindergarten + Primary school",1465.9,75,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No","Others"
"522","Incilius_alvarius2","Master's degree",1420.6,75,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"523","Pan_paniscus","One/two/three-year technical/university degree",1416.6,75,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"524","Saiga_tatarica","Other",1445.1,75,"Saiga_tatarica","Mammal","Ungulate","No","No","No","Others"
"525","Vicugna_pacos2","PhD and more",1378.1,75,"Vicugna_pacos","Mammal","Ungulate","No","No","No","Others"
"526","Gypaetus_barbatus","High school + Middle school",1435.1,76,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"527","Varecia_rubra","High school diploma",1387.6,76,"Varecia_rubra","Mammal","Primate","No","No","No","Primate"
"528","Hyles_euphorbiae","Kindergarten + Primary school",1459.7,76,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No","Others"
"529","Chroicocephalus_scopulinus","Master's degree",1375.1,76,"Chroicocephalus_scopulinus","Bird","Bird (not Raptor)","No","Yes","No","Others"
"530","Didelphis_virginiana","One/two/three-year technical/university degree",1472.8,76,"Didelphis_virginiana","Mammal","Marsupial","No","No","No","Others"
"531","Suricata_suricatta","Other",1399,76,"Suricata_suricatta","Mammal","Mongoose","No","Yes","No","Others"
"532","Tapirus_indicus","PhD and more",1425.3,76,"Tapirus_indicus","Mammal","Ungulate","No","No","No","Others"
"533","Papillon","High school + Middle school",1444.8,77,"Papillon","Insect","Lepidoptera","No","No","No","Others"
"534","Incilius_alvarius2","High school diploma",1429.1,77,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"535","Vicugna_vicugna","Kindergarten + Primary school",1456.8,77,"Vicugna_vicugna","Mammal","Ungulate","No","No","No","Others"
"536","Nyctereutes_procyonoides","Master's degree",1383.8,77,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No","Canidae"
"537","Miopithecus_ogouensis","One/two/three-year technical/university degree",1400.7,77,"Miopithecus_ogouensis","Mammal","Primate","No","No","No","Primate"
"538","Propithecus_coquereli","Other",1446.3,77,"Propithecus_coquereli","Mammal","Primate","No","No","No","Primate"
"539","Leptailurus_serval","PhD and more",1466.4,77,"Leptailurus_serval","Mammal","Felidae","No","Yes","No","Felidae"
"540","Pan_troglodytes2","High school + Middle school",1445,78,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"541","Leopardus_wiedii","High school diploma",1465,78,"Leopardus_wiedii","Mammal","Felidae","No","No","No","Felidae"
"542","Macaca_silenus","Kindergarten + Primary school",1456.3,78,"Macaca_silenus","Mammal","Primate","No","Yes","No","Primate"
"543","Euphractus _sexcinctus","Master's degree",1424.8,78,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No","Others"
"544","Romalea_microptera","One/two/three-year technical/university degree",1413,78,"Romalea_microptera","Insect","Orthoptere","No","No","No","Others"
"545","Struthio_camelus","Other",1453.7,78,"Struthio_camelus","Bird","Bird (not Raptor)","No","No","No","Others"
"546","Didelphis_virginiana","PhD and more",1391.4,78,"Didelphis_virginiana","Mammal","Marsupial","No","No","No","Others"
"547","Rattus_norvegicus","High school + Middle school",1391.8,79,"Rattus_norvegicus","Mammal","Rodent","No","No","No","Others"
"548","Eudyptes_chrysocome","High school diploma",1441.8,79,"Eudyptes_chrysocome","Bird","Bird (not Raptor)","No","Yes","No","Others"
"549","Ara_chloropterus","Kindergarten + Primary school",1451.9,79,"Ara_chloropterus","Bird","Bird (not Raptor)","No","No","No","Others"
"550","Eulemur _coronatus2","Master's degree",1402.6,79,"Eulemur_coronatus","Mammal","Primate","No","No","No","Primate"
"551","Sula_sula","One/two/three-year technical/university degree",1456.6,79,"Sula_sula","Bird","Bird (not Raptor)","No","Yes","No","Others"
"552","Sula_sula","Other",1445.9,79,"Sula_sula","Bird","Bird (not Raptor)","No","Yes","No","Others"
"553","Tockus_flavirostris","PhD and more",1392.2,79,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No","Others"
"554","Eudyptes_chrysocome","High school + Middle school",1479.7,80,"Eudyptes_chrysocome","Bird","Bird (not Raptor)","No","Yes","No","Others"
"555","Loxodonta_africana","High school diploma",1496.1,80,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes","Others"
"556","Numida_meleagris","Kindergarten + Primary school",1458.3,80,"Numida_meleagris","Bird","Bird (not Raptor)","No","No","No","Others"
"557","Sula_sula","Master's degree",1460,80,"Sula_sula","Bird","Bird (not Raptor)","No","Yes","No","Others"
"558","Pan_paniscus4","One/two/three-year technical/university degree",1424.6,80,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"559","Chelonoidis_porteri","Other",1439.2,80,"Chelonoidis_porteri","Squamata","Tortoise","No","No","No","Others"
"560","Sula_nebouxii","PhD and more",1425.2,80,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No","Others"
"561","Cryptoprocto _ferox","High school + Middle school",1450.3,81,"Cryptoprocto_ferox","Mammal","Felidae","Yes","No","No","Felidae"
"562","Necrosyrtes_monachus","High school diploma",1453.2,81,"Necrosyrtes_monachus","Bird","Raptor","No","No","No","Raptor"
"563","Corvus","Kindergarten + Primary school",1456.3,81,"Corvus","Bird","Bird (not Raptor)","No","No","No","Others"
"564","Porphyrio_hochstetteri","Master's degree",1500.9,81,"Porphyrio_hochstetteri","Bird","Bird (not Raptor)","No","No","No","Others"
"565","Carlito_syrichta","One/two/three-year technical/university degree",1429.5,81,"Carlito_syrichta","Mammal","Primate","No","Yes","No","Primate"
"566","Rhinopithecus_roxellana","Other",1478.4,81,"Rhinopithecus_roxellana","Mammal","Primate","No","No","No","Primate"
"567","Thalassarche_cauta","PhD and more",1403.8,81,"Thalassarche_cauta","Bird","Bird (not Raptor)","No","No","No","Others"
"568","Aonyx_cinereus","High school + Middle school",1395.9,82,"Aonyx_cinereus","Mammal","Mustelidae","No","Yes","No","Others"
"569","Dasypus_novemcinctus","High school diploma",1480,82,"Dasypus_novemcinctus","Mammal","Xenarthra","No","No","No","Others"
"570","Bison_bonasus2","Kindergarten + Primary school",1464,82,"Bison_bonasus","Mammal","Ungulate","No","No","No","Others"
"571","Corvus","Master's degree",1430,82,"Corvus","Bird","Bird (not Raptor)","No","No","No","Others"
"572","Ailurops_ursinus","One/two/three-year technical/university degree",1373.4,82,"Ailurops_ursinus","Mammal","Marsupial","No","No","No","Others"
"573","Conolophus_pallidus","Other",1479.2,82,"Conolophus_pallidus","Squamata","Lizard","No","No","No","Others"
"574","Miopithecus_ogouensis","PhD and more",1389.1,82,"Miopithecus_ogouensis","Mammal","Primate","No","No","No","Primate"
"575","Gyps_rueppelli","High school + Middle school",1492.1,83,"Gyps_rueppelli","Bird","Raptor","No","No","No","Raptor"
"576","Varecia_variegata","High school diploma",1415.4,83,"Varecia_variegata","Mammal","Primate","No","No","No","Primate"
"577","Corvus2","Kindergarten + Primary school",1458.1,83,"Corvus","Bird","Bird (not Raptor)","No","No","No","Others"
"578","Nasua_narica","Master's degree",1434.6,83,"Nasua_narica","Mammal","Procyonide","No","No","No","Others"
"579","Corvus2","One/two/three-year technical/university degree",1474.2,83,"Corvus","Bird","Bird (not Raptor)","No","No","No","Others"
"580","Necrosyrtes_monachus","Other",1470.4,83,"Necrosyrtes_monachus","Bird","Raptor","No","No","No","Raptor"
"581","Callithrix_argentata","PhD and more",1374.2,83,"Callithrix_argentata","Mammal","Primate","No","No","No","Primate"
"582","Bufonidae","High school + Middle school",1450.4,84,"Bufonidae","Squamata","Amphibia","No","Yes","No","Others"
"583","Lemur_catta","High school diploma",1458.2,84,"Lemur_catta","Mammal","Primate","No","Yes","No","Primate"
"584","Aepyceros_melampus","Kindergarten + Primary school",1463.7,84,"Aepyceros_melampus","Mammal","Ungulate","No","No","No","Others"
"585","Numida_meleagris","Master's degree",1451.2,84,"Numida_meleagris","Bird","Bird (not Raptor)","No","No","No","Others"
"586","Euphractus _sexcinctus","One/two/three-year technical/university degree",1429,84,"Euphractus_sexcinctus","Mammal","Xenarthra","No","No","No","Others"
"587","Amblyrhynchus_cristatus","Other",1449.1,84,"Amblyrhynchus_cristatus","Squamata","Lizard","No","No","No","Others"
"588","Canis_lupus_familiaris2","PhD and more",1466.2,84,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes","Canidae"
"589","Giraffa_camelopardalis_reticulata","High school + Middle school",1450,85,"Giraffa_camelopardalis_reticulata","Mammal","Ungulate","No","No","No","Others"
"590","Pan_paniscus3","High school diploma",1374.2,85,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"591","Gypaetus_barbatus2","Kindergarten + Primary school",1470.2,85,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"592","Callithrix_penicillata","Master's degree",1333.5,85,"Callithrix_penicillata","Mammal","Primate","No","No","No","Primate"
"593","Felis_catus","One/two/three-year technical/university degree",1427.2,85,"Felis_catus","Mammal","Felidae","No","Yes","No","Felidae"
"594","Canis_lupus","Other",1434.1,85,"Canis_lupus_","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"595","Pan_paniscus","PhD and more",1444.3,85,"Pan_panisucs","Mammal","Primate","No","Yes","No","Primate"
"596","Tapirus_indicus","High school + Middle school",1452.9,86,"Tapirus_indicus","Mammal","Ungulate","No","No","No","Others"
"597","Nyctereutes_procyonoides","High school diploma",1435.8,86,"Nyctereutes_procyonoides","Mammal","Canidae","No","Yes","No","Canidae"
"598","Vipera_aspis","Kindergarten + Primary school",1477.1,86,"Vipera_aspis","Squamata","Snake","No","Yes","Yes","Snake"
"599","Tapirus_indicus","Master's degree",1447.8,86,"Tapirus_indicus","Mammal","Ungulate","No","No","No","Others"
"600","Nasua_narica","One/two/three-year technical/university degree",1510.4,86,"Nasua_narica","Mammal","Procyonide","No","No","No","Others"
"601","Leopardus_wiedii","Other",1450.2,86,"Leopardus_wiedii","Mammal","Felidae","No","No","No","Felidae"
"602","Arctocephalus forsteri","PhD and more",1439.4,86,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No","Others"
"603","Macropus_rufogriseus","High school + Middle school",1450.7,87,"Macropus_rufogriseus","Mammal","Marsupial","No","No","No","Others"
"604","Sus_scrofa","High school diploma",1457.3,87,"Sus_scrofa","Mammal","Ungulate","No","No","Yes","Others"
"605","Tauraco_leucotis","Kindergarten + Primary school",1472,87,"Tauraco_leucotis","Bird","Bird (not Raptor)","No","No","No","Others"
"606","Corvus2","Master's degree",1421.7,87,"Corvus","Bird","Bird (not Raptor)","No","No","No","Others"
"607","Gypaetus_barbatus","One/two/three-year technical/university degree",1474.7,87,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"608","Incilius_alvarius","Other",1487.1,87,"Incilius_alvarius","Squamata","Amphibia","No","Yes","No","Others"
"609","Cairina_moschata","PhD and more",1392.1,87,"Cairina_moschata","Bird","Bird (not Raptor)","No","Yes","No","Others"
"610","Pan_troglodytes","High school + Middle school",1421.5,88,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"611","Macaca_silenus","High school diploma",1426.4,88,"Macaca_silenus","Mammal","Primate","No","Yes","No","Primate"
"612","Pholcus_phalangioides","Kindergarten + Primary school",1462.5,88,"Pholcus_phalangioides","Spider","Spider","No","Yes","No","Spider"
"613","Leptailurus_serval","Master's degree",1491.1,88,"Leptailurus_serval","Mammal","Felidae","No","Yes","No","Felidae"
"614","Sula_nebouxii","One/two/three-year technical/university degree",1457.4,88,"Sula_nebouxii","Bird","Bird (not Raptor)","No","Yes","No","Others"
"615","Gypaetus_barbatus2","Other",1445.7,88,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"616","Strophurus","PhD and more",1463.2,88,"Strophurus_","Squamata","Lizard","No","Yes","No","Others"
