"","Name","Age","EloScore","EloRank","Species","Group","Subgroup","PredatorPrimates","Predator","Dangerous","Interet"
"220","Pogona_vitticeps","+ 30 years old",1524.1,110,"Pogona_vitticeps","Squamata","Lizard","No","Yes","No","Others"
"221","Leptoptilos_crumenifer","- 30 years old",1512.2,111,"Leptoptilos_crumenifer","Bird","Bird (not Raptor)","No","No","No","Others"
"222","Harpia_Harpyja","+ 30 years old",1458.4,111,"Harpia_Harpyja","Bird","Raptor","Yes","No","No","Raptor"
"223","Cynictis_penicillata","- 30 years old",1518.8,112,"Cynictis_penicillata","Mammal","Mongoose","No","Yes","No","Others"
"224","Cryptoprocto _ferox","+ 30 years old",1516.1,112,"Cryptoprocto_ferox","Mammal","Felidae","Yes","No","No","Felidae"
"225","Macaca_fuscata","- 30 years old",1512.8,113,"Macaca_fuscata","Mammal","Primate","No","Yes","No","Primate"
"226","Saiga_tatarica","+ 30 years old",1456.2,113,"Saiga_tatarica","Mammal","Ungulate","No","No","No","Others"
"227","Thalassarche_cauta","- 30 years old",1569.7,114,"Thalassarche_cauta","Bird","Bird (not Raptor)","No","No","No","Others"
"228","Loxodonta_africana","+ 30 years old",1544.8,114,"Loxodonta_africana","Mammal","Ungulate","No","No","Yes","Others"
"229","Pithecia pithecia2","- 30 years old",1513.7,115,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"230","Acryllium_vulturinum","+ 30 years old",1480.8,115,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No","Others"
"231","Ursus_maritimus","- 30 years old",1579.5,116,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes","Ursus"
"232","Spalax","+ 30 years old",1513.6,116,"Spalax","Mammal","Rodent","No","No","No","Others"
"233","Buteo_galapagoensis","- 30 years old",1549.5,117,"Buteo_galapagoensis","Bird","Raptor","No","Yes","No","Raptor"
"234","Gyps_rueppelli","+ 30 years old",1512.4,117,"Gyps_rueppelli","Bird","Raptor","No","No","No","Raptor"
"235","Arctocephalus forsteri","- 30 years old",1439.8,118,"Arctocephalus_forsteri","Mammal","Sea lion","No","Yes","No","Others"
"236","Gulo_gulo2","+ 30 years old",1617.2,118,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"237","Saiga_tatarica","- 30 years old",1471.7,119,"Saiga_tatarica","Mammal","Ungulate","No","No","No","Others"
"238","Mungos_mungo","+ 30 years old",1542.9,119,"Mungos_mungo","Mammal","Mongoose","No","Yes","No","Others"
"239","Papillon","- 30 years old",1581.3,120,"Papillon","Insect","Lepidoptera","No","No","No","Others"
"240","Stephanoaetus_coronatus","+ 30 years old",1487.8,120,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No","Raptor"
"241","Cairina_moschata","- 30 years old",1517.3,121,"Cairina_moschata","Bird","Bird (not Raptor)","No","Yes","No","Others"
"242","Pamphagidae","+ 30 years old",1517.3,121,"Pamphagidae","Insect","Orthoptere","No","No","No","Others"
"243","Pithecia pithecia","- 30 years old",1549.8,122,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"244","Necrosyrtes_monachus","+ 30 years old",1488.5,122,"Necrosyrtes_monachus","Bird","Raptor","No","No","No","Raptor"
"245","Gypaetus_barbatus","- 30 years old",1457.6,123,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"246","Balaeniceps_rex","+ 30 years old",1465.4,123,"Balaeniceps_rex","Bird","Bird (not Raptor)","No","No","No","Others"
"247","Macronectes_halli","- 30 years old",1548.4,124,"Macronectes_halli","Bird","Bird (not Raptor)","No","No","No","Others"
"248","Pan_troglodytes","+ 30 years old",1487.1,124,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"249","Gulo_gulo2","- 30 years old",1595.7,125,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"250","Macaca_silenus","+ 30 years old",1524.8,125,"Macaca_silenus","Mammal","Primate","No","Yes","No","Primate"
"251","Strophurus","- 30 years old",1580.2,126,"Strophurus_","Squamata","Lizard","No","Yes","No","Others"
"252","Gulo_gulo","+ 30 years old",1521.9,126,"Gulo_gulo","Mammal","Mustelidae","No","Yes","No","Others"
"253","Sarcophilus_harrisii","- 30 years old",1557.4,127,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No","Others"
"254","Leptoptilos_crumenifer","+ 30 years old",1528.2,127,"Leptoptilos_crumenifer","Bird","Bird (not Raptor)","No","No","No","Others"
"255","Stephanoaetus_coronatus","- 30 years old",1550.4,128,"Stephanoaetus_coronatus","Bird","Raptor","Yes","No","No","Raptor"
"256","Canis_lupus_familiaris","+ 30 years old",1507.1,128,"Canis_lupus_familiaris","Mammal","Canidae","No","Yes","Yes","Canidae"
"257","Trichosurus_vulpecula","- 30 years old",1480.8,129,"Trichosurus_vulpecula","Mammal","Marsupial","No","No","No","Others"
"258","Corvus","+ 30 years old",1483.2,129,"Corvus","Bird","Bird (not Raptor)","No","No","No","Others"
"259","Spalax","- 30 years old",1573.6,130,"Spalax","Mammal","Rodent","No","No","No","Others"
"260","Gymnogyps_californianus","+ 30 years old",1529,130,"Gymnogyps_californianus","Bird","Raptor","No","No","No","Raptor"
"261","Necrosyrtes_monachus","- 30 years old",1491.8,131,"Necrosyrtes_monachus","Bird","Raptor","No","No","No","Raptor"
"262","Plathyrrhinus_fusciventris","+ 30 years old",1531.4,131,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No","Others"
"263","Odonata","- 30 years old",1548.1,132,"Odonata","Insect","Odonata","No","Yes","No","Others"
"264","Pithecia pithecia2","+ 30 years old",1566.8,132,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"265","Lynx_rufus2","- 30 years old",1572.2,133,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"266","Iguana_iguana2","+ 30 years old",1536.4,133,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"267","Plathyrrhinus_fusciventris","- 30 years old",1531.4,134,"Platyrrhinus_fusciventris","Mammal","Chiroptera","No","No","No","Others"
"268","Pithecia pithecia","+ 30 years old",1512.5,134,"Pithecia_pithecia","Mammal","Primate","No","No","No","Primate"
"269","Bufonidae","- 30 years old",1499.8,135,"Bufonidae","Squamata","Amphibia","No","Yes","No","Others"
"270","Macaca_fuscata","+ 30 years old",1553.4,135,"Macaca_fuscata","Mammal","Primate","No","Yes","No","Primate"
"271","Gypaetus_barbatus2","- 30 years old",1572.6,136,"Gypaetus_barbatus","Bird","Raptor","No","Yes","No","Raptor"
"272","Tockus_flavirostris","+ 30 years old",1473.4,136,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No","Others"
"273","Artibeus_planirostris","- 30 years old",1539.5,137,"Artibeus_planirostris","Mammal","Chiroptera","No","No","No","Others"
"274","Odonata2","+ 30 years old",1488.4,137,"Odonata","Insect","Odonata","No","Yes","No","Others"
"275","Iguana_iguana2","- 30 years old",1622.7,138,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"276","Odonata","+ 30 years old",1524.6,138,"Odonata","Insect","Odonata","No","Yes","No","Others"
"277","Pan_troglodytes","- 30 years old",1552.7,139,"Pan_troglodytes","Mammal","Primate","Yes","No","Yes","Primate"
"278","Hyles_euphorbiae","+ 30 years old",1554.6,139,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No","Others"
"279","Macaca_silenus","- 30 years old",1535.9,140,"Macaca_silenus","Mammal","Primate","No","Yes","No","Primate"
"280","Pardofelis_temminckii","+ 30 years old",1591.3,140,"Pardofelis_temminckii","Mammal","Felidae","Yes","Yes","No","Felidae"
"281","Acryllium_vulturinum","- 30 years old",1611.9,141,"Acryllium_vulturinum","Bird","Bird (not Raptor)","No","No","No","Others"
"282","Daubentonia_madagascariensis","+ 30 years old",1598.3,141,"Daubentonia_madagascariensis","Mammal","Primate","No","No","No","Primate"
"283","Iguana_iguana","- 30 years old",1536.3,142,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"284","Geronticus_eremita","+ 30 years old",1540,142,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No","Others"
"285","Intellagama_lesueurii","- 30 years old",1505.1,143,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No","Others"
"286","Libellula_quadrimaculata","+ 30 years old",1589.9,143,"Libellula_quadrimaculata","Insect","Odonata","No","Yes","No","Others"
"287","Hyles_euphorbiae","- 30 years old",1560.2,144,"Hyles_euphorbiae","Insect","Lepidoptera","No","No","No","Others"
"288","Gorilla_Gorilla_Beringei","+ 30 years old",1514.9,144,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes","Primate"
"289","Sus_scrofa","- 30 years old",1535.7,145,"Sus_scrofa","Mammal","Ungulate","No","No","Yes","Others"
"290","Struthio_camelus","+ 30 years old",1538.1,145,"Struthio_camelus","Bird","Bird (not Raptor)","No","No","No","Others"
"291","Helarctos_malayanus","- 30 years old",1628.4,146,"Helarctos_malayanus","Mammal","Ursus","No","No","No","Ursus"
"292","Mandrillus_sphinx2","+ 30 years old",1604.8,146,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"293","Tockus_flavirostris","- 30 years old",1570.2,147,"Tockus_flavirostris","Bird","Bird (not Raptor)","No","No","No","Others"
"294","Intellagama_lesueurii","+ 30 years old",1556.8,147,"Intellagama_lesueurii","Squamata","Lizard","No","Yes","No","Others"
"295","Neofelis_nebulosa","- 30 years old",1570.6,148,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes","Felidae"
"296","Hypsignathus_monstrosus","+ 30 years old",1572.2,148,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No","Others"
"297","Balaeniceps_rex","- 30 years old",1551.2,149,"Balaeniceps_rex","Bird","Bird (not Raptor)","No","No","No","Others"
"298","Canis_lupus","+ 30 years old",1543.5,149,"Canis_lupus_","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"299","Odonata2","- 30 years old",1601.2,150,"Odonata","Insect","Odonata","No","Yes","No","Others"
"300","Macronectes_halli","+ 30 years old",1593.8,150,"Macronectes_halli","Bird","Bird (not Raptor)","No","No","No","Others"
"301","Canis_lupus","- 30 years old",1567.3,151,"Canis_lupus_","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"302","Artibeus_planirostris","+ 30 years old",1625,151,"Artibeus_planirostris","Mammal","Chiroptera","No","No","No","Others"
"303","Hemicentetes_semispinosus","- 30 years old",1589.9,152,"Hemicentetes_semispinosus","Mammal","Tenrecidae","No","No","No","Others"
"304","Ateles_hybridus","+ 30 years old",1546.4,152,"Ateles_hybridus","Mammal","Primate","No","No","No","Primate"
"305","Gorilla_gorilla_gorilla","- 30 years old",1585,153,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes","Primate"
"306","Calliphora_vomitoria","+ 30 years old",1616.7,153,"Calliphora_vomitoria","Insect","Diptera","No","No","No","Others"
"307","Acinonyx_jubatus","- 30 years old",1572.7,154,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"308","Sus_scrofa","+ 30 years old",1551.2,154,"Sus_scrofa","Mammal","Ungulate","No","No","Yes","Others"
"309","Gyps_rueppelli","- 30 years old",1623.8,155,"Gyps_rueppelli","Bird","Raptor","No","No","No","Raptor"
"310","Neofelis_nebulosa","+ 30 years old",1664.6,155,"Neofelis_nebulosa","Mammal","Felidae","Yes","No","Yes","Felidae"
"311","Papio_hamadryas","- 30 years old",1637.7,156,"Papio_hamadryas","Mammal","Primate","No","No","No","Primate"
"312","Buprestidae","+ 30 years old",1594.8,156,"Buprestidae","Insect","Coleoptera","No","No","No","Others"
"313","Mandrillus_sphinx2","- 30 years old",1646.4,157,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"314","Sarcophilus_harrisii","+ 30 years old",1605.4,157,"Sarcophilus_harrisii","Mammal","Marsupial","No","Yes","No","Others"
"315","Vespula_germanica","- 30 years old",1640.8,158,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes","Others"
"316","Desmodus_rotondus","+ 30 years old",1623.2,158,"Desmodus_rotundus","Mammal","Chiroptera","No","Yes","No","Others"
"317","Struthio_camelus","- 30 years old",1585.4,159,"Struthio_camelus","Bird","Bird (not Raptor)","No","No","No","Others"
"318","Mandrillus_sphinx","+ 30 years old",1694.9,159,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"319","Panthera_pardus2","- 30 years old",1610.7,160,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"320","Papio_hamadryas","+ 30 years old",1604.1,160,"Papio_hamadryas","Mammal","Primate","No","No","No","Primate"
"321","Panthera_tigris2","- 30 years old",1650,161,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes","Felidae"
"322","Amblyrhynchus_cristatus","+ 30 years old",1599.6,161,"Amblyrhynchus_cristatus","Squamata","Lizard","No","No","No","Others"
"323","Gymnogyps_californianus","- 30 years old",1654,162,"Gymnogyps_californianus","Bird","Raptor","No","No","No","Raptor"
"324","Panthera_pardus2","+ 30 years old",1646.2,162,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"325","Conolophus_pallidus","- 30 years old",1663.9,163,"Conolophus_pallidus","Squamata","Lizard","No","No","No","Others"
"326","Helarctos_malayanus","+ 30 years old",1668.8,163,"Helarctos_malayanus","Mammal","Ursus","No","No","No","Ursus"
"327","Mandrillus_sphinx","- 30 years old",1646.9,164,"Mandrillus_sphinx","Mammal","Primate","No","No","Yes","Primate"
"328","Acinonyx_jubatus","+ 30 years old",1620,164,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"329","Buprestidae","- 30 years old",1647.1,165,"Buprestidae","Insect","Coleoptera","No","No","No","Others"
"330","Podarcis_muralis","+ 30 years old",1653,165,"Podarcis_muralis","Squamata","Lizard","No","Yes","No","Others"
"331","Desmodus_rotondus","- 30 years old",1659.3,166,"Desmodus_rotundus","Mammal","Chiroptera","No","Yes","No","Others"
"332","Thomisus_onustus","+ 30 years old",1700.3,166,"Thomisus_onustus","Spider","Spider","No","Yes","No","Spider"
"333","Lycaon_pictus","- 30 years old",1637.9,167,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"334","Lynx_rufus2","+ 30 years old",1606.5,167,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"335","Panthera_uncia","- 30 years old",1667.8,168,"Panthera_uncia","Mammal","Felidae","Yes","No","Yes","Felidae"
"336","Ursus_thibetanus","+ 30 years old",1683,168,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes","Ursus"
"337","Panthera_leo2","- 30 years old",1657.6,169,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"338","Conolophus_pallidus","+ 30 years old",1729.5,169,"Conolophus_pallidus","Squamata","Lizard","No","No","No","Others"
"339","Daubentonia_madagascariensis","- 30 years old",1584.1,170,"Daubentonia_madagascariensis","Mammal","Primate","No","No","No","Primate"
"340","Panthera_onca_2","+ 30 years old",1751.7,170,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"341","Acinonyx_jubatus2","- 30 years old",1626,171,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"342","Malpolon_monspessulanus","+ 30 years old",1755.8,171,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No","Snake"
"343","Panthera_onca_2","- 30 years old",1685.4,172,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"344","Panthera_uncia","+ 30 years old",1668.6,172,"Panthera_uncia","Mammal","Felidae","Yes","No","Yes","Felidae"
"345","Bison_bonasus2","- 30 years old",1601.8,173,"Bison_bonasus","Mammal","Ungulate","No","No","No","Others"
"346","Lynx_rufus","+ 30 years old",1653.4,173,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"347","Gorilla_Gorilla_Beringei","- 30 years old",1706.4,174,"Gorilla_Gorilla_Beringei","Mammal","Primate","No","No","Yes","Primate"
"348","Vespula_germanica","+ 30 years old",1668.1,174,"Vespula_germanica","Insect","Hymenoptera","No","Yes","Yes","Others"
"349","Geronticus_eremita","- 30 years old",1673.2,175,"Geronticus_eremita","Bird","Bird (not Raptor)","No","Yes","No","Others"
"350","Gorilla_gorilla_gorilla","+ 30 years old",1723.3,175,"Gorilla_Gorilla_Gorilla","Mammal","Primate","No","No","Yes","Primate"
"351","Lycaon_pictus2","- 30 years old",1715.8,176,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"352","Iguana_iguana","+ 30 years old",1688.2,176,"Iguana_iguana","Squamata","Lizard","No","No","No","Others"
"353","Lynx_rufus","- 30 years old",1582.3,177,"Lynx_rufus","Mammal","Felidae","No","Yes","No","Felidae"
"354","Theropithecus_gelada","+ 30 years old",1674.9,177,"Theropithecus_gelada","Mammal","Primate","No","No","No","Primate"
"355","Podarcis_muralis","- 30 years old",1631.2,178,"Podarcis_muralis","Squamata","Lizard","No","Yes","No","Others"
"356","Lycaon_pictus","+ 30 years old",1700.8,178,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"357","Puma_concolor","- 30 years old",1706.3,179,"Puma_concolor","Mammal","Felidae","Yes","No","Yes","Felidae"
"358","Hippopotamus_amphibius","+ 30 years old",1678.3,179,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes","Others"
"359","Ursus_arctos_horribilis","- 30 years old",1715.6,180,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes","Ursus"
"360","Bison_bonasus2","+ 30 years old",1720,180,"Bison_bonasus","Mammal","Ungulate","No","No","No","Others"
"361","Zoropsis_spinimana","- 30 years old",1687.1,181,"Zoropsis_spinimana","Spider","Spider","No","Yes","No","Spider"
"362","Bison_bonasus","+ 30 years old",1746.9,181,"Bison_bonasus","Mammal","Ungulate","No","No","No","Others"
"363","Hyaena_hyaena","- 30 years old",1727.9,182,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"364","Lycaon_pictus2","+ 30 years old",1697,182,"Lycaon_pictus","Mammal","Canidae","Yes","Yes","Yes","Canidae"
"365","Hippopotamus_amphibius","- 30 years old",1658.1,183,"Hippopotamus_amphibius","Mammal","Ungulate","No","No","Yes","Others"
"366","Panthera_leo","+ 30 years old",1755.9,183,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"367","Panthera_onca","- 30 years old",1724.6,184,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"368","Acinonyx_jubatus2","+ 30 years old",1752.8,184,"Acinonyx_jubatus","Mammal","Felidae","Yes","Yes","Yes","Felidae"
"369","Malpolon_monspessulanus","- 30 years old",1713.9,185,"Malpolon_monspessulanus","Squamata","Snake","No","Yes","No","Snake"
"370","Puma_concolor","+ 30 years old",1756.3,185,"Puma_concolor","Mammal","Felidae","Yes","No","Yes","Felidae"
"371","Centurio_senex","- 30 years old",1680.9,186,"Centurio_senex","Mammal","Chiroptera","No","No","No","Others"
"372","Evarcha_arcuata","+ 30 years old",1755.7,186,"Evarcha_arcuata","Spider","Spider","No","Yes","No","Spider"
"373","Panthera_leo3","- 30 years old",1698.4,187,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"374","Heterocephalus_glaber","+ 30 years old",1729.7,187,"Heterocephalus_glaber","Mammal","Rodent","No","No","No","Others"
"375","Panthera_leo","- 30 years old",1746.4,188,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"376","Centurio_senex","+ 30 years old",1720.9,188,"Centurio_senex","Mammal","Chiroptera","No","No","No","Others"
"377","Hypsignathus_monstrosus","- 30 years old",1674.8,189,"Hypsignathus_monstrosu","Mammal","Chiroptera","No","No","No","Others"
"378","Zamenis_longissimus","+ 30 years old",1787.7,189,"Zamenis_longissimus","Squamata","Snake","No","Yes","No","Snake"
"379","Phacochoerus_africanus","- 30 years old",1715.9,190,"Phacochoerus_africanus","Mammal","Ungulate","No","No","No","Others"
"380","Mygale","+ 30 years old",1704.7,190,"Mygale","Spider","Spider","No","Yes","No","Spider"
"381","Heterocephalus_glaber","- 30 years old",1672.2,191,"Heterocephalus_glaber","Mammal","Rodent","No","No","No","Others"
"382","Panthera_pardus","+ 30 years old",1762.8,191,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"383","Panthera_onca3","- 30 years old",1808,192,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"384","Ursus_arctos_horribilis","+ 30 years old",1754.7,192,"Ursus_arctos_horribilis","Mammal","Ursus","Yes","No","Yes","Ursus"
"385","Mygale","- 30 years old",1814.9,193,"Mygale","Spider","Spider","No","Yes","No","Spider"
"386","Panthera_leo2","+ 30 years old",1788,193,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"387","Amblyrhynchus_cristatus","- 30 years old",1763.5,194,"Amblyrhynchus_cristatus","Squamata","Lizard","No","No","No","Others"
"388","Malayopython_reticulatus","+ 30 years old",1845.9,194,"Malayopython_reticulatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"389","Python_bivittatus","- 30 years old",1724,195,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"390","Panthera_pardus_3","+ 30 years old",1821.7,195,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"391","Crocuta_crocuta","- 30 years old",1694,196,"Crocuta_crocuta","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"392","Ursus_maritimus","+ 30 years old",1729.6,196,"Ursus_maritimus","Mammal","Ursus","Yes","No","Yes","Ursus"
"393","Python_regius","- 30 years old",1724,197,"Python_regius","Squamata","Snake","No","Yes","No","Snake"
"394","Zoropsis_spinimana","+ 30 years old",1786.2,197,"Zoropsis_spinimana","Spider","Spider","No","Yes","No","Spider"
"395","Thomisus_onustus","- 30 years old",1691.3,198,"Thomisus_onustus","Spider","Spider","No","Yes","No","Spider"
"396","Panthera_tigris2","+ 30 years old",1744.2,198,"Panthera_tigris","Mammal","Felidae","Yes","No","Yes","Felidae"
"397","Vipera_ammodytes","- 30 years old",1752,199,"Vipera_ammodytes","Squamata","Snake","No","Yes","Yes","Snake"
"398","Panthera_onca3","+ 30 years old",1815.6,199,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"399","Evarcha_arcuata","- 30 years old",1753.9,200,"Evarcha_arcuata","Spider","Spider","No","Yes","No","Spider"
"400","Vipera_aspis","+ 30 years old",1820.4,200,"Vipera_aspis","Squamata","Snake","No","Yes","Yes","Snake"
"401","Notechis_scutatus","- 30 years old",1744.6,201,"Notechis_scutatus","Squamata","Snake","No","Yes","Yes","Snake"
"402","Boa_constrictor","+ 30 years old",1821.1,201,"Boa_constrictor","Squamata","Snake","Yes","Yes","No","Snake"
"403","Crotalus2","- 30 years old",1765.9,202,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes","Snake"
"404","Crotalus_atrox","+ 30 years old",1799.2,202,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes","Snake"
"405","Bison_bonasus","- 30 years old",1772.9,203,"Bison_bonasus","Mammal","Ungulate","No","No","No","Others"
"406","Morelia_spilota","+ 30 years old",1760.4,203,"Morelia_spilota","Squamata","Snake","No","Yes","No","Snake"
"407","Zamenis_longissimus","- 30 years old",1689.3,204,"Zamenis_longissimus","Squamata","Snake","No","Yes","No","Snake"
"408","Hyaena_hyaena","+ 30 years old",1790.2,204,"Hyaena_hyaena","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"409","Laticauda_laticaudata","- 30 years old",1768.5,205,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No","Snake"
"410","Crocuta_crocuta","+ 30 years old",1792.3,205,"Crocuta_crocuta","Mammal","Hyenidae","Yes","No","Yes","Hyenidae"
"411","Theropithecus_gelada","- 30 years old",1713.4,206,"Theropithecus_gelada","Mammal","Primate","No","No","No","Primate"
"412","Dendroaspis_angusticeps","+ 30 years old",1770.9,206,"Dendroaspis_angusticeps","Squamata","Snake","No","Yes","Yes","Snake"
"413","Laticauda_saintgironsi","- 30 years old",1806,207,"Laticauda_saintgironsi","Squamata","Snake","No","Yes","No","Snake"
"414","Laticauda_saintgironsi","+ 30 years old",1833.5,207,"Laticauda_saintgironsi","Squamata","Snake","No","Yes","No","Snake"
"415","Panthera_pardus_3","- 30 years old",1716.7,208,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"416","Python_regius","+ 30 years old",1842.4,208,"Python_regius","Squamata","Snake","No","Yes","No","Snake"
"417","Malayopython_reticulatus","- 30 years old",1813.9,209,"Malayopython_reticulatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"418","Panthera_onca","+ 30 years old",1799.1,209,"Panthera_onca","Mammal","Felidae","Yes","No","Yes","Felidae"
"419","Panthera_pardus","- 30 years old",1776.1,210,"Panthera_pardus","Mammal","Felidae","Yes","No","Yes","Felidae"
"420","Calloselasma rhodostoma","+ 30 years old",1835.9,210,"Calloselasma_rhodostoma","Squamata","Snake","No","Yes","Yes","Snake"
"421","Boa_constrictor","- 30 years old",1760.4,211,"Boa_constrictor","Squamata","Snake","Yes","Yes","No","Snake"
"422","Laticauda_laticaudata","+ 30 years old",1872.2,211,"Laticauda_laticaudata","Squamata","Snake","No","Yes","No","Snake"
"423","Ursus_thibetanus","- 30 years old",1749.6,212,"Ursus_thibetanus","Mammal","Ursus","No","Yes","Yes","Ursus"
"424","Panthera_leo3","+ 30 years old",1811.6,212,"Panthera_leo","Mammal","Felidae","Yes","No","Yes","Felidae"
"425","Naja_naja","- 30 years old",1816.6,213,"Naja_naja","Squamata","Snake","No","Yes","Yes","Snake"
"426","Notechis_scutatus","+ 30 years old",1859.6,213,"Notechis_scutatus","Squamata","Snake","No","Yes","Yes","Snake"
"427","Morelia_spilota","- 30 years old",1822.4,214,"Morelia_spilota","Squamata","Snake","No","Yes","No","Snake"
"428","Python_bivittatus","+ 30 years old",1840.7,214,"Python_bivittatus","Squamata","Snake","Yes","Yes","Yes","Snake"
"429","Crotalus_atrox","- 30 years old",1814,215,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes","Snake"
"430","Phacochoerus_africanus","+ 30 years old",1862.1,215,"Phacochoerus_africanus","Mammal","Ungulate","No","No","No","Others"
"431","Vipera_aspis","- 30 years old",1800.2,216,"Vipera_aspis","Squamata","Snake","No","Yes","Yes","Snake"
"432","Pholcus_phalangioides","+ 30 years old",1878.8,216,"Pholcus_phalangioides","Spider","Spider","No","Yes","No","Spider"
"433","Dendroaspis_angusticeps","- 30 years old",1796.2,217,"Dendroaspis_angusticeps","Squamata","Snake","No","Yes","Yes","Snake"
"434","Crotalus2","+ 30 years old",1901.7,217,"Crotalus_atrox","Squamata","Snake","No","Yes","Yes","Snake"
"435","Pholcus_phalangioides","- 30 years old",1892.3,218,"Pholcus_phalangioides","Spider","Spider","No","Yes","No","Spider"
"436","Vipera_ammodytes","+ 30 years old",1872.5,218,"Vipera_ammodytes","Squamata","Snake","No","Yes","Yes","Snake"
"437","Calloselasma rhodostoma","- 30 years old",1823.7,219,"Calloselasma_rhodostoma","Squamata","Snake","No","Yes","Yes","Snake"
"438","Crocodylus_porosus","+ 30 years old",1954.5,219,"Crocodylus_porosus","Squamata","Crocodile","Yes","Yes","Yes","Crocodile"
"439","Alligator_mississippiensis","- 30 years old",1924.8,220,"Alligator_mississippiensis","Squamata","Crocodile","Yes","Yes","Yes","Crocodile"
"440","Alligator_mississippiensis","+ 30 years old",1943.2,220,"Alligator_mississippiensis","Squamata","Crocodile","Yes","Yes","Yes","Crocodile"
