"name","variable","value"
"Neofelis_nebulosa","- 30 years old",148
"Nestor_meridionalis","- 30 years old",66
"Notechis_scutatus","- 30 years old",201
"Numida_meleagris","- 30 years old",87
"Nyctereutes_procyonoides","- 30 years old",64
"Odonata","- 30 years old",132
"Odonata2","- 30 years old",150
"Oryctolagus_cuniculus","- 30 years old",5
"Oryctolagus_cuniculus2","- 30 years old",1
"Otocolobus_manul","- 30 years old",93
"Pamphagidae","- 30 years old",110
"Pan_paniscus","- 30 years old",92
"Pan_paniscus2","- 30 years old",103
"Pan_paniscus3","- 30 years old",74
"Pan_paniscus4","- 30 years old",75
"Pan_troglodytes","- 30 years old",139
"Pan_troglodytes2","- 30 years old",50
"Panthera_leo","- 30 years old",188
"Panthera_leo2","- 30 years old",169
"Panthera_leo3","- 30 years old",187
"Panthera_onca","- 30 years old",184
"Panthera_onca_2","- 30 years old",172
"Panthera_onca3","- 30 years old",192
"Panthera_pardus","- 30 years old",210
"Panthera_pardus_3","- 30 years old",208
"Panthera_pardus2","- 30 years old",160
"Panthera_tigris2","- 30 years old",161
"Panthera_uncia","- 30 years old",168
"Papillon","- 30 years old",120
"Papio_hamadryas","- 30 years old",156
"Pardofelis_temminckii","- 30 years old",97
"Petroica_macrocephala","- 30 years old",2
"Phacochoerus_africanus","- 30 years old",190
"Phascolarctos_cinereus","- 30 years old",3
"Phascolarctos_cinereus2","- 30 years old",4
"Pholcus_phalangioides","- 30 years old",218
"Pithecia pithecia","- 30 years old",122
"Pithecia pithecia2","- 30 years old",115
"Plathyrrhinus_fusciventris","- 30 years old",134
"Podarcis_muralis","- 30 years old",178
"Pogona_vitticeps","- 30 years old",60
"Porphyrio_hochstetteri","- 30 years old",108
"Procyon_lotor","- 30 years old",58
"Propithecus_coquereli","- 30 years old",28
"Propithecus_verreauxi","- 30 years old",33
"Psittacus_erithacus","- 30 years old",30
"Pteropus_conspicillatus","- 30 years old",76
"Puma_concolor","- 30 years old",179
"Python_bivittatus","- 30 years old",195
"Python_regius","- 30 years old",197
"Rattus_norvegicus","- 30 years old",49
"Rhinopithecus_roxellana","- 30 years old",20
"Rhyticeros_cassidix","- 30 years old",96
"Romalea_microptera","- 30 years old",89
"Saiga_tatarica","- 30 years old",119
"Sarcophilus_harrisii","- 30 years old",127
"Spalax","- 30 years old",130
"Spheniscus_humboldti","- 30 years old",11
"Stephanoaetus_coronatus","- 30 years old",128
"Strophurus","- 30 years old",126
"Struthio_camelus","- 30 years old",159
"Sula_nebouxii","- 30 years old",86
"Sula_sula","- 30 years old",79
"Suricata_suricatta","- 30 years old",22
"Sus_scrofa","- 30 years old",145
"Tapirus_indicus","- 30 years old",54
"Taricha_torosa","- 30 years old",91
"Tauraco_leucotis","- 30 years old",24
"Testudo_hermanni","- 30 years old",6
"Thalassarche_cauta","- 30 years old",114
"Theropithecus_gelada","- 30 years old",206
"Thomisus_onustus","- 30 years old",198
"Tockus_flavirostris","- 30 years old",147
"Trichosurus_vulpecula","- 30 years old",129
"Ursus_arctos_horribilis","- 30 years old",180
"Ursus_maritimus","- 30 years old",116
"Ursus_thibetanus","- 30 years old",212
"Varecia_rubra","- 30 years old",90
"Varecia_variegata","- 30 years old",78
"Vespula_germanica","- 30 years old",158
"Vicugna_pacos","- 30 years old",34
"Vicugna_pacos2","- 30 years old",29
"Vicugna_vicugna","- 30 years old",8
"Vipera_ammodytes","- 30 years old",199
"Vipera_aspis","- 30 years old",216
"Vulpes_zerda","- 30 years old",43
"Zamenis_longissimus","- 30 years old",204
"Zoropsis_spinimana","- 30 years old",181
"Acinonyx_jubatus","+ 30 years old",164
"Acinonyx_jubatus2","+ 30 years old",184
"Acryllium_vulturinum","+ 30 years old",115
"Aepyceros_melampus","+ 30 years old",58
"Aepyceros_melampus2","+ 30 years old",29
"Agalychnis_callidryas","+ 30 years old",57
"Ailuropoda_melanoleuca","+ 30 years old",62
"Ailurops_ursinus","+ 30 years old",43
"Ailurus_fulgens","+ 30 years old",18
"Alligator_mississippiensis","+ 30 years old",220
"Amblyrhynchus_cristatus","+ 30 years old",161
"Aonyx_cinereus","+ 30 years old",27
"Aonyx_cinereus2","+ 30 years old",15
"Aquila_chrysaetos","+ 30 years old",109
"Ara_ararauna","+ 30 years old",33
"Ara_chloropterus","+ 30 years old",12
"Arctocephalus forsteri","+ 30 years old",106
"Arctocephalus_forsteri2","+ 30 years old",69
"Artibeus_planirostris","+ 30 years old",151
"Asio_flammeus","+ 30 years old",71
"Ateles_hybridus","+ 30 years old",152
"Ateles_paniscus","+ 30 years old",45
"Athene_noctua","+ 30 years old",36
"Athene_noctua2","+ 30 years old",22
"Athene_noctua3","+ 30 years old",50
"Balaeniceps_rex","+ 30 years old",123
"Bison_bonasus","+ 30 years old",181
"Bison_bonasus2","+ 30 years old",180
"Boa_constrictor","+ 30 years old",201
"Bubo_bubo","+ 30 years old",28
"Bubo_bubo2","+ 30 years old",37
"Bubo_scandiacus","+ 30 years old",19
"Bufonidae","+ 30 years old",89
"Buprestidae","+ 30 years old",156
"Buteo_galapagoensis","+ 30 years old",107
"Cairina_moschata","+ 30 years old",95
"Calliphora_vomitoria","+ 30 years old",153
"Callithrix_argentata","+ 30 years old",86
"Callithrix_penicillata","+ 30 years old",73
"Calloselasma rhodostoma","+ 30 years old",210
"Canis_lupus","+ 30 years old",149
"Canis_lupus_familiaris","+ 30 years old",128
"Canis_lupus_familiaris2","+ 30 years old",11
"Carlito_syrichta","+ 30 years old",82
"Centurio_senex","+ 30 years old",188
"Cerdocyon_thous","+ 30 years old",96
"Chelonoidis_porteri","+ 30 years old",31
"Choloepus_didactylus","+ 30 years old",20
"Choloepus_didactylus2","+ 30 years old",24
"Choloepus_didactylus3","+ 30 years old",40
"Chroicocephalus_scopulinus","+ 30 years old",47
"Columba_livia","+ 30 years old",25
"Conolophus_pallidus","+ 30 years old",169
"Corvus","+ 30 years old",129
"Corvus2","+ 30 years old",87
"Crocodylus_porosus","+ 30 years old",219
"Crocuta_crocuta","+ 30 years old",205
"Crotalus_atrox","+ 30 years old",202
"Crotalus2","+ 30 years old",217
"Cryptoprocto _ferox","+ 30 years old",112
"Cynictis_penicillata","+ 30 years old",91
"Dasypus_novemcinctus","+ 30 years old",72
"Daubentonia_madagascariensis","+ 30 years old",141
"Dendroaspis_angusticeps","+ 30 years old",206
"Desmodus_rotondus","+ 30 years old",158
"Didelphis_virginiana","+ 30 years old",64
"Equus_caballus","+ 30 years old",16
"Eudyptes chrysolophus","+ 30 years old",23
"Eudyptes_chrysocome","+ 30 years old",38
"Eulemur _coronatus","+ 30 years old",54
"Eulemur _coronatus2","+ 30 years old",32
"Euphractus _sexcinctus","+ 30 years old",85
"Evarcha_arcuata","+ 30 years old",186
"Felis_catus","+ 30 years old",78
"Felis_silvestris","+ 30 years old",8
"Geronticus_eremita","+ 30 years old",142
"Giraffa_camelopardalis_reticulata","+ 30 years old",26
"Gorilla_Gorilla_Beringei","+ 30 years old",144
"Gorilla_gorilla_gorilla","+ 30 years old",175
"Gulo_gulo","+ 30 years old",126
"Gulo_gulo2","+ 30 years old",118
"Gymnogyps_californianus","+ 30 years old",130
"Gypaetus_barbatus","+ 30 years old",79
"Gypaetus_barbatus2","+ 30 years old",97
"Gyps_rueppelli","+ 30 years old",117
"Haematopus_ater","+ 30 years old",30
"Harpia_Harpyja","+ 30 years old",111
"Helarctos_malayanus","+ 30 years old",163
"Hemicentetes_semispinosus","+ 30 years old",102
"Heterocephalus_glaber","+ 30 years old",187
"Hippopotamus_amphibius","+ 30 years old",179
"Hyaena_hyaena","+ 30 years old",204
"Hyles_euphorbiae","+ 30 years old",139
"Hylobates_agilis","+ 30 years old",56
"Hypsignathus_monstrosus","+ 30 years old",148
"Iguana_iguana","+ 30 years old",176
"Iguana_iguana2","+ 30 years old",133
"Incilius_alvarius","+ 30 years old",99
"Incilius_alvarius2","+ 30 years old",88
"Intellagama_lesueurii","+ 30 years old",147
"Laticauda_laticaudata","+ 30 years old",211
"Laticauda_saintgironsi","+ 30 years old",207
"Lemur_catta","+ 30 years old",46
"Lemur_catta2","+ 30 years old",59
"Leopardus_wiedii","+ 30 years old",92
"Leptailurus_serval","+ 30 years old",103
"Leptoptilos_crumenifer","+ 30 years old",127
"Libellula_quadrimaculata","+ 30 years old",143
"Litoria_infrafrenata","+ 30 years old",41
"Loris_tardigradus","+ 30 years old",13
"Loxodonta_africana","+ 30 years old",114
"Lycaon_pictus","+ 30 years old",178
"Lycaon_pictus2","+ 30 years old",182
"Lynx_rufus","+ 30 years old",173
"Lynx_rufus2","+ 30 years old",167
"Macaca_fuscata","+ 30 years old",135
"Macaca_silenus","+ 30 years old",125
"Macronectes_halli","+ 30 years old",150
"Macropus_rufogriseus","+ 30 years old",60
"Malayopython_reticulatus","+ 30 years old",194
"Malpolon_monspessulanus","+ 30 years old",171
"Mandrillus_sphinx","+ 30 years old",159
"Mandrillus_sphinx2","+ 30 years old",146
"Miopithecus_ogouensis","+ 30 years old",65
"Morelia_spilota","+ 30 years old",203
"Mungos_mungo","+ 30 years old",119
"Muscardinus_avellanarius","+ 30 years old",10
"Mygale","+ 30 years old",190
"Myocastor_coypus","+ 30 years old",14
"Naja_naja","+ 30 years old",221
"Nasua_narica","+ 30 years old",81
"Nasua_nasua","+ 30 years old",55
"Necrosyrtes_monachus","+ 30 years old",122
"Neofelis_nebulosa","+ 30 years old",155
"Nestor_meridionalis","+ 30 years old",44
"Notechis_scutatus","+ 30 years old",213
"Numida_meleagris","+ 30 years old",84
"Nyctereutes_procyonoides","+ 30 years old",100
"Odonata","+ 30 years old",138
"Odonata2","+ 30 years old",137
"Oryctolagus_cuniculus","+ 30 years old",3
"Oryctolagus_cuniculus2","+ 30 years old",1
"Otocolobus_manul","+ 30 years old",105
"Pamphagidae","+ 30 years old",121
"Pan_paniscus","+ 30 years old",93
"Pan_paniscus2","+ 30 years old",68
"Pan_paniscus3","+ 30 years old",76
"Pan_paniscus4","+ 30 years old",61
"Pan_troglodytes","+ 30 years old",124
"Pan_troglodytes2","+ 30 years old",48
"Panthera_leo","+ 30 years old",183
"Panthera_leo2","+ 30 years old",193
"Panthera_leo3","+ 30 years old",212
"Panthera_onca","+ 30 years old",209
"Panthera_onca_2","+ 30 years old",170
"Panthera_onca3","+ 30 years old",199
"Panthera_pardus","+ 30 years old",191
"Panthera_pardus_3","+ 30 years old",195
"Panthera_pardus2","+ 30 years old",162
"Panthera_tigris2","+ 30 years old",198
"Panthera_uncia","+ 30 years old",172
"Papillon","+ 30 years old",108
"Papio_hamadryas","+ 30 years old",160
"Pardofelis_temminckii","+ 30 years old",140
"Petroica_macrocephala","+ 30 years old",2
"Phacochoerus_africanus","+ 30 years old",215
"Phascolarctos_cinereus","+ 30 years old",7
"Phascolarctos_cinereus2","+ 30 years old",4
"Pholcus_phalangioides","+ 30 years old",216
"Pithecia pithecia","+ 30 years old",134
"Pithecia pithecia2","+ 30 years old",132
"Plathyrrhinus_fusciventris","+ 30 years old",131
"Podarcis_muralis","+ 30 years old",165
"Pogona_vitticeps","+ 30 years old",110
"Porphyrio_hochstetteri","+ 30 years old",94
"Procyon_lotor","+ 30 years old",67
"Propithecus_coquereli","+ 30 years old",42
"Propithecus_verreauxi","+ 30 years old",39
"Psittacus_erithacus","+ 30 years old",49
"Pteropus_conspicillatus","+ 30 years old",66
"Puma_concolor","+ 30 years old",185
"Python_bivittatus","+ 30 years old",214
"Python_regius","+ 30 years old",208
"Rattus_norvegicus","+ 30 years old",90
"Rhinopithecus_roxellana","+ 30 years old",35
"Rhyticeros_cassidix","+ 30 years old",75
"Romalea_microptera","+ 30 years old",77
"Saiga_tatarica","+ 30 years old",113
"Sarcophilus_harrisii","+ 30 years old",157
"Spalax","+ 30 years old",116
"Spheniscus_humboldti","+ 30 years old",17
"Stephanoaetus_coronatus","+ 30 years old",120
"Strophurus","+ 30 years old",98
"Struthio_camelus","+ 30 years old",145
"Sula_nebouxii","+ 30 years old",104
"Sula_sula","+ 30 years old",74
"Suricata_suricatta","+ 30 years old",53
"Sus_scrofa","+ 30 years old",154
"Tapirus_indicus","+ 30 years old",51
"Taricha_torosa","+ 30 years old",52
"Tauraco_leucotis","+ 30 years old",6
"Testudo_hermanni","+ 30 years old",5
"Thalassarche_cauta","+ 30 years old",101
"Theropithecus_gelada","+ 30 years old",177
"Thomisus_onustus","+ 30 years old",166
"Tockus_flavirostris","+ 30 years old",136
"Trichosurus_vulpecula","+ 30 years old",83
"Ursus_arctos_horribilis","+ 30 years old",192
"Ursus_maritimus","+ 30 years old",196
"Ursus_thibetanus","+ 30 years old",168
"Varecia_rubra","+ 30 years old",70
"Varecia_variegata","+ 30 years old",80
"Vespula_germanica","+ 30 years old",174
"Vicugna_pacos","+ 30 years old",21
"Vicugna_pacos2","+ 30 years old",63
"Vicugna_vicugna","+ 30 years old",9
"Vipera_ammodytes","+ 30 years old",218
"Vipera_aspis","+ 30 years old",200
"Vulpes_zerda","+ 30 years old",34
"Zamenis_longissimus","+ 30 years old",189
"Zoropsis_spinimana","+ 30 years old",197
